model_size,checkpoint,topic,split,value,overall_accuracy,metric,total_pairs,file,ckpt_pos
pythia-160m,step16,college_chemistry,dev,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_chemistry,test,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_chemistry,validation,25.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_chemistry,avg,28.333333333333332,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_chemistry,max,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_computer_science,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_computer_science,test,26.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_computer_science,validation,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_computer_science,avg,20.78787878787879,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_computer_science,max,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_mathematics,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_mathematics,test,21.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_mathematics,validation,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_mathematics,avg,19.12121212121212,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_mathematics,max,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_medicine,dev,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_medicine,test,20.809248554913296,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_medicine,validation,18.181818181818183,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_medicine,avg,26.330355578910495,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_medicine,max,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_physics,dev,60.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_physics,test,21.568627450980394,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_physics,validation,9.090909090909092,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_physics,avg,30.21984551396316,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,college_physics,max,60.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,computer_security,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,computer_security,test,28.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,computer_security,validation,18.181818181818183,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,computer_security,avg,22.060606060606062,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,computer_security,max,28.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,conceptual_physics,dev,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,conceptual_physics,test,26.382978723404257,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,conceptual_physics,validation,26.923076923076923,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,conceptual_physics,avg,31.10201854882706,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,conceptual_physics,max,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,econometrics,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,econometrics,test,23.68421052631579,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,econometrics,validation,25.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,econometrics,avg,22.894736842105264,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,econometrics,max,25.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,electrical_engineering,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,electrical_engineering,test,24.137931034482758,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,electrical_engineering,validation,37.5,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,electrical_engineering,avg,27.21264367816092,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,electrical_engineering,max,37.5,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,elementary_mathematics,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,elementary_mathematics,test,20.8994708994709,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,elementary_mathematics,validation,29.26829268292683,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,elementary_mathematics,avg,23.38925452746591,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,elementary_mathematics,max,29.26829268292683,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,formal_logic,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,formal_logic,test,28.571428571428573,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,formal_logic,validation,28.571428571428573,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,formal_logic,avg,19.047619047619047,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,formal_logic,max,28.571428571428573,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,global_facts,dev,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,global_facts,test,18.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,global_facts,validation,10.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,global_facts,avg,22.666666666666668,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,global_facts,max,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_biology,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_biology,test,17.741935483870968,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_biology,validation,15.625,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_biology,avg,17.788978494623656,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_biology,max,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_chemistry,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_chemistry,test,15.270935960591133,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_chemistry,validation,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_chemistry,avg,23.878190774742503,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_chemistry,max,36.36363636363637,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_computer_science,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_computer_science,test,25.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_computer_science,validation,33.333333333333336,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_computer_science,avg,19.444444444444446,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_computer_science,max,33.333333333333336,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_european_history,dev,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_european_history,test,21.818181818181817,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_european_history,validation,33.333333333333336,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_european_history,avg,31.71717171717172,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_european_history,max,40.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_geography,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_geography,test,17.67676767676768,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_geography,validation,18.181818181818183,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_geography,avg,18.61952861952862,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_geography,max,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_government_and_politics,dev,20.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_government_and_politics,test,19.689119170984455,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_government_and_politics,validation,47.61904761904762,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_government_and_politics,avg,29.102722263344024,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_government_and_politics,max,47.61904761904762,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_macroeconomics,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_macroeconomics,test,20.256410256410255,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_macroeconomics,validation,18.6046511627907,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_macroeconomics,avg,12.95368713973365,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_macroeconomics,max,20.256410256410255,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_mathematics,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_mathematics,test,21.11111111111111,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_mathematics,validation,41.37931034482759,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_mathematics,avg,20.8301404853129,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_mathematics,max,41.37931034482759,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_microeconomics,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_microeconomics,test,21.008403361344538,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_microeconomics,validation,19.23076923076923,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_microeconomics,avg,13.41305753070459,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_microeconomics,max,21.008403361344538,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_physics,dev,0.0,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_physics,test,19.867549668874172,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
pythia-160m,step16,high_school_physics,validation,23.529411764705884,23.14289317694539,seq_logprob,15858,/home/nsrikant/BehaviorBoxNew/results/mmlu/pythia-160m-step16/mmlu_summary_seq_logprob.json,5
