feature_id,description,trend,max_probability,max_prob_checkpoint,max_prob_checkpoint_name,max_jump_value,final_probability,good_count,bad_count,subset_counts
725,"Personal pronouns (""I"" and ""we"") that appear after a space in sentence contexts.",increase-stagnate,0.366010072,13,pythia-160m-step100000,0.10932967100000002,0.342872644,0,0,{'': 50}
1910,"Forms of the verb ""to be"" in present tense (are, am, 're, re, m) used in conditional and declarative statements.",increase-stagnate,0.363598401,14,pythia-160m,0.111031067,0.363598401,0,0,{'': 50}
938,Mathematical minus signs or subtraction operators appearing in algebraic expressions and equations.,increase-stagnate,0.353580197,12,pythia-160m-step70000,0.08959022399999997,0.325774554,0,0,{'': 50}
361,Exclamation marks appearing at the end of quoted dialogue or exclamatory statements.,increase-stagnate,0.35253112,13,pythia-160m-step100000,0.18430856,0.322526413,0,0,{'': 50}
2417,Mathematical variables and expressions that appear immediately after a space and dollar sign in LaTeX mathematical notation.,increase-stagnate,0.340067975,14,pythia-160m,0.23497204519999998,0.340067975,0,0,{'': 50}
564,"All instances show the preposition ""between"" used to express spatial, temporal, or abstract relationships connecting two entities or groups.",increase-stagnate,0.33970506,12,pythia-160m-step70000,0.1411682784,0.333498018,0,0,{'': 50}
65,"Legal terminology referring to parties in court proceedings, with some non-legal terms included",increasing,0.325404551,14,pythia-160m,0.15514566519999998,0.325404551,0,0,{'': 50}
208,"Instances of the modal verb ""can"" expressing ability, possibility, or permission in various contexts.",increasing,0.31883717,14,pythia-160m,0.113533226,0.31883717,0,0,{'': 50}
607,"All instances are the conjunction ""but"" used to introduce contrasting or qualifying statements in sentences.",increase-stagnate,0.311681449,12,pythia-160m-step70000,0.13210320999999997,0.271538347,0,0,{'': 50}
1047,"Temporal ordinal adjectives (first, next, last) used to indicate sequence or order in time.",increase-stagnate,0.30375173,13,pythia-160m-step100000,0.1972308033,0.292798776,0,0,{'': 50}
686,"Technical terms describing problems, malfunctions, or issues in systems and software.",increasing,0.303553849,14,pythia-160m,0.14497368953,0.303553849,0,0,{'': 50}
2366,"The word ""end"" used as a noun to indicate the conclusion or final point of time periods, events, or durations.",increase-decrease,0.282001489,11,pythia-160m-step10000,0.24195295509999998,0.208002322,0,0,{'': 50}
578,"All instances are the relative pronoun ""that"" used to introduce restrictive relative clauses modifying preceding nouns.",increase-stagnate,0.279005958,14,pythia-160m,0.1753254383,0.279005958,0,0,{'': 50}
841,"Words describing variation, diversity, or differentiation across multiple contexts, entities, or spatial locations",increase-decrease,0.273529571,11,pythia-160m-step10000,0.24489539410000002,0.156627446,0,0,{'': 50}
62,"The word ""as"" functioning as a comparative conjunction or adverb in various comparative constructions and phrases.",increase-stagnate,0.271537454,12,pythia-160m-step70000,0.1696528837,0.220359023,0,0,{'': 50}
2880,"General nouns referring to unspecified objects, entities, or concepts, often used as vague or catch-all terms.",increase-decrease,0.261636028,12,pythia-160m-step70000,0.13429199500000003,0.184261166,0,0,{'': 50}
510,"Words related to user interface interactions, specifically clicking or selecting elements on web pages or applications.",increase-decrease,0.261568133,12,pythia-160m-step70000,0.19838407909999997,0.163625468,0,0,{'': 50}
2412,Research and legal terminology with broader professional contexts,increasing,0.251987654,14,pythia-160m,0.150002973,0.251987654,0,0,{'': 50}
2906,First-person plural pronouns and possessive adjectives used in political and organizational discourse.,increase-stagnate,0.244554604,11,pythia-160m-step10000,0.134859591,0.231571005,0,0,{'': 50}
1905,"Forms of the verb ""have"" (including ""have,"" ""has,"" ""had,"" and ""having"") used as auxiliary or main verbs to express possession, experience, or obligation.",increasing,0.240450415,14,pythia-160m,0.082357615,0.240450415,0,0,{'': 50}
2700,"Infinitive verbs that follow ""to"" in sentences, representing actions or purposes.",increase-decrease,0.235824339,12,pythia-160m-step70000,0.120181003,0.168314444,0,0,{'': 50}
2982,"Third-person pronouns (they, their, them) used as subjects and objects in sentences.",increase-stagnate,0.22834494,13,pythia-160m-step100000,0.1342663994,0.196939136,0,0,{'': 50}
1727,"First-person plural pronouns (""we"" and ""us"") used as sentence subjects.",increase-decrease,0.223129659,12,pythia-160m-step70000,0.0760679205,0.153963635,0,0,{'': 50}
2126,"Words appearing after spaces in contexts involving numerical quantities, alternatives, or conditional phrases, typically functioning as conjunctions or determiners in ""one or more"" or ""whether or not"" constructions.",increase-stagnate,0.21714713,13,pythia-160m-step100000,0.14222307950000002,0.202524521,0,0,{'': 50}
2541,Past participles used in perfect tense constructions (have/had + past participle).,increase-decrease,0.193245529,12,pythia-160m-step70000,0.085986021,0.142995374,0,0,{'': 50}
583,"All instances are the word ""also"" preceded by a space, functioning as an additive adverb to introduce additional information or examples.",increase-decrease,0.19097858,11,pythia-160m-step10000,0.1444767167,0.142862831,0,0,{'': 50}
2719,Present participle verbs functioning as main verbs in progressive/continuous tenses,increase-decrease,0.189083519,12,pythia-160m-step70000,0.11322319809999999,0.137940061,0,0,{'': 50}
2377,"All instances are the noun ""people"" (and one ""person"") used as a general term referring to groups of individuals in various contexts.",increasing,0.181788104,14,pythia-160m,0.0720797823,0.181788104,0,0,{'': 50}
1721,"Legal terms related to court rulings, judicial determinations, and legal decision-making processes.",increase-stagnate,0.16801791,12,pythia-160m-step70000,0.10957058570000001,0.155762636,0,0,{'': 50}
1265,"All instances are the noun ""result"" used to describe outcomes, consequences, or products of various processes or actions.",increase-stagnate,0.165590417,13,pythia-160m-step100000,0.1314352302,0.127546739,0,0,{'': 50}
1598,"Articles and adjectives that precede nouns in contexts describing developments, innovations, or additions",increase-decrease,0.161416302,13,pythia-160m-step100000,0.0844841828,0.120122002,0,0,{'': 50}
502,"The word ""more"" functioning as an adverb or part of comparative constructions to indicate greater degree, frequency, or intensity.",increase-stagnate,0.160545565,12,pythia-160m-step70000,0.10436781690000001,0.125200666,0,0,{'': 50}
2059,"The pronoun ""it"" appearing at the beginning of clauses or sentences, typically following a comma or period.",increase-stagnate,0.150330178,14,pythia-160m,0.050526847699999995,0.150330178,0,0,{'': 50}
419,"Verb forms of ""use"" and ""used"" indicating utilization or employment of something.",increasing,0.141424643,13,pythia-160m-step100000,0.05705983640000001,0.130580229,0,0,{'': 50}
433,"French function words (articles, pronouns, conjunctions) preceded by a space token",increasing,0.116508063,13,pythia-160m-step100000,0.0447648681,0.109530165,0,0,{'': 50}
1798,"All instances show ""order"" used in the prepositional phrase ""in order to"" expressing purpose or intention.",increase-decrease,0.111783244,13,pythia-160m-step100000,0.0722585476,0.0829037898,0,0,{'': 50}
1835,Possessive pronouns and determiners indicating ownership or association.,increase-stagnate,0.102452309,11,pythia-160m-step10000,0.0641809192,0.102230534,0,0,{'': 50}
1574,"Single-digit numbers (0-9) appearing in statistical or numerical data contexts, typically representing percentages, measurements, or other quantitative values.",increase-stagnate,0.0984175883,12,pythia-160m-step70000,0.043591773900000005,0.0933817022,0,0,{'': 50}
2814,"Conditional statements beginning with ""if"" that introduce hypothetical scenarios or conditions in various contexts.",increase-stagnate,0.0889242548,14,pythia-160m,0.0370224921,0.0889242548,0,0,{'': 50}
2301,"Numbers appearing in statistical or mathematical contexts, primarily representing percentages, measurements, or numerical values in data analysis.",increase-stagnate,0.0744665702,13,pythia-160m-step100000,0.0340880256,0.0707010904,0,0,{'': 50}
2490,"Instances of the contrastive conjunction ""however"" appearing at the beginning of sentences or clauses to introduce contrasting information.",increase-decrease,0.0453372123,12,pythia-160m-step70000,0.0281670005,0.0298217165,0,0,{'': 50}
2364,"The word ""so"" functioning as an intensifier, conjunction, or adverb in various grammatical contexts.",increase-decrease,0.0222119312,13,pythia-160m-step100000,0.01218401904,0.0144982213,0,0,{'': 50}
1651,"Words functioning as indefinite determiners or quantifiers, with one instance of ""part"" that refers to a role or involvement rather than quantity",increase-decrease,0.021653855,12,pythia-160m-step70000,0.00890920463,0.0146923929,0,0,{'': 50}
2269,"Conjunctions and transition words that introduce causal relationships, temporal sequences, or logical connections between clauses.",increase-stagnate,0.0173474134,13,pythia-160m-step100000,0.01098765496,0.0143255852,0,0,{'': 50}
2461,"All instances use ""portion"" as a noun referring to a part or section of something larger.",increasing,0.0164719163,12,pythia-160m-step70000,0.010144080040000001,0.0136950841,0,0,{'': 50}
2494,Prepositions and adverbs indicating accompaniment or conjunction,increase-decrease,0.00918035725,12,pythia-160m-step70000,0.005202162168,0.0058925762,0,0,{'': 50}
1086,Transitional adverbs and conjunctive adverbs used to connect ideas and add information in formal or academic writing.,increase-decrease,0.00839583254,12,pythia-160m-step70000,0.0028681471599999995,0.00569889661,0,0,{'': 50}
1004,"Subordinating conjunctions and prepositions that introduce dependent clauses, comparisons, or logical relationships between ideas.",increase-stagnate,0.00716360794,13,pythia-160m-step100000,0.003220098,0.00635587339,0,0,{'': 50}
