feature_id,description,acquisition_checkpoint,acquisition_checkpoint_name,final_probability,max_probability,good_count,bad_count,subset_counts
1978,"Citation reference markers in academic text, specifically indicating bibliographic references numbered in square brackets.",8,pythia-6_9b-step256,0.999938967,0.999938967,0,0,{'': 50}
535,Single letters (B/b) used as reference markers or labels in academic and scientific texts.,8,pythia-6_9b-step256,0.999938967,0.999938967,0,0,{'': 50}
770,Punctuation sequences (period followed by comma) appearing in academic citations and references within scientific text.,8,pythia-6_9b-step256,0.999522081,0.999854526,0,0,{'': 50}
1752,"Wikipedia category labels that classify articles by topic, profession, location, or other descriptive attributes.",8,pythia-6_9b-step256,0.999004343,0.999004343,0,0,{'': 50}
445,"Mathematical problem statements that begin with ""Let"" followed by variable definitions or function declarations.",8,pythia-6_9b-step256,0.935331972,0.940073176,0,0,{'': 50}
1850,"The word ""value"" or ""values"" appearing in mathematical comparison problems that ask to rank or identify specific numerical quantities",8,pythia-6_9b-step256,0.999112024,0.999667338,0,0,{'': 50}
88,C preprocessor #define statements in header files defining hardware register constants and macros.,8,pythia-6_9b-step256,0.968713676,0.968713676,0,0,{'': 50}
1262,"Abbreviations used to introduce examples or clarifications in academic and technical writing (e.g. for ""exempli gratia"" meaning ""for example"" and i.e. for ""id est"" meaning ""that is"").",9,pythia-6_9b-step512,0.997529845,0.997726852,0,0,{'': 50}
2286,"All instances show the word ""as"" functioning as a conjunction in comparative or additive constructions, typically in phrases like ""as well as"" or ""such as"" that introduce additional examples or elements.",9,pythia-6_9b-step512,0.991863835,0.993566764,0,0,{'': 50}
1653,"The word ""Is"" appearing at the beginning of mathematical questions asking about numerical properties, comparisons, or classifications.",9,pythia-6_9b-step512,0.678874794,0.726593521,0,0,{'': 50}
583,Colons used as separators in time expressions (hours and minutes).,9,pythia-6_9b-step512,0.999938967,0.999938967,0,0,{'': 50}
1153,"Abbreviations for ""United States"" appearing in formal or official contexts.",9,pythia-6_9b-step512,0.998566067,0.998566067,0,0,{'': 50}
2523,"Reference markers for figures and sections in academic documents, typically used in citation and cross-referencing systems.",9,pythia-6_9b-step512,0.999938967,0.999938967,0,0,{'': 50}
923,Spaces that appear before the @ symbol in academic citation lists and code documentation comments.,9,pythia-6_9b-step512,0.999938967,0.999938967,0,0,{'': 50}
1792,"Mathematical expressions containing function evaluations with negative integer arguments, appearing as fragments from algebraic problem solving contexts.",9,pythia-6_9b-step512,0.999657629,0.999732447,0,0,{'': 50}
116,"Contracted forms of ""is"" and ""are"" in informal English text.",9,pythia-6_9b-step512,0.993939113,0.993939113,0,0,{'': 50}
821,"Asterisks appearing in code comment formatting, specifically as part of multi-line comment syntax in various programming languages.",9,pythia-6_9b-step512,0.998927079,0.998927079,0,0,{'': 50}
458,Variables in algebraic expressions and equations.,9,pythia-6_9b-step512,0.999838915,0.999917633,0,0,{'': 50}
224,JSON property names or keys in structured data formats.,9,pythia-6_9b-step512,0.999217944,0.999478613,0,0,{'': 50}
356,Mathematical multiplication operators appearing in algebraic expressions and equations.,9,pythia-6_9b-step512,0.999585923,0.999585923,0,0,{'': 50}
2125,XML self-closing tag syntax markers appearing in configuration or project files.,9,pythia-6_9b-step512,0.999938967,0.999938967,0,0,{'': 50}
1519,"Top-level domain suffix "".com"" appearing in website URLs and domain names.",9,pythia-6_9b-step512,0.987344204,0.987344204,0,0,{'': 50}
2511,"JSON/data structure field names or properties appearing in configuration files, APIs, or structured data formats.",9,pythia-6_9b-step512,0.999938967,0.999938967,0,0,{'': 50}
2800,"Colons appearing in code documentation and comment blocks, typically marking the end of labels or separating documentation sections.",9,pythia-6_9b-step512,0.9992874,0.9992874,0,0,{'': 50}
1235,HTML closing tags and bracket symbols appearing at the end of XML/HTML elements or code blocks.,9,pythia-6_9b-step512,0.999076922,0.999174325,0,0,{'': 50}
2491,Legal references to trial courts and appellate courts in judicial proceedings and case law.,9,pythia-6_9b-step512,0.985099576,0.985099576,0,0,{'': 50}
592,LaTeX fraction commands (\frac) used in mathematical expressions and equations.,9,pythia-6_9b-step512,0.775928173,0.782743693,0,0,{'': 50}
1855,"Words appearing as question starters in mathematical problem contexts, specifically the word ""What"" beginning mathematical questions.",10,pythia-6_9b-step1000,0.405188805,0.51188342,0,0,{'': 50}
2788,HTML shape attributes and table cell tags used in web markup and image maps.,10,pythia-6_9b-step1000,0.99993861,0.999938967,0,0,{'': 50}
2876,HTML closing div tags appearing in code or markup contexts.,10,pythia-6_9b-step1000,0.999916322,0.999938967,0,0,{'': 50}
2726,File extensions for HTML documents appearing in documentation links and file references.,10,pythia-6_9b-step1000,0.999938967,0.999938967,0,0,{'': 50}
2648,"LaTeX commands, markup syntax elements, and HTML/XML tags used in mathematical, document, and web formatting.",10,pythia-6_9b-step1000,0.989080236,0.991537842,0,0,{'': 50}
1693,Words used in mathematical comparison questions asking which value is closest or nearest to a target number.,10,pythia-6_9b-step1000,0.503190355,0.559736894,0,0,{'': 50}
411,"Words appearing after ""No"" in formal document references, citations, and numbering systems.",10,pythia-6_9b-step1000,0.963458494,0.963458494,0,0,{'': 50}
1773,"Technical documentation references to data type specifications in code, configuration files, and API documentation.",10,pythia-6_9b-step1000,0.967916806,0.983444975,0,0,{'': 50}
2794,"Function calls and constructor invocations with string literals as arguments, followed by closing parentheses and semicolons",10,pythia-6_9b-step1000,0.973198834,0.982059575,0,0,{'': 50}
2101,"Numbers appearing in legal citations, footnote references, and academic text formatting within formal documents.",10,pythia-6_9b-step1000,0.99962898,0.999781716,0,0,{'': 50}
1660,Periods marking the end of sentences in journalistic or news article contexts.,10,pythia-6_9b-step1000,0.753678729,0.782464839,0,0,{'': 50}
1944,"Commas followed by closing parentheses and asterisks, typically appearing in lists or technical documentation with abbreviated terms.",10,pythia-6_9b-step1000,0.730264872,0.7532565,0,0,{'': 50}
542,Mathematical expressions and calculations involving the decimal number zero or values with leading zeros,10,pythia-6_9b-step1000,0.9511681,0.961501592,0,0,{'': 50}
780,Hyphens used as part of compound adjectives or technical terms that modify nouns.,10,pythia-6_9b-step1000,0.931602065,0.951503582,0,0,{'': 50}
829,Contextual reference terms used to indicate specific instances or subjects being discussed,10,pythia-6_9b-step1000,0.677199552,0.72769838,0,0,{'': 50}
2906,"Contractions of common English verbs (are, is, am, have) with pronouns or other words.",10,pythia-6_9b-step1000,0.517669171,0.545070874,0,0,{'': 50}
1448,References to the United States Code (U.S.C.) in legal citations.,10,pythia-6_9b-step1000,0.999174086,0.999206645,0,0,{'': 50}
335,Numbers appearing in academic citation reference codes within scholarly text.,10,pythia-6_9b-step1000,0.999938967,0.999938967,0,0,{'': 50}
1237,LaTeX mathematical notation and symbols used in scientific equations and expressions,10,pythia-6_9b-step1000,0.998937744,0.999342578,0,0,{'': 50}
1467,"Technical phrase ""at least"" used in patent or scientific documentation to specify minimum quantities or requirements.",10,pythia-6_9b-step1000,0.998665094,0.99915546,0,0,{'': 50}
1433,Closing curly braces marking the end of code blocks in various programming languages.,10,pythia-6_9b-step1000,0.999540838,0.999663466,0,0,{'': 50}
1629,Variable names and function references in mixed mathematical and programming contexts,10,pythia-6_9b-step1000,0.984296722,0.988524002,0,0,{'': 50}
2209,Closing braces followed by spaces that mark the end of code blocks in various programming languages.,10,pythia-6_9b-step1000,0.99275787,0.99275787,0,0,{'': 50}
396,"All instances represent the abbreviation ""et"" (meaning ""and"") in academic citations following the ""Author et al."" format used in scholarly literature.",10,pythia-6_9b-step1000,0.689468313,0.778423162,0,0,{'': 50}
564,"LaTeX backslash command markers appearing in various document contexts including code snippets, mathematical expressions, and programming output",10,pythia-6_9b-step1000,0.95755061,0.958320897,0,0,{'': 50}
533,"Instances of the letter ""n"" appearing in various contexts including mathematical notation, programming code, and formatting markers",10,pythia-6_9b-step1000,0.999595817,0.999713088,0,0,{'': 50}
2766,Mathematical comparison questions asking which value is greater or smaller between two options.,10,pythia-6_9b-step1000,0.999224668,0.999322695,0,0,{'': 50}
1532,Whitespace tokens or spacing elements that appear to be part of code formatting or structure in programming contexts.,10,pythia-6_9b-step1000,0.9922555,0.992303621,0,0,{'': 50}
2308,Code formatting patterns representing closing braces followed by spaces that precede new code blocks or method declarations.,10,pythia-6_9b-step1000,0.976930807,0.981711801,0,0,{'': 50}
2645,"Opening square brackets used in academic citations, code syntax, and reference formatting.",10,pythia-6_9b-step1000,0.99771247,0.99771247,0,0,{'': 50}
2851,"Opening parentheses in function calls, method invocations, and parameter lists across various programming languages.",10,pythia-6_9b-step1000,0.984707871,0.984707871,0,0,{'': 50}
1265,"Opening quotes or brackets that begin string literals, array access expressions, or other quoted/bracketed constructs in programming code.",10,pythia-6_9b-step1000,0.980757126,0.985438581,0,0,{'': 50}
361,Question marks appearing at the end of mathematical comparison questions in what appears to be a math problem dataset.,10,pythia-6_9b-step1000,0.999771111,0.999852799,0,0,{'': 50}
2857,"Words appearing as parameter or field names in configuration files, code, and documentation, typically following a colon or assignment operator.",10,pythia-6_9b-step1000,0.977857584,0.987619233,0,0,{'': 50}
1726,"All instances refer to ""Software"" in software license agreements, specifically appearing in standard MIT or similar open source license text.",10,pythia-6_9b-step1000,0.999938967,0.999938967,0,0,{'': 50}
2813,Semicolons used as statement terminators in programming code across various languages.,10,pythia-6_9b-step1000,0.992499102,0.992499102,0,0,{'': 50}
2380,Code snippets containing quoted string values followed by closing quotation marks in various programming and markup contexts.,10,pythia-6_9b-step1000,0.996683065,0.996850731,0,0,{'': 50}
89,"Commas appearing in JSON/configuration file syntax, typically separating key-value pairs or array elements.",10,pythia-6_9b-step1000,0.997791352,0.997791352,0,0,{'': 50}
254,"All instances are the verb ""said"" used in dialogue attribution to indicate who spoke the preceding quoted statement.",10,pythia-6_9b-step1000,0.944744483,0.944744483,0,0,{'': 50}
2819,"Words that function as part of compound adjectives or measurements, typically hyphenated with numbers to describe distances, time periods, or positions in sports and legal contexts.",10,pythia-6_9b-step1000,0.994784854,0.994784854,0,0,{'': 50}
2268,"The word ""000"" appearing as the final three digits in monetary amounts and large numbers.",10,pythia-6_9b-step1000,0.992893028,0.992893028,0,0,{'': 50}
1524,"All instances refer to ""cells"" as a biological term, specifically various types of cells in medical, biological, or scientific contexts.",10,pythia-6_9b-step1000,0.947106825,0.947106825,0,0,{'': 50}
2371,"Abbreviations and variations of ""i.e."" (id est) used to introduce clarifications or examples in formal and technical writing",10,pythia-6_9b-step1000,0.995104445,0.995104445,0,0,{'': 50}
1604,Spaces that appear before pipe characters (|) in table or structured data formatting.,10,pythia-6_9b-step1000,0.987244065,0.988533752,0,0,{'': 50}
292,"Programming code snippets and mathematical expressions containing closing punctuation marks (parentheses, periods, semicolons) that terminate statements or expressions.",10,pythia-6_9b-step1000,0.988011954,0.988011954,0,0,{'': 50}
1905,"Assignment operators in programming code, specifically the equals sign with spaces used for variable assignment.",10,pythia-6_9b-step1000,0.984678606,0.987650214,0,0,{'': 50}
2981,"All instances show the preposition ""by"" preceded by a space in various technical documentation, code comments, and text contexts.",10,pythia-6_9b-step1000,0.991336464,0.991898295,0,0,{'': 50}
1909,"All instances of the word ""than"" used as a comparative conjunction to express relationships of degree, quantity, or preference between two elements.",10,pythia-6_9b-step1000,0.998513353,0.998513353,0,0,{'': 50}
1254,"Array indexing expressions in programming code, specifically variables or arrays being accessed with bracket notation.",10,pythia-6_9b-step1000,0.966193188,0.972477328,0,0,{'': 50}
1684,"Prepositions that follow verbs in correlational, associational, and relational expressions",10,pythia-6_9b-step1000,0.913247638,0.929645273,0,0,{'': 50}
179,"Legal citation abbreviation ""v."" (versus) used to separate opposing parties in court cases.",11,pythia-6_9b-step10000,0.961836999,0.963600508,0,0,{'': 50}
1666,"Words appearing after conditional statements in programming languages, typically following ""if"" conditions and introducing the consequent action or code block.",11,pythia-6_9b-step10000,0.974928565,0.977966656,0,0,{'': 50}
1579,"All instances are the word ""And"" appearing in the title ""Writing A Thesis Substance And Style"" within repeated promotional or descriptive text about a book.",11,pythia-6_9b-step10000,0.991056569,0.997613083,0,0,{'': 50}
172,Commas used as thousands separators in numerical values.,11,pythia-6_9b-step10000,0.988341324,0.99153757,0,0,{'': 50}
1908,"All instances are the same word ""And"" appearing as part of the repeated book title ""Writing A Thesis Substance And Style"" in what appears to be promotional or descriptive text about this book.",11,pythia-6_9b-step10000,0.983098918,0.992467292,0,0,{'': 50}
2497,"XML/HTML closing tag syntax patterns, specifically the ""</"" token that begins closing tags in markup languages.",11,pythia-6_9b-step10000,0.99769944,0.998115702,0,0,{'': 50}
1468,"All instances are the word ""not"" used as a negation adverb in various sentence contexts.",11,pythia-6_9b-step10000,0.948708904,0.948708904,0,0,{'': 50}
2276,Mathematical variables and symbols in LaTeX notation within mathematical text.,11,pythia-6_9b-step10000,0.749241312,0.749241312,0,0,{'': 50}
2972,HTML/XML code snippets where a space precedes an opening angle bracket starting a new tag or element.,11,pythia-6_9b-step10000,0.927513232,0.942911132,0,0,{'': 50}
2285,Legal document footnote or reference numbers appearing in judicial opinions and legal texts.,11,pythia-6_9b-step10000,0.958069065,0.965250103,0,0,{'': 50}
1833,"Mathematical variables (typically single letters like 'i' and 'j') used in algebraic equations, programming loops, and mathematical expressions.",11,pythia-6_9b-step10000,0.703704452,0.723284533,0,0,{'': 50}
1440,"Time duration expressions using ""year"" or ""years"" as units of measurement.",11,pythia-6_9b-step10000,0.94249186,0.951869806,0,0,{'': 50}
2667,"Words referring to measurable attributes or characteristics of objects, systems, or phenomena.",11,pythia-6_9b-step10000,0.719411559,0.763284462,0,0,{'': 50}
619,"Percentage symbols used in statistical, scientific, and financial contexts to denote proportions, rates, and measurements.",11,pythia-6_9b-step10000,0.923064715,0.927394161,0,0,{'': 50}
278,"Numbers appearing in academic citation references, typically indicating specific numbered sources in bibliographies or reference lists.",11,pythia-6_9b-step10000,0.893854815,0.900984598,0,0,{'': 50}
2054,"Numbers appearing in sequential or tabular contexts, often as identifiers or indices in ordered lists or data structures.",11,pythia-6_9b-step10000,0.987348931,0.987348931,0,0,{'': 50}
2541,"All instances are the noun ""time"" preceded by a space, used in various contexts including frequency expressions, temporal references, and ordinal uses.",11,pythia-6_9b-step10000,0.927488722,0.942812553,0,0,{'': 50}
2417,"The number ""10"" appearing in various contexts including percentages, measurements, dates, and technical specifications.",11,pythia-6_9b-step10000,0.878680742,0.903236451,0,0,{'': 50}
1240,"The word ""from"" used as a preposition indicating separation, distinction, or differentiation between two entities or concepts.",11,pythia-6_9b-step10000,0.759437958,0.759437958,0,0,{'': 50}
1881,"Instances of the preposition ""from"" indicating source, origin, or starting point in various contexts.",11,pythia-6_9b-step10000,0.599798738,0.670405893,0,0,{'': 50}
65,"Technical terms referring to components, parts, or substances in scientific and engineering contexts.",11,pythia-6_9b-step10000,0.677086267,0.714222712,0,0,{'': 50}
2200,"Decimal points appearing in numerical data within statistical, financial, and scientific contexts.",11,pythia-6_9b-step10000,0.590369725,0.602916819,0,0,{'': 50}
2544,"Words appearing in technical code contexts including import statements, package names, API references, and programming identifiers",11,pythia-6_9b-step10000,0.997786938,0.997786938,0,0,{'': 50}
1334,"All instances are the ""http"" protocol identifier appearing at the beginning of web URLs.",11,pythia-6_9b-step10000,0.933956566,0.933956566,0,0,{'': 50}
2959,"String data types and type declarations in programming code across multiple languages (Java, C++, Swift, XML).",11,pythia-6_9b-step10000,0.97082409,0.97082409,0,0,{'': 50}
1733,"Surnames and place names appearing in various contexts including credits, locations, and references",11,pythia-6_9b-step10000,0.9878767,0.988829787,0,0,{'': 50}
886,Version specifiers in Go module dependency declarations,11,pythia-6_9b-step10000,0.996289719,0.996614819,0,0,{'': 50}
1808,Legal terminology related to criminal justice proceedings and administrative actions,11,pythia-6_9b-step10000,0.808581328,0.808581328,0,0,{'': 50}
988,Version numbers and variable identifiers in software development and mathematical contexts,11,pythia-6_9b-step10000,0.95532523,0.969007519,0,0,{'': 50}
1326,"Numbers used as footnote, endnote, or reference markers in academic and legal documents.",11,pythia-6_9b-step10000,0.988923607,0.991382784,0,0,{'': 50}
1700,"The number ""4"" appearing in various numerical contexts including times, measurements, percentages, list items, and reference citations.",11,pythia-6_9b-step10000,0.896142173,0.896142173,0,0,{'': 50}
2494,Plural nouns that appear after a space in technical and academic contexts.,11,pythia-6_9b-step10000,0.841220877,0.841883421,0,0,{'': 50}
2301,"Numbers appearing in various contexts including biblical references, citations, legal codes, and sequential numbering.",11,pythia-6_9b-step10000,0.908808418,0.908808418,0,0,{'': 50}
712,"Instances of the word ""use"" (and its variant ""used"") appearing in legal and technical contexts, particularly in terms of service, license agreements, and usage policies.",11,pythia-6_9b-step10000,0.969862884,0.972881928,0,0,{'': 50}
101,"Instances of the number ""3"" appearing in various contexts including lists, citations, mathematical expressions, and sequential numbering.",11,pythia-6_9b-step10000,0.901556126,0.902784088,0,0,{'': 50}
2758,"Words related to health conditions, mortality, and life circumstances in legal and medical contexts.",11,pythia-6_9b-step10000,0.892372055,0.892372055,0,0,{'': 50}
1894,"Programming language symbols and identifiers including scope resolution operators, variable names, and method identifiers",11,pythia-6_9b-step10000,0.992147506,0.994300542,0,0,{'': 50}
1612,"Demonstrative pronouns and adjectives used for reference and comparison (""other"", ""next"", ""same"").",11,pythia-6_9b-step10000,0.897452742,0.897452742,0,0,{'': 50}
1512,"Words related to data, details, or knowledge that can be collected, stored, or communicated.",11,pythia-6_9b-step10000,0.69065967,0.69065967,0,0,{'': 50}
665,"Programming language keywords that define method visibility, return types, and control flow structures in various programming languages",11,pythia-6_9b-step10000,0.950435689,0.960121951,0,0,{'': 50}
584,"Numeric identifiers (07, 7, 14, 13) appearing in various text contexts including code, financial data, academic citations, and technical documentation.",11,pythia-6_9b-step10000,0.971949994,0.971949994,0,0,{'': 50}
2967,"All instances are the modal verb ""can"" expressing ability, possibility, or permission in various contexts.",11,pythia-6_9b-step10000,0.659789953,0.659789953,0,0,{'': 50}
2096,"Modal verbs expressing future intention, prediction, or hypothetical scenarios.",11,pythia-6_9b-step10000,0.818984303,0.82934279,0,0,{'': 50}
938,"Words functioning as quantifiers or determiners expressing indefinite amounts, typically used in conditional or negative contexts to mean ""some"" or ""none at all.""",11,pythia-6_9b-step10000,0.732044691,0.732044691,0,0,{'': 50}
398,"All instances show the preposition ""between"" used to indicate spatial, temporal, or relational positioning connecting two entities or concepts.",11,pythia-6_9b-step10000,0.584888559,0.586435974,0,0,{'': 50}
1928,Punctuation marks (periods and quotation marks) that appear at the end of dialogue or sentences in what appears to be a script or transcript format.,11,pythia-6_9b-step10000,0.628350245,0.639474258,0,0,{'': 50}
1690,"Demonstrative pronoun ""this"" used to introduce or reference specific content, particularly in video descriptions and code examples.",11,pythia-6_9b-step10000,0.743588905,0.778865707,0,0,{'': 50}
1966,Boolean values indicating answers to mathematical questions about number properties (prime/composite status and numerical comparisons),11,pythia-6_9b-step10000,0.545942354,0.545942354,0,0,{'': 50}
1056,Mathematical operators and conjunctions used in comparative statements and mathematical expressions,12,pythia-6_9b-step70000,0.499824153,0.522332604,0,0,{'': 50}
1513,"Nouns representing forms of judgment, conclusion, or response that follow deliberation or consideration.",12,pythia-6_9b-step70000,0.51201555,0.558668565,0,0,{'': 50}
903,"Forms of the verb ""to be"" (are/were) used as linking verbs or auxiliary verbs in various sentence structures.",12,pythia-6_9b-step70000,0.638272821,0.638272821,0,0,{'': 50}
756,"All instances are the preposition ""into"" indicating movement, direction, or transition from one state/location to another.",12,pythia-6_9b-step70000,0.555017443,0.555017443,0,0,{'': 50}
415,Mathematical minus signs or subtraction operators appearing in algebraic expressions and equations.,13,pythia-6_9b-step100000,0.494287,0.502499308,0,0,{'': 50}
2986,"All instances are the modal verb ""may"" expressing possibility or uncertainty.",14,pythia-6_9b,0.533889695,0.533889695,0,0,{'': 50}
