feature_id,description,acquisition_checkpoint,acquisition_checkpoint_name,final_probability,max_probability,good_count,bad_count,subset_counts
1833,"Abbreviations for time periods (a.m., p.m.) and Latin phrases (i.e.)",9,pythia-160m-step512,0.99771661,0.999448673,0,0,{'': 50}
2853,"The letter ""B"" or ""b"" used as labels, identifiers, or reference markers in academic and technical contexts.",9,pythia-160m-step512,0.999788627,0.999938967,0,0,{'': 50}
293,C preprocessor directive symbols (#define and #include statements) used in source code.,9,pythia-160m-step512,0.763816016,0.896981972,0,0,{'': 50}
2245,Javadoc comment beginnings that start method or class documentation sections in code.,9,pythia-160m-step512,0.996446512,0.998621936,0,0,{'': 50}
2705,"Underscores appearing in programming code contexts, likely representing placeholders, separators, or parts of variable/function names in various programming languages.",9,pythia-160m-step512,0.998469434,0.998872659,0,0,{'': 50}
101,"Variables (q and h) in polynomial mathematical expressions, typically appearing as coefficients or in exponential terms.",9,pythia-160m-step512,0.999621177,0.999915845,0,0,{'': 50}
1660,"Periods used as abbreviation markers in formal names, titles, and geographic designations.",9,pythia-160m-step512,0.964876793,0.969473148,0,0,{'': 50}
2682,"Abbreviations for ""United States"" appearing in formal legal, governmental, and official contexts.",9,pythia-160m-step512,0.995381022,0.996156562,0,0,{'': 50}
2209,Opening curly braces that begin code blocks in various programming languages.,9,pythia-160m-step512,0.986701878,0.98747025,0,0,{'': 50}
712,Mathematical contexts involving greatest common factors and least common multiples in algebra problems.,9,pythia-160m-step512,0.996326081,0.999898921,0,0,{'': 50}
2563,"All instances refer to ""court"" as a legal institution or judicial body in legal proceedings.",9,pythia-160m-step512,0.979072767,0.985103094,0,0,{'': 50}
2400,Question marks appearing at the end of mathematical comparison questions or problems.,9,pythia-160m-step512,0.999690271,0.999690271,0,0,{'': 50}
2732,"All instances show the word ""said"" used as a speech attribution verb following quoted dialogue in journalistic or narrative text.",9,pythia-160m-step512,0.900185646,0.908166122,0,0,{'': 50}
292,Numbers appearing as arguments or parameters in mathematical function calls or variable assignments.,9,pythia-160m-step512,0.995919878,0.995919878,0,0,{'': 50}
2800,File extensions for C/C++ header files in #include statements.,9,pythia-160m-step512,0.994546517,0.995940308,0,0,{'': 50}
2619,Code indentation patterns using tabs followed by multiple spaces to align nested programming constructs.,9,pythia-160m-step512,0.988763581,0.9949723,0,0,{'': 50}
592,"The word ""Is"" functioning as the opening verb in mathematical questions about whether numbers are prime or composite.",9,pythia-160m-step512,0.999435565,0.999435565,0,0,{'': 50}
1489,"Equals signs used as assignment and comparison operators in programming contexts, including URL parameters, configuration settings, and data binding expressions.",10,pythia-160m-step1000,0.983522157,0.993128141,0,0,{'': 50}
2403,Variable names and abbreviations in programming and academic contexts,10,pythia-160m-step1000,0.894820811,0.938606126,0,0,{'': 50}
2304,"Technical terms referring to specific components, locations, or entities in electronic, computing, and engineering contexts.",10,pythia-160m-step1000,0.853142914,0.853142914,0,0,{'': 50}
1818,Spaces that appear before single quote marks in code or configuration contexts.,10,pythia-160m-step1000,0.737948428,0.852579322,0,0,{'': 50}
1275,"Academic citation markers indicating references to figures, tables, or bibliography items in scholarly publications.",10,pythia-160m-step1000,0.88105581,0.91460143,0,0,{'': 50}
278,"The number 17 appearing in various contexts including academic citations, percentages, ages, and publication identifiers",10,pythia-160m-step1000,0.998970438,0.99992991,0,0,{'': 50}
2200,"All instances are the definite article ""the"" preceded by a space, functioning as a determiner before noun phrases.",10,pythia-160m-step1000,0.732116664,0.791498949,0,0,{'': 50}
2990,Bibliography reference codes in academic citation format.,10,pythia-160m-step1000,0.999938967,0.999938967,0,0,{'': 50}
917,Electrical measurements and chemical substances in technical and scientific contexts,10,pythia-160m-step1000,0.864027728,0.919250198,0,0,{'': 50}
1703,"All instances are the word ""years"" used as a unit of time measurement in various contexts describing duration, age, or time periods.",10,pythia-160m-step1000,0.876909415,0.929243544,0,0,{'': 50}
2713,"Words that are part of formal organizational names, web domains, and institutional references.",10,pythia-160m-step1000,0.984329167,0.992233236,0,0,{'': 50}
796,"The word ""or"" functioning as a conjunction in mathematical comparison questions asking which value is greater, smaller, or bigger.",10,pythia-160m-step1000,0.998623065,0.998955629,0,0,{'': 50}
2450,"Units of measurement (milligrams and milliliters) used in scientific and medical contexts to express concentrations, dosages, and quantities.",10,pythia-160m-step1000,0.961106636,0.972822179,0,0,{'': 50}
745,"Hyphens used as parts of compound adjectives or technical terms, typically connecting numerical or descriptive elements to dimensional, technical, or qualitative descriptors.",10,pythia-160m-step1000,0.808565296,0.886546923,0,0,{'': 50}
1467,Words used in phrases indicating minimum thresholds or requirements <SEP> Words used in comparative mathematical expressions,10,pythia-160m-step1000,0.98982466,0.992380959,0,0,{'': 50}
2458,LaTeX equation labels and HTML attributes for document structure and referencing,10,pythia-160m-step1000,0.886717516,0.893950793,0,0,{'': 50}
1570,"The preposition ""of"" used to indicate possession, relationship, or association between nouns in various contexts.",10,pythia-160m-step1000,0.97771114,0.988051794,0,0,{'': 50}
2268,All instances refer to the hash symbol (#) used in Ruby test descriptions for the String encode and encode! methods.,10,pythia-160m-step1000,0.996458896,0.999164208,0,0,{'': 50}
2813,"Colons used as delimiters or separators in various text formats including code, mathematical expressions, and structured data.",10,pythia-160m-step1000,0.945683156,0.967746599,0,0,{'': 50}
34,"All instances are the word ""example"" preceded by a space, used to introduce illustrative cases or instances in explanatory text.",10,pythia-160m-step1000,0.689661319,0.770029271,0,0,{'': 50}
2972,XML/HTML closing tags appearing in structured markup code.,10,pythia-160m-step1000,0.97972604,0.986349431,0,0,{'': 50}
1497,"Closing punctuation marks and XML/code syntax elements that terminate programming constructs, XML tags, or code blocks.",10,pythia-160m-step1000,0.999034628,0.999488794,0,0,{'': 50}
1693,Variable assignment statements in programming code where variables are being assigned values using the equals operator.,10,pythia-160m-step1000,0.956813627,0.975244958,0,0,{'': 50}
2794,Code snippets showing closing parentheses and semicolons at the end of programming statements or function calls.,10,pythia-160m-step1000,0.905680561,0.930076126,0,0,{'': 50}
2857,"Programming identifiers and field names in code, JSON objects, and database records",10,pythia-160m-step1000,0.964442705,0.978505951,0,0,{'': 50}
2980,Punctuation marks (periods and commas) used as decimal separators in numerical values.,10,pythia-160m-step1000,0.950834989,0.963499113,0,0,{'': 50}
602,LaTeX commands and syntax elements used in document formatting and mathematical typesetting.,10,pythia-160m-step1000,0.759047969,0.795093698,0,0,{'': 50}
2953,Words that are parts of HTTP URLs or web addresses.,10,pythia-160m-step1000,0.945660394,0.966926792,0,0,{'': 50}
2803,"Mathematical equations using ""for"" to indicate solving for a specific variable, with one unrelated usage about cream for soldiers",10,pythia-160m-step1000,0.997084806,0.997084806,0,0,{'': 50}
1944,Percentage symbols used to denote numerical proportions or concentrations in scientific and technical contexts.,10,pythia-160m-step1000,0.886754893,0.886754893,0,0,{'': 50}
604,"Instances of the preposition ""by"" used to indicate agency or means in various contexts.",10,pythia-160m-step1000,0.976123666,0.976123666,0,0,{'': 50}
942,Semicolons appearing at the end of code statements or declarations in various programming languages.,10,pythia-160m-step1000,0.977843713,0.977843713,0,0,{'': 50}
1302,Technical terms referring to electrical signals in electronic systems and circuits.,10,pythia-160m-step1000,0.853420515,0.853420515,0,0,{'': 50}
129,Closing bracket characters appearing in various programming and documentation contexts,10,pythia-160m-step1000,0.900233043,0.921218132,0,0,{'': 50}
1113,"All instances of ""than"" used as a comparative conjunction to introduce the second element in comparisons.",10,pythia-160m-step1000,0.986854662,0.986854662,0,0,{'': 50}
1310,"Closing parentheses that appear at the end of mathematical expressions, references, or technical statements.",10,pythia-160m-step1000,0.951869494,0.951869494,0,0,{'': 50}
41,"Legal case citation abbreviation ""v"" (versus) used to separate parties in court case names.",11,pythia-160m-step10000,0.888241028,0.934690626,0,0,{'': 50}
2667,Words referring to social media marketing contexts with some unrelated technical and biblical terms,11,pythia-160m-step10000,0.810048762,0.899501321,0,0,{'': 50}
1915,Numbered list items or section references preceded by spaces in formatted text documents.,11,pythia-160m-step10000,0.726453155,0.777707874,0,0,{'': 50}
773,Numbers that appear to be footnote or citation references in legal documents.,11,pythia-160m-step10000,0.996124092,0.999047175,0,0,{'': 50}
1629,Variables used in mathematical expressions and equations.,11,pythia-160m-step10000,0.739451711,0.940387575,0,0,{'': 50}
559,"Numbers appearing in academic citation references, typically indicating specific numbered sources in bibliographies or reference lists.",11,pythia-160m-step10000,0.798671429,0.798671429,0,0,{'': 50}
173,"Instances of the number ""3"" appearing in various contexts including lists, sequences, measurements, and references.",11,pythia-160m-step10000,0.61885614,0.730005102,0,0,{'': 50}
411,"Configuration parameter names in YAML documentation format, typically following indentation and colon syntax",11,pythia-160m-step10000,0.927937532,0.927937532,0,0,{'': 50}
2125,"Numbers and numerical references (primarily the number 5) used in citations, footnotes, legal documents, and mathematical contexts.",11,pythia-160m-step10000,0.916112816,0.955988462,0,0,{'': 50}
2276,"Opening parentheses in function definitions, method calls, and conditional statements across various programming languages.",11,pythia-160m-step10000,0.830869622,0.830869622,0,0,{'': 50}
903,"Forms of the verb ""to be"" (are/were) used as linking verbs or auxiliary verbs in various sentence structures.",11,pythia-160m-step10000,0.630167906,0.630167906,0,0,{'': 50}
2895,"All instances are the definite article ""the"" appearing at the beginning of phrases or clauses after punctuation or spacing.",11,pythia-160m-step10000,0.704881047,0.738483166,0,0,{'': 50}
2550,"Plural nouns representing various categories, types, or instances of things across different domains and contexts.",11,pythia-160m-step10000,0.544514388,0.603648195,0,0,{'': 50}
2090,Words used in mathematical comparison questions asking which value is closest or nearest to a given number.,11,pythia-160m-step10000,0.617922951,0.69081106,0,0,{'': 50}
1587,"The word ""et"" appearing in academic citation formats, specifically in ""et al."" references used in scholarly literature.",11,pythia-160m-step10000,0.704295228,0.780459378,0,0,{'': 50}
365,Method names for getter and setter functions in Java code documentation.,11,pythia-160m-step10000,0.689861987,0.910710382,0,0,{'': 50}
442,"Numbers appearing as section identifiers, page numbers, or reference markers in formatted text documents.",11,pythia-160m-step10000,0.930904285,0.980310946,0,0,{'': 50}
1320,"Numeric values (primarily the number 5) appearing in various document formatting contexts such as citations, references, timestamps, and organizational numbering.",11,pythia-160m-step10000,0.819768615,0.863836073,0,0,{'': 50}
1690,"The number ""7"" appearing in various document formatting contexts, including numbered lists, citations, footnotes, and section markers.",11,pythia-160m-step10000,0.832971187,0.866988854,0,0,{'': 50}
2263,Formatting markers indicating the beginning of quoted speech or dialogue in text.,11,pythia-160m-step10000,0.570794782,0.598720873,0,0,{'': 50}
1523,"Method names and function calls in programming code, representing actions or operations that can be invoked on objects or classes.",11,pythia-160m-step10000,0.756739987,0.866450147,0,0,{'': 50}
1568,"All instances show the preposition ""with"" used to introduce instrumental, associative, or descriptive phrases that specify accompanying conditions, characteristics, or methods.",11,pythia-160m-step10000,0.751393032,0.763821753,0,0,{'': 50}
1928,Code comments preceded by whitespace and comment delimiters in programming contexts.,11,pythia-160m-step10000,0.805152511,0.887955205,0,0,{'': 50}
1392,Words used in numerical rating expressions indicating fractions or proportions out of a total.,11,pythia-160m-step10000,0.529280635,0.555492588,0,0,{'': 50}
2215,"The preposition ""with"" used to indicate accompaniment, partnership, collaboration, or cooperation in various contexts.",11,pythia-160m-step10000,0.792780694,0.847853684,0,0,{'': 50}
1092,URL protocol prefixes and web domain identifiers used in web addresses and hyperlinks.,11,pythia-160m-step10000,0.480626408,0.528983006,0,0,{'': 50}
1853,"Words related to email subscription and newsletter services, including delivery methods, content types, and subscription processes.",11,pythia-160m-step10000,0.994791963,0.994791963,0,0,{'': 50}
217,Code formatting tokens representing spaces that appear before closing braces and return statements in various programming languages.,11,pythia-160m-step10000,0.945127417,0.945127417,0,0,{'': 50}
1042,"Past tense forms of the verb ""to be"" used in passive voice constructions in scientific writing.",11,pythia-160m-step10000,0.652548273,0.673780444,0,0,{'': 50}
2192,Past tense auxiliary and linking verbs used in various narrative and descriptive contexts.,11,pythia-160m-step10000,0.648873997,0.671520176,0,0,{'': 50}
258,Common words appearing in software license agreements and copyright notices.,11,pythia-160m-step10000,0.947715606,0.949663498,0,0,{'': 50}
829,"Words used in idiomatic expressions and metaphorical contexts relating to alignment, opposition, or perspective",11,pythia-160m-step10000,0.510752856,0.615762905,0,0,{'': 50}
2981,"Temporal prepositions and adverbs indicating time relationships (before, after, basis as in ""regular basis"").",11,pythia-160m-step10000,0.499147353,0.527042433,0,0,{'': 50}
753,"Past and present tense forms of auxiliary and linking verbs (be, was, is, been) used in passive voice constructions and other grammatical structures.",11,pythia-160m-step10000,0.553940118,0.559220709,0,0,{'': 50}
144,"Contracted forms of ""it is"" and personal pronouns with ""be"" verbs (I'm, it's, we're, they're, you'll, I've) used in informal speech and writing.",12,pythia-160m-step70000,0.426148822,0.505656166,0,0,{'': 50}
1966,"Sentence-initial function words that introduce clauses, including conditional, temporal, spatial, and interrogative markers",13,pythia-160m-step100000,0.488483583,0.513442508,0,0,{'': 50}
