feature_group_id,representative_feature_id,description,n_members,acq_checkpoint,final_prob,trend,all_feature_ids
40,5541,"HTML/XML attribute values specifying reference types in academic document markup, specifically for figures and tables.",1,8,0.999758064,increase-stagnate,5541
41,1237,Tab characters used as column separators in tabular data formatting.,1,8,0.998458322,increase-stagnate,1237
42,4108,"Mathematical contexts where ""value"" refers to numerical quantities being compared or ranked (smallest, biggest, etc.).",1,8,0.997704187,increase-stagnate,4108
43,3672,Tab characters used for text formatting and indentation in what appears to be a news article or document layout.,1,8,0.999390854,increase-stagnate,3672
44,2847,Academic citation references preceded by the @ symbol in bibliography or reference list formatting.,1,8,0.999516304,increase-stagnate,2847
45,3980,"All instances show the word ""without"" in the context of probability problems involving picking letters without replacement from given sets.",1,8,0.997549711,increase-stagnate,3980
46,2040,Mathematical terms referring to derivatives in calculus problems involving polynomial functions.,1,8,0.998389343,increase-stagnate,2040
47,5969,"Markdown or XML-style syntax elements used for academic document formatting and cross-referencing figures, tables, and citations.",1,8,0.999938967,increase-stagnate,5969
48,6248,"Function definition patterns in mathematical expressions, where each asterisked closing parenthesis marks the end of a function's parameter list.",1,8,0.999808706,increase-stagnate,6248
49,956,Periods used as separators between initials in personal names within legal citations and case references.,1,8,0.991754844,increase-stagnate,956
50,1695,Spaces that appear between mathematical comparison questions and their multiple choice answer options.,1,8,0.99993897,increase-stagnate,1695
51,1224,"Periods appearing in legal citations, specifically in U.S. Code and U.S. Patent references.",1,8,0.999070796,increase-stagnate,1224
52,1453,"Words representing Wikipedia category labels that classify and organize articles by topic, genre, or other taxonomic criteria.",1,8,0.997744474,increase-stagnate,1453
53,2876,"Instances of the word ""you"" appearing after ""thank"" in expressions of gratitude.",1,8,0.937924843,increase-stagnate,2876
54,6387,Colons separating comment markers from license text content in software files.,1,8,0.999938967,increase-stagnate,6387
55,966,"The letter ""x"" appearing as a separator or delimiter between memory addresses and hexadecimal values in memory dump formatting.",1,8,0.838377305,increase-stagnate,966
56,5764,"Tab characters appearing in Wikipedia-style article formatting, typically used to separate sections like references, categories, and external links.",1,8,0.658186022,increase-stagnate,5764
57,4489,Colons used as key-value separators in JSON or structured data formats.,1,8,0.9998267,increase-stagnate,4489
58,4988,Hexadecimal digit zeros appearing in C preprocessor macro definitions for HDMI register addresses.,1,8,0.999683778,increase-stagnate,4988
59,2025,"Citation references in academic text, specifically ""CR"" followed by numbers in square brackets used for bibliographic citations.",1,8,0.999906072,increase-stagnate,2025
60,697,XML/HTML opening angle brackets that begin tags or elements in markup code.,1,8,0.99947534,increase-stagnate,697
61,3865,"Prepositions ""on"" and ""at"" used to introduce dependent phrases or clauses that specify the basis, focus, or target of an action or condition.",1,8,0.939446453,increase-stagnate,3865
62,1059,"Wikipedia category labels that classify and organize articles by topic, profession, location, or other descriptive attributes.",1,8,0.997776296,increase-stagnate,1059
63,6342,Polynomial coefficients and exponents in mathematical expressions from calculus problems,1,8,0.964958096,increase-stagnate,6342
64,1166,Mathematical expressions containing exponents and polynomial terms in algebraic notation.,1,8,0.826023917,increase-stagnate,1166
65,2353,"Punctuation sequences (period and comma) that follow abbreviations like ""i.e."" and ""e.g."" in formal or technical writing.",1,9,0.967262979,increase-stagnate,2353
66,2615,"Mathematical term ""multiple"" used in questions about finding least common multiples of pairs of numbers.",1,9,0.994155734,increase-stagnate,2615
67,2162,"All instances are the word ""Is"" appearing at the beginning of mathematical comparison or divisibility questions.",1,9,0.724157477,increase-stagnate,2162
68,3556,"Abbreviations used in academic and technical writing to introduce examples or clarifications, specifically ""i.e."" (id est, meaning ""that is"") and ""e.g."" (exempli gratia, meaning ""for example"").",1,9,0.99154412,increase-stagnate,3556
69,3626,Words representing Java and Android package/namespace identifiers in programming code contexts.,1,9,0.979785938,increase-stagnate,3626
70,3133,"Java import statements for importing classes, packages, and libraries into source code files.",1,9,0.874873219,increase-stagnate,3133
71,1657,Newline characters (\n) used for line breaks in code or text formatting.,1,9,0.998945873,increase-stagnate,1657
72,2688,"All instances show ""as"" being used to introduce examples or comparisons, typically following words like ""such"" or ""well"" in the phrase ""such as"" or ""as well as"".",1,9,0.987637995,increase-stagnate,2688
73,5719,"Numerical values representing thousands or millions in monetary amounts, quantities, or measurements.",1,9,0.951330838,increase-stagnate,5719
74,2644,Words that begin mathematical problem statements or variable definitions in algebra problems.,1,9,0.948391223,increase-stagnate,2644
75,2814,"All instances refer to the political title ""Prime Minister"" or ""minister"" when referring to heads of government from various countries.",1,9,0.985805694,increase-stagnate,2814
76,5740,"Words appearing at the beginning of mathematical problem statements that introduce variable definitions, mathematical expressions, and logical conditions.",1,9,0.922048113,increase-stagnate,5740
77,2281,"Abbreviation ""S"" appearing as part of ""U.S."" (United States) in various contexts.",1,9,0.990881375,increase-stagnate,2281
78,1522,Academic citation reference markers used in scholarly publications to denote numbered bibliographic sources.,1,9,0.999374841,increase-stagnate,1522
79,5275,Legal terminology appearing in software license disclaimers referring to types of warranties.,1,9,0.98921932,increase-stagnate,5275
80,2512,HTML closing div tags appearing in web markup and code contexts.,1,9,0.999705997,increase-stagnate,2512
81,286,Hash symbols (#) used as comment markers in C/C++ code defining hardware register constants.,1,9,0.723630757,increase-stagnate,286
82,1411,Academic citation separators and patent abbreviations used in scholarly references and legal documents.,1,9,0.999836174,increase-stagnate,1411
83,2833,"The symbol ""Âł"" appears to be a formatting character or separator used consistently in what appears to be author name lists or bibliographic citations.",1,9,0.992898627,increase-stagnate,2833
84,5448,"Single letters used as reference markers or identifiers in academic/technical texts (such as citation labels, classification codes, or variable names).",1,9,0.997733686,increase-stagnate,5448
85,3472,"Ordinal number suffixes and age/grade designations in military, educational, and personal contexts",1,9,0.99497366,increase-stagnate,3472
86,2893,"Prepositions ""in"" and ""to"" that follow causative verbs or phrases to introduce the resulting outcome or consequence.",1,9,0.958882726,increase-stagnate,2893
87,3919,Words representing spaces within XML documentation comment syntax in code files.,1,9,0.978161493,increase-stagnate,3919
88,802,"Prepositions and articles that appear before spaces in legal and technical documents, serving as grammatical connectors in formal text.",1,9,0.979746464,increase-stagnate,802
89,2877,Multi-line comment end markers in C-style programming languages,1,9,0.971594696,increase-stagnate,2877
90,3486,Underscores used as placeholders or separators in programming code identifiers and constants.,1,9,0.998537537,increase-stagnate,3486
91,6054,Commas appearing in mathematical sorting problems and sentence contexts.,1,9,0.999355793,increase-stagnate,6054
92,2804,"Words that are part of compound age expressions describing someone's age in years (e.g., ""six-year-old,"" ""10-year-old"").",1,9,0.977000139,increase-stagnate,2804
93,6283,"Mathematical zeros appearing in various computational contexts including formulas, equations, and arithmetic operations.",1,9,0.949899866,increase-stagnate,6283
94,1631,French apostrophes and contractions indicating elision or possession in French text.,1,9,0.976055327,increase-stagnate,1631
95,4459,HTML attribute names (class and style) preceded by whitespace in HTML markup,1,9,0.926141148,increase-stagnate,4459
96,5323,"HTML class attributes in web markup, all representing CSS class assignments in HTML/XML elements.",1,9,0.970492209,increase-stagnate,5323
97,128,"C++ comment markers used to introduce code documentation, function descriptions, and file headers.",1,9,0.957893275,increase-stagnate,128
98,5188,Opening curly braces that begin function or method bodies in various programming languages.,1,9,0.983228816,increase-stagnate,5188
99,26,LaTeX fraction commands (\frac) used in mathematical expressions and equations.,1,9,0.925459236,increase-stagnate,26
100,4743,"Mathematical instruction word ""Collect"" appearing in algebra problems asking to collect or combine like terms in polynomial expressions.",1,9,0.994898786,increase-stagnate,4743
101,1783,"All instances refer to the word ""number"" in mathematical contexts asking whether values are prime or composite numbers.",1,9,0.992842742,increase-stagnate,1783
102,2799,Colons used as separators in time formats (hours:minutes or hours:minutes:seconds).,1,9,0.999619331,increase-stagnate,2799
103,2807,Mathematical terms referring to shared numerical factors or divisors between numbers.,1,9,0.996822532,increase-stagnate,2807
104,5965,All instances refer to the Apache License in software license headers and copyright notices.,1,9,0.998367892,increase-stagnate,5965
105,585,"Instances of the word ""required"" appearing in Apache License 2.0 boilerplate text",1,9,0.997828394,increase-stagnate,585
106,4184,"Abbreviations for ""South"" and ""United States"" in legal citation formats, where S represents both ""South"" in regional reporters and ""States"" in U.S. citations, and W represents ""West/Western"" in regional reporters.",1,9,0.997486616,increase-stagnate,4184
107,4057,"Colons that appear in structured data formats like JSON, YAML, and configuration files to separate keys from values.",1,9,0.999629456,increase-stagnate,4057
108,5475,"Commas appearing in mathematical or programming contexts, typically used as separators in lists, sequences, or data structures.",1,9,0.998999533,increase-stagnate,5475
109,4973,Colons used as separators in time formats (hours:minutes) within timestamps and forum posts.,1,9,0.999545542,increase-stagnate,4973
110,6284,JSON property names or field identifiers in structured data/configuration files.,1,9,0.97533264,increase-stagnate,6284
111,5956,Question marks appearing at the end of mathematical comparison questions or nearest value problems.,1,9,0.99964941,increase-stagnate,5956
112,4142,Question marks appearing at the end of mathematical problems or questions in what appears to be a math problem dataset.,1,9,0.999638748,increase-stagnate,4142
113,4847,"All instances show the verb ""said"" used as a speech attribution tag following quoted dialogue.",1,9,0.924719046,increase-stagnate,4847
114,3940,"All instances show the word ""example"" preceded by a space token, functioning as transitional phrases to introduce specific instances or illustrations in technical and formal writing.",1,9,0.832076973,increase-stagnate,3940
115,133,"Punctuation marks used as separators in dates, times, technical specifications, and structured data formats.",1,9,0.98762463,increase-stagnate,133
116,797,"File extension "".h"" appearing in C/C++ header file include statements and file paths.",1,9,0.994168542,increase-stagnate,797
117,1435,"Closing symbols and markers that end various structural elements in different document formats (citations, HTML tags, XML elements, etc.).",1,9,0.947993369,increase-stagnate,1435
118,3744,Spaces that precede the @ symbol in academic citations and code documentation comments.,1,9,0.993682386,increase-stagnate,3744
119,5440,"Whitespace tokens (spaces) that appear in JSON or configuration file formatting, typically used for indentation and structure in code files.",1,9,0.997439632,increase-stagnate,5440
120,1655,"All instances of ""or"" appear in the context ""and/or"" constructions, functioning as coordinating conjunctions that present alternative or additional options.",1,9,0.999125949,increase-stagnate,1655
121,4930,"Mathematical problem statements that begin with ""Let"" to introduce variables, equations, or definitions.",1,9,0.755424213,increase-stagnate,4930
122,4418,JavaScript function declarations and anonymous function expressions in code contexts.,1,10,0.955778955,increase-stagnate,4418
123,6117,Programming logging and debugging function calls used for outputting information during code execution.,1,10,0.98389072,increase-stagnate,6117
124,5273,"The word ""id"" used as an identifier or key in various programming contexts including JSON objects, database fields, Android XML attributes, and variable names.",1,10,0.922646862,increase-stagnate,5273
125,487,"Programming code comments that contain spaces immediately before the start of comment closure markers (*/), typically found in multi-line comment blocks in various programming languages.",1,10,0.959026948,increase-stagnate,487
126,4112,"Programming and technical interface elements including XML attributes, HTML elements, and function references",1,10,0.883874107,increase-stagnate,4112
127,656,"Ampersand symbols (&) appearing in code contexts, particularly in C/C++ programming syntax for references and HTML entity encoding.",1,10,0.936087674,increase-stagnate,656
128,2373,"Opening parentheses and quotes that precede debug output, logging statements, or formatted string literals in code.",1,10,0.951057568,increase-stagnate,2373
129,1157,Opening single quotes that begin string literals in programming code,1,10,0.906310911,increase-stagnate,1157
130,4977,HTML entity references and encoded characters appearing in web documentation or code markup contexts.,1,10,0.950291938,increase-stagnate,4977
131,6148,Ampersand symbols (&) in HTML/XML markup representing whitespace entities or reference operators in template syntax,1,10,0.976876107,increase-stagnate,6148
132,114,Photo attribution and credit terms used in captions to indicate the source or creator of images.,1,10,0.918958424,increase-stagnate,114
133,89,Method invocation operators and member access operators in programming code.,1,10,0.926564552,increase-stagnate,89
134,3038,Boolean values (True/False) used as answers to mathematical questions about prime and composite numbers.,1,10,0.498232323,increase-stagnate,3038
135,5185,"XML/HTML attribute names and LaTeX command parameters that specify metadata, identifiers, or configuration values for elements.",1,10,0.997486073,increase-stagnate,5185
136,547,"File extensions and web domains mixed together, including PHP files, HTML files, and .com domains",1,10,0.99054228,increase-stagnate,547
137,491,"The number ""98"" appearing in various document references, timestamps, and citation formats, typically representing the year 1998.",1,10,0.979463384,increase-stagnate,491
138,1527,"Instances of the word ""or"" used as a conjunction in mathematical comparison questions asking which value is greater, smaller, or bigger.",1,10,0.998623065,increase-stagnate,1527
139,54,"Programming language keywords for static declarations in various languages (Java, C#, etc.)",1,10,0.97739334,increase-stagnate,54
140,674,"Temporal nouns referring to units of time (year/years) used in contexts describing time periods, comparisons, or scheduling.",1,10,0.846781916,increase-stagnate,674
141,5624,"Method names representing common programming operations like retrieving data, adding elements, initializing objects, and converting data.",1,10,0.952682998,increase-stagnate,5624
142,2854,Angle brackets used in programming syntax for generic type parameters and template declarations.,1,10,0.98536415,increase-stagnate,2854
143,5804,"Whitespace characters (spaces, commas, periods, colons) that appear immediately before punctuation marks in various text contexts.",1,10,0.957334237,increase-stagnate,5804
144,4200,LaTeX command endings that close environments and structures,1,10,0.897940704,increase-stagnate,4200
145,1716,"Years (2013, 2014, 2016) appearing in timestamp formats within forum posts or document headers.",1,10,0.954084281,increase-stagnate,1716
146,5649,"Single letter ""B"" or ""b"" used as labels, identifiers, or variables in academic, technical, and test contexts.",1,10,0.998692319,increase-stagnate,5649
147,1660,Mathematical assignment operators (equals signs with spaces) used in algebraic problem statements.,1,10,0.688550646,increase-stagnate,1660
148,4316,"References to figures in academic or scientific documents, typically used for cross-referencing visual content like diagrams, charts, or images.",1,10,0.967863487,increase-stagnate,4316
149,3448,"Opening parentheses in function definitions, method calls, and parameter lists across various programming languages.",1,10,0.955926122,increase-stagnate,3448
150,5006,"Technical nouns referring to manufactured objects, tools, or organized structures used in various technological and engineering contexts.",1,10,0.883346261,increase-stagnate,5006
151,6365,"Prepositions (""of"" and ""with"") used in medical contexts to introduce diagnostic terms, conditions, or medical relationships.",1,10,0.929218329,increase-stagnate,6365
152,5725,"Discourse markers and transitional phrases that introduce clarifications, examples, or obvious statements in text.",1,10,0.905819479,increase-stagnate,5725
153,813,"Hyphens used to connect compound words, adjectives, or multi-word phrases.",1,10,0.921800492,increase-stagnate,813
154,772,"Programming language data types representing text/character sequences (string/String) used in variable declarations, method parameters, and type specifications.",1,10,0.900732125,increase-stagnate,772
155,2995,"Words that form compound terms or multi-word phrases when combined with the preceding word, appearing at word boundaries in text.",1,10,0.899979946,increase-stagnate,2995
156,1605,"Adjectives describing specificity, relationship, or foundation that modify technical or scientific terms.",1,10,0.895192522,increase-stagnate,1605
157,4442,Time abbreviations (p.m./PM/pm) preceded by a space in scheduling and time-related contexts.,1,10,0.620736886,increase-stagnate,4442
158,4645,LaTeX commands and syntax elements used for document formatting and mathematical typesetting.,1,10,0.860788321,increase-stagnate,4645
159,5929,Closing punctuation and delimiters in programming code contexts,1,10,0.746317327,increase-stagnate,5929
160,4445,Variable placeholder representing a module directory path in Android project configuration files.,1,10,0.997115789,increase-stagnate,4445
161,4523,"All instances refer to the number ""32"" as part of data type declarations, specifically ""uint32"" (32-bit unsigned integer) in C/C++ code.",1,10,0.988857784,increase-stagnate,4523
162,1118,"Words that appear immediately after closing quotation marks and angle brackets in XML/code markup, representing attribute values, tag content, or parameter names.",1,10,0.97771927,increase-stagnate,1118
163,5441,"Colons used as separators or delimiters in code syntax, data structures, and formatted text.",1,10,0.914366182,increase-stagnate,5441
164,1370,XML/HTML closing tags appearing in structured markup code or configuration files.,1,10,0.989370943,increase-stagnate,1370
165,1296,"C++ code fragments containing scope resolution operators (::) used to access types, methods, or namespaces in various programming contexts.",1,10,0.996786831,increase-stagnate,1296
166,1954,"Month indicator ""08"" appearing in timestamps and date references across financial reports and academic citations.",1,10,0.999575855,increase-stagnate,1954
167,382,Statistical data points expressed as percentages in survey results and polling data.,1,10,0.955609386,increase-stagnate,382
168,2587,"Programming assignment operators with space formatting, representing variable assignments in various programming languages.",1,10,0.934442707,increase-stagnate,2587
169,1249,"Assignment operators (equals signs) used in various programming contexts including configuration files, code assignments, and data binding expressions.",1,10,0.93273217,increase-stagnate,1249
170,3279,"Nouns referring to elements, conditions, or variables that influence, determine, or are used to evaluate outcomes, decisions, or classifications.",1,10,0.831471714,increase-stagnate,3279
171,48,XML closing tag syntax markers appearing at the end of attribute definitions and XML elements.,1,10,0.987783257,increase-stagnate,48
172,4916,"The string ""00"" appearing as part of time formats, timestamps, and time-related data structures.",1,10,0.931491598,increase-stagnate,4916
173,3710,Words referring to specific objectives and goals in patent invention disclosures,1,10,0.979833976,increase-stagnate,3710
174,1365,Javadoc parameter and return tag annotations in source code documentation.,1,10,0.982873325,increase-stagnate,1365
175,4792,HTML closing angle brackets that terminate tag attributes or elements in web markup code.,1,10,0.911215554,increase-stagnate,4792
176,4906,HTML table cell closing and opening tags (></td><td) used in structured web page markup.,1,10,0.989512795,increase-stagnate,4906
177,795,"Code snippets ending with closing parentheses and semicolons, representing method calls, function invocations, and variable initializations in programming contexts.",1,10,0.790289784,increase-stagnate,795
178,5381,Words appearing at the end of mathematical expressions or academic citations before closing punctuation.,1,10,0.903301585,increase-stagnate,5381
179,4382,C/C++ comment markers (/*) appearing in hardware register definition code,1,10,0.871508394,increase-stagnate,4382
180,746,Decimal points in numerical values and data.,1,10,0.810437621,increase-stagnate,746
181,1794,Document structure references including chapter headings and article citations,1,10,0.954271144,increase-stagnate,1794
182,2456,"Percent signs (%) used as symbols to denote percentage values in statistical, scientific, and financial contexts.",1,10,0.91062822,increase-stagnate,2456
183,1988,Mathematical expressions containing variable names (single letters) that appear to be part of function composition or algebraic operations in what looks like automated math problem generation.,1,10,0.999321032,increase-stagnate,1988
184,1449,Semicolons appearing at the end of programming statements or code lines across various programming languages.,1,10,0.981757495,increase-stagnate,1449
185,4287,"Whitespace tokens that appear at the end of code blocks, typically before closing braces or the start of new methods/functions in programming contexts.",1,10,0.948789406,increase-stagnate,4287
186,6048,"Technical abbreviations and acronyms followed by closing parentheses, typically used to define or reference specialized terms in academic and technical writing.",1,10,0.859150995,increase-stagnate,6048
187,1265,"Opening square brackets appearing in various programming, markup, and academic reference contexts.",1,10,0.854552497,increase-stagnate,1265
188,3328,"Formatting tokens representing arrow operators or assignment symbols in code syntax, typically used in pattern matching, case statements, or key-value assignments.",1,10,0.984997046,increase-stagnate,3328
189,1376,"Double quotation marks appearing at the end of attribute values in XML, HTML, and configuration file markup.",1,10,0.8910187,increase-stagnate,1376
190,6008,"All instances represent the protocol identifier ""http"" at the beginning of web URLs in various contexts.",1,11,0.814025767,increase-stagnate,6008
191,2659,"Technical terms from electrical engineering, electronics, and physics contexts",1,11,0.60215185,increase-stagnate,2659
192,741,"All instances are the coordinating conjunction ""and"" preceded by a space, used to connect words, phrases, or clauses in sentences.",1,11,0.9066451,increase-stagnate,741
193,2585,"Definite and indefinite articles (""a"" and ""the"") functioning as determiners in technical and descriptive texts.",1,11,0.636574702,increase-stagnate,2585
194,1213,Commas separating law firm names from city locations in legal case citations.,1,11,0.808902509,increase-stagnate,1213
195,2436,"The word ""that"" functioning as a subordinating conjunction introducing reported speech, findings, or evidence clauses in legal and formal contexts.",1,11,0.740320803,increase-stagnate,2436
196,2166,"All instances are the definite article ""the"" preceded by a space, functioning as a determiner before nouns in various contexts.",1,11,0.589752016,increase-stagnate,2166
197,1250,"Words referring to data types, categories, or classifications in technical and scientific contexts.",1,11,0.742000964,increase-stagnate,1250
198,749,Dialogue punctuation patterns where asterisked periods appear at the end of quoted speech followed by closing quotation marks.,1,11,0.594635113,increase-stagnate,749
199,1037,"Instances of the phrasal verb ""up"" used in various contexts including picking up objects, standing up, making up components, and other phrasal verb constructions.",1,11,0.715771486,increase-stagnate,1037
200,2986,"Single letter identifiers ""i"" and ""I"" appearing in various technical contexts including code variables, biological notation, and legal document references",1,11,0.865083015,increase-stagnate,2986
201,6098,Mathematical addition operators appearing between terms in algebraic expressions and equations.,1,11,0.464614682,increase-stagnate,6098
202,3697,Whitespace tokens in programming code contexts,1,11,0.806516092,increase-stagnate,3697
203,5718,Mathematical expressions and variables appearing at the end of sentences or clauses in academic mathematical text,1,11,0.490096004,increase-stagnate,5718
204,5349,Articles and prepositions that introduce organizational names and titles in formal contexts,1,12,0.414979607,increase-stagnate,5349
205,559,"All instances are the pronoun ""you"" preceded by a space, appearing in conditional or instructional contexts.",1,12,0.447747805,increase-stagnate,559
206,5035,"Mathematical operators including multiplication, division, and exponentiation symbols used in arithmetic expressions",1,13,0.497122821,increase-stagnate,5035
207,3609,"All instances show the preposition ""between"" used to express relationships, connections, or positions linking two entities or concepts.",1,14,0.512252958,increase-stagnate,3609
