,arc_challenge,bbh,blimp,coqa,csqa,gsm8k,hellaswag,lambada+naturalqs,mmlu_other+mmlu_social_sciences,mmlu_stem,piqa,winogrande
122,1.1058215406258332,1.5665805139667681,1.0136697459576463,1.0136697459576463,1.2901251299622072,1.382276924630394,0.9215179512894592,1.382276924630394,1.2901251299622072,1.1058215406258332,1.0136697459576463,0.9215179512894592
126,1.750884103303142,3.686071791335068,0.6450625672848984,1.2901251299622072,3.2253128179941326,2.0273394873077026,1.5665805139667681,0.9215179512894592,2.0273394873077026,2.303794871312263,1.0136697459576463,1.474428719298581
129,0.7372143619530853,1.0136697459576463,1.1979733352940203,0.7372143619530853,1.2901251299622072,1.0136697459576463,1.1058215406258332,1.843035897971329,1.1979733352940203,1.382276924630394,1.1058215406258332,1.1058215406258332
130,1.2901251299622072,1.1058215406258332,1.1058215406258332,1.382276924630394,1.750884103303142,0.9215179512894592,1.0136697459576463,1.382276924630394,1.0136697459576463,1.1979733352940203,1.1979733352940203,1.1058215406258332
131,1.2901251299622072,0.8293661566212722,0.9215179512894592,1.382276924630394,1.1979733352940203,1.382276924630394,0.9215179512894592,0.9215179512894592,1.1979733352940203,1.1058215406258332,0.5529107726167114,0.7372143619530853
136,0.2764553886121506,4.607589733409347e-09,1.750884103303142,0.36860718328033754,4.607589733409347e-09,0.18430359394396365,0.09215179927577669,0.18430359394396365,4.607589733409347e-09,4.607589733409347e-09,2.2116430766440764,1.1058215406258332
137,0.8293661566212722,0.5529107726167114,0.36860718328033754,0.7372143619530853,1.382276924630394,1.0136697459576463,0.8293661566212722,0.4607589779485245,0.5529107726167114,0.18430359394396365,1.2901251299622072,1.0136697459576463
146,0.36860718328033754,4.607589733409347e-09,4.607589733409347e-09,0.7372143619530853,1.474428719298581,0.2764553886121506,0.7372143619530853,0.36860718328033754,0.09215179927577669,0.09215179927577669,2.6724020499850107,0.18430359394396365
147,1.0136697459576463,1.0136697459576463,1.1979733352940203,0.7372143619530853,0.9215179512894592,0.9215179512894592,1.1979733352940203,1.2901251299622072,0.8293661566212722,1.474428719298581,0.6450625672848984,1.1058215406258332
149,0.7372143619530853,0.8293661566212722,1.474428719298581,1.0136697459576463,1.1979733352940203,0.6450625672848984,0.5529107726167114,0.9215179512894592,1.0136697459576463,1.2901251299622072,0.8293661566212722,1.0136697459576463
150,1.1979733352940203,1.1979733352940203,1.750884103303142,1.843035897971329,0.9215179512894592,0.9215179512894592,1.0136697459576463,1.1058215406258332,1.1058215406258332,1.5665805139667681,0.9215179512894592,0.4607589779485245
151,0.18430359394396365,1.1058215406258332,0.18430359394396365,0.09215179927577669,0.5529107726167114,0.09215179927577669,0.36860718328033754,0.36860718328033754,0.36860718328033754,2.3959466659804503,1.1979733352940203,0.4607589779485245
154,0.6450625672848984,0.7372143619530853,1.474428719298581,1.1979733352940203,0.7372143619530853,1.474428719298581,0.7372143619530853,0.4607589779485245,1.1979733352940203,1.1058215406258332,1.1979733352940203,0.36860718328033754
155,1.382276924630394,1.2901251299622072,1.1979733352940203,0.8293661566212722,0.9215179512894592,1.1058215406258332,0.8293661566212722,0.9215179512894592,1.0136697459576463,1.1058215406258332,1.2901251299622072,1.1979733352940203
156,4.607589733409347e-09,4.607589733409347e-09,4.607589738016937,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09
159,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,0.18430359394396365,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.423286148680563,4.607589733409347e-09,4.607589733409347e-09
161,0.8293661566212722,1.843035897971329,0.36860718328033754,0.5529107726167114,2.3959466659804503,0.6450625672848984,0.6450625672848984,0.5529107726167114,0.6450625672848984,0.5529107726167114,0.5529107726167114,0.8293661566212722
162,0.8293661566212722,0.8293661566212722,0.8293661566212722,0.6450625672848984,0.6450625672848984,1.1058215406258332,1.1979733352940203,1.1979733352940203,0.8293661566212722,1.2901251299622072,1.1058215406258332,1.1058215406258332
163,0.9215179512894592,1.1058215406258332,1.2901251299622072,0.36860718328033754,1.0136697459576463,0.9215179512894592,1.1058215406258332,1.0136697459576463,0.6450625672848984,0.7372143619530853,1.1058215406258332,1.0136697459576463
170,0.6450625672848984,1.1979733352940203,0.4607589779485245,1.1058215406258332,0.8293661566212722,0.8293661566212722,1.474428719298581,0.9215179512894592,0.9215179512894592,1.0136697459576463,0.8293661566212722,1.1979733352940203
173,0.7372143619530853,0.7372143619530853,0.6450625672848984,0.7372143619530853,0.9215179512894592,0.9215179512894592,1.5665805139667681,1.1979733352940203,0.5529107726167114,0.8293661566212722,1.1979733352940203,0.8293661566212722
174,1.1979733352940203,1.382276924630394,1.0136697459576463,0.6450625672848984,1.2901251299622072,1.2901251299622072,1.0136697459576463,1.1058215406258332,1.1058215406258332,1.1058215406258332,1.0136697459576463,0.9215179512894592
180,1.2901251299622072,1.382276924630394,0.4607589779485245,1.2901251299622072,1.0136697459576463,1.0136697459576463,1.382276924630394,1.1979733352940203,1.382276924630394,0.9215179512894592,1.382276924630394,0.9215179512894592
182,1.5665805139667681,0.4607589779485245,0.5529107726167114,0.6450625672848984,1.2901251299622072,0.6450625672848984,1.0136697459576463,1.382276924630394,1.1979733352940203,0.7372143619530853,0.8293661566212722,1.1058215406258332
194,1.1979733352940203,1.1058215406258332,0.9215179512894592,0.9215179512894592,1.1058215406258332,1.1058215406258332,0.8293661566212722,0.7372143619530853,0.9215179512894592,1.2901251299622072,1.0136697459576463,1.1058215406258332
202,0.9215179512894592,1.2901251299622072,1.1979733352940203,0.8293661566212722,1.474428719298581,0.8293661566212722,0.9215179512894592,1.0136697459576463,0.8293661566212722,1.382276924630394,1.0136697459576463,1.1058215406258332
205,0.8293661566212722,1.1979733352940203,0.6450625672848984,0.8293661566212722,0.9215179512894592,1.1058215406258332,1.1979733352940203,0.8293661566212722,0.9215179512894592,0.9215179512894592,1.0136697459576463,1.1979733352940203
207,0.6450625672848984,1.1979733352940203,1.2901251299622072,1.382276924630394,1.1979733352940203,0.6450625672848984,0.9215179512894592,0.6450625672848984,1.1979733352940203,1.2901251299622072,0.9215179512894592,1.2901251299622072
209,0.6450625672848984,0.36860718328033754,1.1979733352940203,0.7372143619530853,1.1979733352940203,0.7372143619530853,0.5529107726167114,0.8293661566212722,0.6450625672848984,0.18430359394396365,0.6450625672848984,0.8293661566212722
212,1.5665805139667681,0.6450625672848984,0.5529107726167114,1.1979733352940203,0.6450625672848984,0.7372143619530853,1.0136697459576463,0.4607589779485245,0.9215179512894592,0.7372143619530853,0.9215179512894592,1.382276924630394
220,0.6450625672848984,0.8293661566212722,1.2901251299622072,0.9215179512894592,0.7372143619530853,0.5529107726167114,1.1979733352940203,0.9215179512894592,1.1058215406258332,0.8293661566212722,1.0136697459576463,0.7372143619530853
222,1.2901251299622072,1.6587323086349548,0.4607589779485245,0.5529107726167114,0.8293661566212722,1.0136697459576463,0.8293661566212722,0.6450625672848984,0.7372143619530853,1.6587323086349548,1.1058215406258332,1.1058215406258332
223,0.18430359394396365,0.18430359394396365,0.4607589779485245,0.4607589779485245,2.0273394873077026,0.5529107726167114,1.382276924630394,0.18430359394396365,0.36860718328033754,4.607589733409347e-09,0.5529107726167114,0.09215179927577669
225,4.607589733409347e-09,4.607589733409347e-09,0.18430359394396365,4.607589733409347e-09,4.607589733409347e-09,3.133161023325946,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,1.2901251299622072,4.607589733409347e-09
233,0.8293661566212722,1.2901251299622072,1.1058215406258332,0.4607589779485245,0.9215179512894592,1.474428719298581,1.0136697459576463,1.382276924630394,0.9215179512894592,0.9215179512894592,0.8293661566212722,1.0136697459576463
240,1.1979733352940203,1.1979733352940203,1.5665805139667681,1.0136697459576463,1.1058215406258332,0.6450625672848984,0.7372143619530853,1.1979733352940203,0.6450625672848984,0.7372143619530853,0.36860718328033754,1.2901251299622072
241,0.9215179512894592,1.382276924630394,0.9215179512894592,1.1979733352940203,1.1979733352940203,1.750884103303142,1.474428719298581,1.2901251299622072,1.1058215406258332,0.9215179512894592,1.0136697459576463,1.5665805139667681
242,0.7372143619530853,1.1058215406258332,0.8293661566212722,1.0136697459576463,0.9215179512894592,0.7372143619530853,0.7372143619530853,0.6450625672848984,0.36860718328033754,1.2901251299622072,1.0136697459576463,1.2901251299622072
250,0.9215179512894592,1.5665805139667681,1.2901251299622072,1.1979733352940203,1.1058215406258332,0.9215179512894592,1.1979733352940203,0.9215179512894592,0.6450625672848984,1.1058215406258332,1.1058215406258332,1.2901251299622072
254,0.9215179512894592,1.1058215406258332,1.0136697459576463,0.7372143619530853,1.1058215406258332,1.0136697459576463,1.1058215406258332,0.5529107726167114,0.5529107726167114,1.1058215406258332,0.5529107726167114,1.2901251299622072
263,0.8293661566212722,1.1979733352940203,1.1058215406258332,0.9215179512894592,1.474428719298581,1.1058215406258332,0.9215179512894592,1.6587323086349548,1.0136697459576463,1.0136697459576463,1.1058215406258332,0.8293661566212722
270,1.474428719298581,1.382276924630394,1.0136697459576463,0.6450625672848984,1.0136697459576463,1.0136697459576463,1.382276924630394,1.2901251299622072,1.1058215406258332,0.5529107726167114,0.9215179512894592,1.1979733352940203
274,0.5529107726167114,0.8293661566212722,0.7372143619530853,0.9215179512894592,1.6587323086349548,0.5529107726167114,0.5529107726167114,0.7372143619530853,0.9215179512894592,1.2901251299622072,1.1979733352940203,1.0136697459576463
281,1.1058215406258332,0.8293661566212722,0.6450625672848984,1.382276924630394,1.382276924630394,0.2764553886121506,1.1058215406258332,1.1058215406258332,1.0136697459576463,0.9215179512894592,1.0136697459576463,0.6450625672848984
287,1.0136697459576463,1.1058215406258332,1.1979733352940203,1.843035897971329,0.8293661566212722,0.5529107726167114,0.4607589779485245,1.1058215406258332,1.2901251299622072,1.1979733352940203,0.5529107726167114,0.7372143619530853
290,1.2901251299622072,1.1979733352940203,1.0136697459576463,0.7372143619530853,1.1058215406258332,0.6450625672848984,0.7372143619530853,0.4607589779485245,0.7372143619530853,0.9215179512894592,1.1058215406258332,0.8293661566212722
292,1.1979733352940203,1.1058215406258332,0.5529107726167114,1.1058215406258332,1.1058215406258332,0.8293661566212722,0.9215179512894592,1.382276924630394,0.8293661566212722,1.1058215406258332,0.8293661566212722,0.8293661566212722
295,0.6450625672848984,0.9215179512894592,1.2901251299622072,0.6450625672848984,1.1058215406258332,0.7372143619530853,1.2901251299622072,0.9215179512894592,0.5529107726167114,1.0136697459576463,0.8293661566212722,0.9215179512894592
296,0.7372143619530853,0.6450625672848984,0.5529107726167114,0.9215179512894592,0.9215179512894592,1.474428719298581,1.2901251299622072,1.0136697459576463,0.9215179512894592,1.0136697459576463,0.6450625672848984,1.1058215406258332
304,0.6283076955270461,4.607589733409347e-09,0.2094359015807419,0.6283076955270461,0.8377435925001984,1.0471794894733504,0.41887179855389406,0.41887179855389406,0.8377435925001984,0.41887179855389406,2.303794871312263,0.41887179855389406
311,0.6450625672848984,0.6450625672848984,0.9215179512894592,1.1058215406258332,1.0136697459576463,1.0136697459576463,0.8293661566212722,1.750884103303142,1.1979733352940203,0.8293661566212722,1.382276924630394,1.1979733352940203
319,0.6450625672848984,0.9215179512894592,0.9215179512894592,1.1058215406258332,1.1058215406258332,1.0136697459576463,1.2901251299622072,1.1058215406258332,1.1979733352940203,1.843035897971329,0.8293661566212722,1.0136697459576463
322,0.36860718328033754,4.607589733409347e-09,0.2764553886121506,0.5529107726167114,4.607589733409347e-09,0.36860718328033754,0.4607589779485245,1.2901251299622072,0.5529107726167114,0.36860718328033754,0.6450625672848984,1.9351876926395157
323,1.382276924630394,0.8293661566212722,0.9215179512894592,0.36860718328033754,1.0136697459576463,0.5529107726167114,1.1058215406258332,0.9215179512894592,1.2901251299622072,1.5665805139667681,1.1979733352940203,1.2901251299622072
324,1.1058215406258332,0.7372143619530853,0.4607589779485245,0.9215179512894592,1.382276924630394,1.1058215406258332,1.0136697459576463,1.2901251299622072,1.1058215406258332,1.0136697459576463,1.382276924630394,0.7372143619530853
332,0.9215179512894592,0.8293661566212722,1.382276924630394,0.7372143619530853,0.7372143619530853,1.1979733352940203,1.0136697459576463,1.2901251299622072,0.8293661566212722,0.9215179512894592,0.6450625672848984,1.1979733352940203
334,1.2901251299622072,1.1979733352940203,0.5529107726167114,1.474428719298581,0.8293661566212722,1.1058215406258332,0.8293661566212722,1.0136697459576463,1.2901251299622072,1.1058215406258332,0.9215179512894592,1.382276924630394
336,1.5665805139667681,1.474428719298581,1.0136697459576463,1.5665805139667681,1.0136697459576463,1.1979733352940203,1.2901251299622072,1.474428719298581,1.474428719298581,0.8293661566212722,1.5665805139667681,0.7372143619530853
342,1.1979733352940203,0.7372143619530853,0.4607589779485245,0.9215179512894592,0.8293661566212722,1.1058215406258332,1.382276924630394,1.0136697459576463,1.0136697459576463,0.9215179512894592,1.6587323086349548,0.7372143619530853
345,0.7372143619530853,1.6587323086349548,0.7372143619530853,0.7372143619530853,0.9215179512894592,0.8293661566212722,1.0136697459576463,1.1058215406258332,1.1058215406258332,0.9215179512894592,1.5665805139667681,0.7372143619530853
351,0.7372143619530853,0.9215179512894592,0.6450625672848984,0.9215179512894592,1.0136697459576463,0.8293661566212722,0.9215179512894592,1.382276924630394,0.6450625672848984,1.1058215406258332,0.7372143619530853,0.5529107726167114
356,0.9215179512894592,0.9215179512894592,0.36860718328033754,1.382276924630394,0.6450625672848984,1.9351876926395157,0.9215179512894592,0.8293661566212722,0.8293661566212722,0.4607589779485245,0.8293661566212722,0.6450625672848984
359,1.2901251299622072,0.4607589779485245,1.2901251299622072,0.8293661566212722,0.6450625672848984,0.5529107726167114,1.0136697459576463,0.9215179512894592,1.0136697459576463,1.0136697459576463,0.7372143619530853,0.8293661566212722
368,1.0136697459576463,1.1979733352940203,0.9215179512894592,0.9215179512894592,1.2901251299622072,1.1058215406258332,1.1979733352940203,0.8293661566212722,0.6450625672848984,1.9351876926395157,1.1058215406258332,0.5529107726167114
369,1.0136697459576463,0.5529107726167114,1.1979733352940203,1.1979733352940203,1.1979733352940203,0.8293661566212722,0.9215179512894592,1.0136697459576463,0.6450625672848984,0.7372143619530853,1.474428719298581,1.1058215406258332
374,1.474428719298581,0.4607589779485245,2.5802502553168245,0.6450625672848984,0.4607589779485245,0.6450625672848984,0.6450625672848984,0.5529107726167114,0.5529107726167114,0.2764553886121506,1.0136697459576463,1.2901251299622072
377,0.7372143619530853,1.0136697459576463,0.8293661566212722,1.1979733352940203,0.6450625672848984,1.0136697459576463,1.1979733352940203,1.0136697459576463,1.1058215406258332,1.0136697459576463,1.2901251299622072,1.474428719298581
381,0.9215179512894592,0.7372143619530853,0.4607589779485245,1.1058215406258332,0.8293661566212722,1.0136697459576463,0.5529107726167114,0.5529107726167114,1.0136697459576463,1.0136697459576463,1.0136697459576463,1.474428719298581
390,0.9215179512894592,0.9215179512894592,0.6450625672848984,1.0136697459576463,0.5529107726167114,1.2901251299622072,0.9215179512894592,1.1979733352940203,1.1979733352940203,1.750884103303142,1.0136697459576463,1.2901251299622072
393,0.6450625672848984,0.8293661566212722,1.2901251299622072,1.1979733352940203,0.7372143619530853,1.2901251299622072,0.9215179512894592,1.1979733352940203,1.1058215406258332,1.750884103303142,0.8293661566212722,1.0136697459576463
395,4.607589733409347e-09,2.1194912819758898,1.5665805139667681,0.09215179927577669,4.607589733409347e-09,1.2901251299622072,4.607589733409347e-09,4.607589733409347e-09,0.09215179927577669,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09
396,1.5665805139667681,0.9215179512894592,0.4607589779485245,1.474428719298581,1.843035897971329,1.0136697459576463,1.0136697459576463,1.474428719298581,0.7372143619530853,1.1979733352940203,0.9215179512894592,1.1979733352940203
397,1.0136697459576463,0.4607589779485245,0.36860718328033754,0.7372143619530853,2.856705639321385,0.5529107726167114,0.6450625672848984,0.9215179512894592,0.6450625672848984,0.7372143619530853,0.8293661566212722,0.4607589779485245
407,0.4607589779485245,4.607589733409347e-09,4.607589733409347e-09,0.36860718328033754,2.1194912819758898,0.9215179512894592,0.4607589779485245,0.2764553886121506,0.09215179927577669,0.18430359394396365,2.0273394873077026,0.7372143619530853
410,4.607589733409347e-09,0.09215179927577669,4.146830764676002,4.607589733409347e-09,4.607589733409347e-09,0.09215179927577669,4.607589733409347e-09,4.607589733409347e-09,4.607589733409347e-09,0.09215179927577669,0.18430359394396365,4.607589733409347e-09
417,1.0136697459576463,0.8293661566212722,1.2901251299622072,0.8293661566212722,0.5529107726167114,0.9215179512894592,0.5529107726167114,0.9215179512894592,1.0136697459576463,1.1058215406258332,1.1058215406258332,1.474428719298581
420,1.5665805139667681,0.9215179512894592,1.382276924630394,1.1058215406258332,0.36860718328033754,0.9215179512894592,1.0136697459576463,1.0136697459576463,0.5529107726167114,1.0136697459576463,0.4607589779485245,1.1058215406258332
421,0.8293661566212722,1.1058215406258332,1.474428719298581,0.9215179512894592,1.474428719298581,0.7372143619530853,0.8293661566212722,1.1058215406258332,1.1979733352940203,1.0136697459576463,1.1979733352940203,1.1979733352940203
425,1.1058215406258332,0.6450625672848984,1.5665805139667681,0.9215179512894592,0.6450625672848984,0.4607589779485245,0.7372143619530853,1.2901251299622072,1.1058215406258332,0.8293661566212722,0.6450625672848984,0.8293661566212722
426,0.8293661566212722,0.7372143619530853,2.5802502553168245,0.6450625672848984,0.09215179927577669,1.0136697459576463,0.8293661566212722,0.36860718328033754,0.5529107726167114,1.6587323086349548,0.5529107726167114,0.36860718328033754
431,1.0136697459576463,0.8293661566212722,1.2901251299622072,1.2901251299622072,0.8293661566212722,0.9215179512894592,0.9215179512894592,0.5529107726167114,1.1979733352940203,1.0136697459576463,0.8293661566212722,0.8293661566212722
438,4.607589733409347e-09,0.2764553886121506,0.9215179512894592,0.2764553886121506,4.607589733409347e-09,4.607589733409347e-09,0.09215179927577669,0.09215179927577669,0.09215179927577669,3.7782235860032545,4.607589733409347e-09,0.09215179927577669
442,0.4607589779485245,1.0136697459576463,0.5529107726167114,1.2901251299622072,2.1194912819758898,1.1979733352940203,1.1058215406258332,1.1979733352940203,1.1058215406258332,1.474428719298581,1.5665805139667681,1.0136697459576463
444,0.6450625672848984,0.7372143619530853,0.9215179512894592,0.8293661566212722,1.2901251299622072,1.0136697459576463,1.1058215406258332,0.9215179512894592,1.1058215406258332,0.7372143619530853,1.1979733352940203,1.1058215406258332
451,0.9215179512894592,1.6587323086349548,1.1979733352940203,0.9215179512894592,0.5529107726167114,1.1058215406258332,1.382276924630394,0.7372143619530853,0.9215179512894592,0.8293661566212722,1.1979733352940203,1.5665805139667681
452,1.1058215406258332,1.1058215406258332,0.6450625672848984,1.1979733352940203,1.474428719298581,0.8293661566212722,1.474428719298581,1.6587323086349548,1.6587323086349548,0.8293661566212722,0.9215179512894592,1.1058215406258332
486,1.2901251299622072,1.474428719298581,0.9215179512894592,1.1979733352940203,1.6587323086349548,0.9215179512894592,0.6450625672848984,0.6450625672848984,1.2901251299622072,1.1979733352940203,1.382276924630394,0.8293661566212722
489,1.0136697459576463,1.0136697459576463,0.8293661566212722,1.5665805139667681,0.9215179512894592,1.382276924630394,1.1058215406258332,1.0136697459576463,0.7372143619530853,0.9215179512894592,1.1979733352940203,1.0136697459576463
490,0.5529107726167114,1.1979733352940203,1.2901251299622072,1.474428719298581,0.7372143619530853,0.8293661566212722,0.7372143619530853,0.8293661566212722,1.6587323086349548,1.474428719298581,0.6450625672848984,0.7372143619530853
491,1.1058215406258332,1.1058215406258332,0.4607589779485245,0.7372143619530853,1.1058215406258332,1.1979733352940203,0.36860718328033754,0.8293661566212722,1.0136697459576463,0.6450625672848984,1.1979733352940203,0.7372143619530853
500,1.843035897971329,1.474428719298581,1.1979733352940203,1.382276924630394,2.1194912819758898,1.9351876926395157,1.382276924630394,1.1979733352940203,1.474428719298581,1.2901251299622072,0.9215179512894592,1.1979733352940203
503,0.6450625672848984,1.1979733352940203,0.9215179512894592,1.1058215406258332,1.6587323086349548,0.5529107726167114,1.1979733352940203,1.1058215406258332,0.7372143619530853,1.0136697459576463,0.6450625672848984,0.5529107726167114
518,0.8293661566212722,1.0136697459576463,1.750884103303142,0.8293661566212722,1.2901251299622072,0.8293661566212722,0.7372143619530853,0.7372143619530853,0.6450625672848984,1.0136697459576463,1.1979733352940203,1.1058215406258332
521,0.7372143619530853,1.474428719298581,1.0136697459576463,1.382276924630394,1.2901251299622072,1.1058215406258332,1.1979733352940203,0.9215179512894592,1.2901251299622072,1.1979733352940203,1.1979733352940203,1.5665805139667681
523,1.2901251299622072,1.1979733352940203,1.474428719298581,1.2901251299622072,0.5529107726167114,0.9215179512894592,1.0136697459576463,1.474428719298581,0.7372143619530853,1.5665805139667681,0.36860718328033754,0.6450625672848984
