split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
irregular_plural_subject_verb_agreement_1,317,The fungus bores Bethany.,The fungus bore Bethany.,irregular_plural_subject_verb_agreement_1_good_317,irregular_plural_subject_verb_agreement_1_bad_317,longformer-110_114.parquet,longformer-85_89.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-57.12336349487305,-50.20908737182617,5,5
determiner_noun_agreement_1,93,Some waiters have known those guests.,Some waiters have known those guest.,determiner_noun_agreement_1_good_93,determiner_noun_agreement_1_bad_93,longformer-475_479.parquet,longformer-460_464.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-50.68360900878906,-51.51723861694336,7,7
superlative_quantifiers_1,542,No plane did impress more than nine schools.,No plane did impress at least nine schools.,superlative_quantifiers_1_good_542,superlative_quantifiers_1_bad_542,longformer-685_689.parquet,longformer-660_664.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-600_799.parquet,-59.23949432373047,-60.760894775390625,9,9
tough_vs_raising_2,575,Janet was unlikely to leave this lake.,Janet was irritating to leave this lake.,tough_vs_raising_2_good_575,tough_vs_raising_2_bad_575,longformer-495_499.parquet,longformer-595_599.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-47.228240966796875,-56.08794403076172,8,8
passive_1,406,Adam's girlfriend wasn't attacked by Kenneth's best friend.,Adam's girlfriend wasn't shouted by Kenneth's best friend.,passive_1_good_406,passive_1_bad_406,longformer-1040_1044.parquet,longformer-1030_1034.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-72.13472747802734,-73.7510986328125,12,12
coordinate_structure_constraint_complex_left_branch,76,Which banks was James boycotting and Jill appreciating?,Which was James boycotting banks and Jill appreciating?,coordinate_structure_constraint_complex_left_branch_good_76,coordinate_structure_constraint_complex_left_branch_bad_76,longformer-980_984.parquet,longformer-985_989.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-102.1194839477539,-101.23825073242188,9,9
inchoative,275,Some light has dimmed.,Some light has lifted.,inchoative_good_275,inchoative_bad_275,longformer-55_59.parquet,longformer-55_59.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-38.42079162597656,-28.84466552734375,5,5
regular_plural_subject_verb_agreement_2,503,The bird worries Sharon.,The birds worries Sharon.,regular_plural_subject_verb_agreement_2_good_503,regular_plural_subject_verb_agreement_2_bad_503,longformer-90_94.parquet,longformer-110_114.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-40.017494201660156,-40.84565734863281,5,5
determiner_noun_agreement_1,91,Thomas can boycott these committees.,Thomas can boycott these committee.,determiner_noun_agreement_1_good_91,determiner_noun_agreement_1_bad_91,longformer-460_464.parquet,longformer-400_404.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-41.25450897216797,-39.75371551513672,6,6
only_npi_scope,396,Only Holly's grandfather who the forks upset ever examines this commentary.,Holly's grandfather who only the forks upset ever examines this commentary.,only_npi_scope_good_396,only_npi_scope_bad_396,longformer-1205_1209.parquet,longformer-1215_1219.parquet,pythia-160m-step256-1200_1399.parquet,pythia-160m-step256-1200_1399.parquet,-111.64678192138672,-112.91720581054688,13,13
irregular_past_participle_adjectives,291,The hidden cars are important.,The hid cars are important.,irregular_past_participle_adjectives_good_291,irregular_past_participle_adjectives_bad_291,longformer-235_239.parquet,longformer-135_139.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-0_199.parquet,-35.286338806152344,-38.15290069580078,6,6
principle_A_case_1,439,Kayla thinks that she might drive to this mountain.,Kayla thinks that herself might drive to this mountain.,principle_A_case_1_good_439,principle_A_case_1_bad_439,longformer-890_894.parquet,longformer-990_994.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-62.82699203491211,-70.20210266113281,10,10
npi_present_2,379,The Lutherans also salute.,The Lutherans ever salute.,npi_present_2_good_379,npi_present_2_bad_379,longformer-120_124.parquet,longformer-130_134.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-51.458251953125,-52.5516357421875,5,5
complex_NP_island,62,Who aren't Jerry's partners that would argue about a lot of boys visiting?,Who aren't a lot of boys visiting Jerry's partners that would argue about?,complex_NP_island_good_62,complex_NP_island_bad_62,longformer-1195_1199.parquet,longformer-1195_1199.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-97.7420425415039,-99.8160400390625,16,16
wh_questions_subject_gap,612,Every teacher forgot a child that hid most cups.,Every teacher forgot what a child hid most cups.,wh_questions_subject_gap_good_612,wh_questions_subject_gap_bad_612,longformer-795_799.parquet,longformer-815_819.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-600_799.parquet,-71.52536010742188,-73.06637573242188,10,10
wh_vs_that_with_gap_long_distance,667,Those museums discover what most tomatoes that baked look like.,Those museums discover that most tomatoes that baked look like.,wh_vs_that_with_gap_long_distance_good_667,wh_vs_that_with_gap_long_distance_bad_667,longformer-1090_1094.parquet,longformer-1095_1099.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-85.48554229736328,-80.45951843261719,11,11
determiner_noun_agreement_1,98,Benjamin isn't praising these cashiers.,Benjamin isn't praising these cashier.,determiner_noun_agreement_1_good_98,determiner_noun_agreement_1_bad_98,longformer-520_524.parquet,longformer-515_519.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-74.25601196289062,-73.10047912597656,7,7
sentential_subject_island,534,Who have a lot of associations' astounding Rebecca disturbed.,Who have a lot of associations' astounding disturbed Rebecca.,sentential_subject_island_good_534,sentential_subject_island_bad_534,longformer-1070_1074.parquet,longformer-1080_1084.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-81.48580169677734,-83.63052368164062,11,11
npi_present_2,375,Natalie has really forgotten about who has read.,Natalie has ever forgotten about who has read.,npi_present_2_good_375,npi_present_2_bad_375,longformer-805_809.parquet,longformer-750_754.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-600_799.parquet,-72.04740142822266,-72.78368377685547,9,9
irregular_past_participle_adjectives,293,The broken carriages were bad.,The broke carriages were bad.,irregular_past_participle_adjectives_good_293,irregular_past_participle_adjectives_bad_293,longformer-240_244.parquet,longformer-195_199.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-0_199.parquet,-50.55697250366211,-50.252708435058594,6,6
coordinate_structure_constraint_object_extraction,86,Who could Derek and Nina observe?,Who can Derek observe and Nina?,coordinate_structure_constraint_object_extraction_good_86,coordinate_structure_constraint_object_extraction_bad_86,longformer-325_329.parquet,longformer-255_259.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-57.12066650390625,-52.02729034423828,7,7
wh_questions_object_gap,606,The Lutherans knew a lot of actresses that the patients had aggravated.,The Lutherans knew who the patients had aggravated a lot of actresses.,wh_questions_object_gap_good_606,wh_questions_object_gap_bad_606,longformer-1170_1174.parquet,longformer-1160_1164.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-89.10444641113281,-91.34107208251953,13,13
expletive_it_object_raising,261,The Clintons predict it to be worth mentioning that David might argue.,The Clintons can persuade it to be worth mentioning that David might argue.,expletive_it_object_raising_good_261,expletive_it_object_raising_bad_261,longformer-1165_1169.parquet,longformer-1210_1214.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1200_1399.parquet,-94.74471282958984,-98.15889739990234,13,14
irregular_plural_subject_verb_agreement_2,328,The feet aren't falling.,The foot aren't falling.,irregular_plural_subject_verb_agreement_2_good_328,irregular_plural_subject_verb_agreement_2_bad_328,longformer-75_79.parquet,longformer-85_89.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-36.7299690246582,-36.406105041503906,6,6
anaphor_gender_agreement,12,Martin admires himself.,Martin admires herself.,anaphor_gender_agreement_good_12,anaphor_gender_agreement_bad_12,longformer-60_64.parquet,longformer-60_64.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-32.54136657714844,-33.44400405883789,4,4
determiner_noun_agreement_irregular_2,126,Most teachers escape from these men.,Most teachers escape from this men.,determiner_noun_agreement_irregular_2_good_126,determiner_noun_agreement_irregular_2_bad_126,longformer-445_449.parquet,longformer-410_414.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-41.296958923339844,-41.94420623779297,7,7
determiner_noun_agreement_with_adjective_1,163,Some adults care for this serious guy.,Some adults care for this serious guys.,determiner_noun_agreement_with_adjective_1_good_163,determiner_noun_agreement_with_adjective_1_bad_163,longformer-490_494.parquet,longformer-530_534.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-50.18804168701172,-49.57860565185547,8,8
irregular_plural_subject_verb_agreement_1,310,Some oasis alarms Brett.,Some oasis alarm Brett.,irregular_plural_subject_verb_agreement_1_good_310,irregular_plural_subject_verb_agreement_1_bad_310,longformer-85_89.parquet,longformer-70_74.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-48.913612365722656,-47.511924743652344,5,5
principle_A_domain_2,461,Many teenagers explain Valerie reveals herself.,Many teenagers explain Valerie reveals themselves.,principle_A_domain_2_good_461,principle_A_domain_2_bad_461,longformer-785_789.parquet,longformer-880_884.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-800_999.parquet,-68.42784118652344,-68.08718872070312,7,7
tough_vs_raising_1,563,Kenneth wasn't fun to cure.,Kenneth wasn't likely to cure.,tough_vs_raising_1_good_563,tough_vs_raising_1_bad_563,longformer-145_149.parquet,longformer-245_249.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-200_399.parquet,-45.70002746582031,-43.17002487182617,7,7
determiner_noun_agreement_irregular_1,119,Carrie had aggravated those alumni.,Carrie had aggravated those alumnus.,determiner_noun_agreement_irregular_1_good_119,determiner_noun_agreement_irregular_1_bad_119,longformer-430_434.parquet,longformer-440_444.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-51.5398063659668,-67.64922332763672,6,6
distractor_agreement_relational_noun,174,The mother of those dancers has researched those documentaries.,The mother of those dancers have researched those documentaries.,distractor_agreement_relational_noun_good_174,distractor_agreement_relational_noun_bad_174,longformer-1090_1094.parquet,longformer-1105_1109.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-79.21687316894531,-79.24264526367188,10,10
superlative_quantifiers_1,549,No senator drops by more than four grocery stores.,No senator drops by at least four grocery stores.,superlative_quantifiers_1_good_549,superlative_quantifiers_1_bad_549,longformer-850_854.parquet,longformer-825_829.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-67.95909881591797,-70.56363677978516,10,10
only_npi_licensor_present,380,Only Carol ever argued about Brad.,Even Carol ever argued about Brad.,only_npi_licensor_present_good_380,only_npi_licensor_present_bad_380,longformer-375_379.parquet,longformer-385_389.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-52.50596618652344,-51.77295684814453,7,7
distractor_agreement_relative_clause,181,All teachers that helped Jason disturb Regina.,All teachers that helped Jason disturbs Regina.,distractor_agreement_relative_clause_good_181,distractor_agreement_relative_clause_bad_181,longformer-755_759.parquet,longformer-775_779.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-600_799.parquet,-70.54051208496094,-80.57176208496094,8,8
distractor_agreement_relational_noun,172,The print of many doctors hasn't upset Wendy.,The print of many doctors haven't upset Wendy.,distractor_agreement_relational_noun_good_172,distractor_agreement_relational_noun_bad_172,longformer-705_709.parquet,longformer-740_744.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-600_799.parquet,-71.82938385009766,-72.61688995361328,10,10
existential_there_object_raising,227,An adult is declaring there to be a rug vanishing.,An adult is badgering there to be a rug vanishing.,existential_there_object_raising_good_227,existential_there_object_raising_bad_227,longformer-870_874.parquet,longformer-855_859.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-71.19664764404297,-88.00611114501953,11,11
complex_NP_island,66,Who won't Ruth's girlfriend that does disagree with Brian's friend appreciate?,Who won't Brian's friend appreciate Ruth's girlfriend that does disagree with?,complex_NP_island_good_66,complex_NP_island_bad_66,longformer-1230_1234.parquet,longformer-1230_1234.parquet,pythia-160m-step256-1200_1399.parquet,pythia-160m-step256-1200_1399.parquet,-101.09923553466797,-102.19365692138672,15,15
drop_argument,194,William wasn't helping.,William wasn't boasting about.,drop_argument_good_194,drop_argument_bad_194,longformer-70_74.parquet,longformer-245_249.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-200_399.parquet,-25.743864059448242,-44.87152099609375,5,6
principle_A_domain_1,459,Lucille imagined that rice was impressing her.,Lucille imagined that rice was impressing herself.,principle_A_domain_1_good_459,principle_A_domain_1_bad_459,longformer-760_764.parquet,longformer-870_874.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-800_999.parquet,-70.49527740478516,-74.20976257324219,8,8
only_npi_scope,397,Only Samuel's dentists who the broccoli shocks ever like to speak up.,Samuel's dentists who only the broccoli shocks ever like to speak up.,only_npi_scope_good_397,only_npi_scope_bad_397,longformer-1155_1159.parquet,longformer-1150_1154.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-113.88618469238281,-119.45561981201172,14,14
principle_A_domain_3,477,Kathleen imagines Benjamin shouldn't admire himself.,Benjamin imagines Kathleen shouldn't admire himself.,principle_A_domain_3_good_477,principle_A_domain_3_bad_477,longformer-905_909.parquet,longformer-905_909.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-83.4022216796875,-78.56967163085938,8,8
principle_A_c_command,421,Many essays that bore Michelle scared themselves.,Many essays that bore Michelle scared herself.,principle_A_c_command_good_421,principle_A_c_command_bad_421,longformer-840_844.parquet,longformer-750_754.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-600_799.parquet,-65.23184967041016,-65.99868774414062,8,8
complex_NP_island,61,Who isn't the nephew of Ella that praises Mitchell curing?,Who isn't Mitchell curing the nephew of Ella that praises?,complex_NP_island_good_61,complex_NP_island_bad_61,longformer-1020_1024.parquet,longformer-1030_1034.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-102.74555206298828,-100.113525390625,12,12
npi_present_2,374,Catherine has also refused to swallow.,Catherine has ever refused to swallow.,npi_present_2_good_374,npi_present_2_bad_374,longformer-505_509.parquet,longformer-495_499.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-49.68022918701172,-51.906890869140625,7,7
wh_vs_that_no_gap_long_distance,647,These women forget that boys that embarrasses Christine forget Monica.,These women forget who boys that embarrasses Christine forget Monica.,wh_vs_that_no_gap_long_distance_good_647,wh_vs_that_no_gap_long_distance_bad_647,longformer-1165_1169.parquet,longformer-1150_1154.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-98.43256378173828,-102.980224609375,11,11
wh_vs_that_with_gap,658,Derek is figuring out what an alumnus walks through.,Derek is figuring out that an alumnus walks through.,wh_vs_that_with_gap_good_658,wh_vs_that_with_gap_bad_658,longformer-915_919.parquet,longformer-920_924.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-97.38591003417969,-96.48029327392578,10,10
npi_present_1,364,Even David had often talked.,Even David had ever talked.,npi_present_1_good_364,npi_present_1_bad_364,longformer-175_179.parquet,longformer-150_154.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-38.23615264892578,-36.292667388916016,6,6
causative,52,Carl has turned that carriage.,Carl has vanished that carriage.,causative_good_52,causative_bad_52,longformer-230_234.parquet,longformer-305_309.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-33.96456527709961,-40.12974166870117,6,6
ellipsis_n_bar_2,211,A picture does look like four shawls and the photographs of Douglas couldn't look like five red shawls.,A picture does look like four blue shawls and the photographs of Douglas couldn't look like five red.,ellipsis_n_bar_2_good_211,ellipsis_n_bar_2_bad_211,longformer-1320_1324.parquet,longformer-1315_1319.parquet,pythia-160m-step256-1200_1399.parquet,pythia-160m-step256-1200_1399.parquet,-155.43833923339844,-140.05447387695312,20,20
wh_vs_that_with_gap,659,Alexander wasn't revealing what girls hadn't worn.,Alexander wasn't revealing that girls hadn't worn.,wh_vs_that_with_gap_good_659,wh_vs_that_with_gap_bad_659,longformer-880_884.parquet,longformer-875_879.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-63.08863067626953,-60.52760314941406,10,10
determiner_noun_agreement_with_adjective_1,161,The rug had irritated those small banks.,The rug had irritated those small bank.,determiner_noun_agreement_with_adjective_1_good_161,determiner_noun_agreement_with_adjective_1_bad_161,longformer-565_569.parquet,longformer-520_524.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-65.44506072998047,-64.58293151855469,8,8
principle_A_c_command,422,The senators that had hugged Deanna cured themselves.,The senators that had hugged Deanna cured herself.,principle_A_c_command_good_422,principle_A_c_command_bad_422,longformer-925_929.parquet,longformer-860_864.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-78.05921936035156,-79.80752563476562,9,9
animate_subject_trans,40,Every man had cured all teachers.,This skateboard had cured all teachers.,animate_subject_trans_good_40,animate_subject_trans_bad_40,longformer-345_349.parquet,longformer-550_554.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-400_599.parquet,-45.65961837768555,-60.8713264465332,7,7
passive_2,419,Renee's employees are referenced.,Renee's employees are profited.,passive_2_good_419,passive_2_bad_419,longformer-360_364.parquet,longformer-260_264.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-48.90399932861328,-57.67564392089844,6,6
animate_subject_trans,44,Cynthia had all stairs.,Politics had all stairs.,animate_subject_trans_good_44,animate_subject_trans_bad_44,longformer-60_64.parquet,longformer-75_79.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-50.13686752319336,-35.17369079589844,5,5
animate_subject_trans,48,The libraries weren't referencing Bethany.,Those steps weren't referencing Bethany.,animate_subject_trans_good_48,animate_subject_trans_bad_48,longformer-640_644.parquet,longformer-580_584.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-400_599.parquet,-60.64176940917969,-58.279624938964844,7,7
ellipsis_n_bar_2,214,A lot of students research one organization and all doctors research more popular organization.,A lot of students research one good organization and all doctors research more popular.,ellipsis_n_bar_2_good_214,ellipsis_n_bar_2_bad_214,longformer-1305_1309.parquet,longformer-1280_1284.parquet,pythia-160m-step256-1200_1399.parquet,pythia-160m-step256-1200_1399.parquet,-102.02522277832031,-102.5111083984375,15,15
adjunct_island,8,What does Beth scan without discussing the newspaper article?,What does Beth scan the newspaper article without discussing?,adjunct_island_good_8,adjunct_island_bad_8,longformer-1070_1074.parquet,longformer-1075_1079.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-73.05068969726562,-76.29612731933594,10,10
existential_there_quantifiers_1,238,There wasn't a cucumber going bad.,There wasn't each cucumber going bad.,existential_there_quantifiers_1_good_238,existential_there_quantifiers_1_bad_238,longformer-375_379.parquet,longformer-480_484.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-400_599.parquet,-58.35993957519531,-63.17411804199219,8,8
tough_vs_raising_1,568,Anne wasn't enjoyable to conceal.,Anne wasn't certain to conceal.,tough_vs_raising_1_good_568,tough_vs_raising_1_bad_568,longformer-320_324.parquet,longformer-255_259.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-40.76353454589844,-40.161590576171875,7,7
superlative_quantifiers_1,548,No company might dislike more than ten books.,No company might dislike at least ten books.,superlative_quantifiers_1_good_548,superlative_quantifiers_1_bad_548,longformer-710_714.parquet,longformer-695_699.parquet,pythia-160m-step256-600_799.parquet,pythia-160m-step256-600_799.parquet,-54.97394561767578,-59.05644226074219,9,9
determiner_noun_agreement_with_adj_2,133,Katherine might attack these unemployed waitresses.,Katherine might attack this unemployed waitresses.,determiner_noun_agreement_with_adj_2_good_133,determiner_noun_agreement_with_adj_2_bad_133,longformer-890_894.parquet,longformer-865_869.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-77.00214385986328,-77.15684509277344,7,7
intransitive,287,A lot of boys can cook.,A lot of boys can find.,intransitive_good_287,intransitive_bad_287,longformer-65_69.parquet,longformer-70_74.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-41.9267578125,-38.86175537109375,7,7
irregular_past_participle_verbs,303,Melissa ate.,Melissa eaten.,irregular_past_participle_verbs_good_303,irregular_past_participle_verbs_bad_303,longformer-0_4.parquet,longformer-5_9.parquet,pythia-160m-step256-0_199.parquet,pythia-160m-step256-0_199.parquet,-27.53585433959961,-27.987592697143555,3,3
complex_NP_island,68,Who was some guy that is referencing Barbara's son talking to?,Who was Barbara's son talking to some guy that is referencing?,complex_NP_island_good_68,complex_NP_island_bad_68,longformer-1080_1084.parquet,longformer-1085_1089.parquet,pythia-160m-step256-1000_1199.parquet,pythia-160m-step256-1000_1199.parquet,-87.89445495605469,-83.9636459350586,13,13
wh_questions_object_gap,608,Tonya researched some books that Kevin does find.,Tonya researched what Kevin does find some books.,wh_questions_object_gap_good_608,wh_questions_object_gap_bad_608,longformer-840_844.parquet,longformer-830_834.parquet,pythia-160m-step256-800_999.parquet,pythia-160m-step256-800_999.parquet,-69.98589324951172,-68.95347595214844,9,9
regular_plural_subject_verb_agreement_1,491,Carlos has talked about Anna.,Carlos have talked about Anna.,regular_plural_subject_verb_agreement_1_good_491,regular_plural_subject_verb_agreement_1_bad_491,longformer-220_224.parquet,longformer-235_239.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-40.558326721191406,-41.16579818725586,6,6
determiner_noun_agreement_irregular_2,120,Colleen wasn't returning to this woman.,Colleen wasn't returning to these woman.,determiner_noun_agreement_irregular_2_good_120,determiner_noun_agreement_irregular_2_bad_120,longformer-525_529.parquet,longformer-580_584.parquet,pythia-160m-step256-400_599.parquet,pythia-160m-step256-400_599.parquet,-54.02683639526367,-56.527889251708984,8,8
irregular_plural_subject_verb_agreement_1,314,The synthesis astounds Tiffany.,The synthesis astound Tiffany.,irregular_plural_subject_verb_agreement_1_good_314,irregular_plural_subject_verb_agreement_1_bad_314,longformer-265_269.parquet,longformer-235_239.parquet,pythia-160m-step256-200_399.parquet,pythia-160m-step256-200_399.parquet,-55.195159912109375,-54.13401412963867,5,5
