split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
npi_present_2,379,The Lutherans also salute.,The Lutherans ever salute.,npi_present_2_good_379,npi_present_2_bad_379,longformer-120_124.parquet,longformer-130_134.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-34.05229949951172,-37.09514617919922,5,5
determiner_noun_agreement_1,98,Benjamin isn't praising these cashiers.,Benjamin isn't praising these cashier.,determiner_noun_agreement_1_good_98,determiner_noun_agreement_1_bad_98,longformer-520_524.parquet,longformer-515_519.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-45.16960906982422,-50.57563018798828,7,7
irregular_past_participle_adjectives,293,The broken carriages were bad.,The broke carriages were bad.,irregular_past_participle_adjectives_good_293,irregular_past_participle_adjectives_bad_293,longformer-240_244.parquet,longformer-195_199.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-35.83485412597656,-38.23624038696289,6,6
coordinate_structure_constraint_object_extraction,86,Who could Derek and Nina observe?,Who can Derek observe and Nina?,coordinate_structure_constraint_object_extraction_good_86,coordinate_structure_constraint_object_extraction_bad_86,longformer-325_329.parquet,longformer-255_259.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-45.637908935546875,-58.358768463134766,7,7
irregular_plural_subject_verb_agreement_2,328,The feet aren't falling.,The foot aren't falling.,irregular_plural_subject_verb_agreement_2_good_328,irregular_plural_subject_verb_agreement_2_bad_328,longformer-75_79.parquet,longformer-85_89.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-26.30826759338379,-31.043567657470703,6,6
anaphor_gender_agreement,12,Martin admires himself.,Martin admires herself.,anaphor_gender_agreement_good_12,anaphor_gender_agreement_bad_12,longformer-60_64.parquet,longformer-60_64.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-20.60992431640625,-22.636302947998047,4,4
determiner_noun_agreement_irregular_2,126,Most teachers escape from these men.,Most teachers escape from this men.,determiner_noun_agreement_irregular_2_good_126,determiner_noun_agreement_irregular_2_bad_126,longformer-445_449.parquet,longformer-410_414.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-35.785675048828125,-39.6727294921875,7,7
determiner_noun_agreement_with_adjective_1,163,Some adults care for this serious guy.,Some adults care for this serious guys.,determiner_noun_agreement_with_adjective_1_good_163,determiner_noun_agreement_with_adjective_1_bad_163,longformer-490_494.parquet,longformer-530_534.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-39.88350296020508,-44.72974395751953,8,8
irregular_plural_subject_verb_agreement_1,310,Some oasis alarms Brett.,Some oasis alarm Brett.,irregular_plural_subject_verb_agreement_1_good_310,irregular_plural_subject_verb_agreement_1_bad_310,longformer-85_89.parquet,longformer-70_74.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-46.27354431152344,-47.60810089111328,5,5
tough_vs_raising_1,563,Kenneth wasn't fun to cure.,Kenneth wasn't likely to cure.,tough_vs_raising_1_good_563,tough_vs_raising_1_bad_563,longformer-145_149.parquet,longformer-245_249.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-200_399.parquet,-37.46290588378906,-34.08313751220703,7,7
determiner_noun_agreement_irregular_1,119,Carrie had aggravated those alumni.,Carrie had aggravated those alumnus.,determiner_noun_agreement_irregular_1_good_119,determiner_noun_agreement_irregular_1_bad_119,longformer-430_434.parquet,longformer-440_444.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-47.51245880126953,-50.4143180847168,6,6
only_npi_licensor_present,380,Only Carol ever argued about Brad.,Even Carol ever argued about Brad.,only_npi_licensor_present_good_380,only_npi_licensor_present_bad_380,longformer-375_379.parquet,longformer-385_389.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-47.12971496582031,-49.90375518798828,7,7
distractor_agreement_relative_clause,181,All teachers that helped Jason disturb Regina.,All teachers that helped Jason disturbs Regina.,distractor_agreement_relative_clause_good_181,distractor_agreement_relative_clause_bad_181,longformer-755_759.parquet,longformer-775_779.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-62.29664611816406,-66.43049621582031,8,8
distractor_agreement_relational_noun,172,The print of many doctors hasn't upset Wendy.,The print of many doctors haven't upset Wendy.,distractor_agreement_relational_noun_good_172,distractor_agreement_relational_noun_bad_172,longformer-705_709.parquet,longformer-740_744.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-63.17456817626953,-64.94552612304688,10,10
drop_argument,194,William wasn't helping.,William wasn't boasting about.,drop_argument_good_194,drop_argument_bad_194,longformer-70_74.parquet,longformer-245_249.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-200_399.parquet,-17.899066925048828,-24.996627807617188,5,6
npi_present_2,374,Catherine has also refused to swallow.,Catherine has ever refused to swallow.,npi_present_2_good_374,npi_present_2_bad_374,longformer-505_509.parquet,longformer-495_499.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-42.155033111572266,-42.186187744140625,7,7
npi_present_1,364,Even David had often talked.,Even David had ever talked.,npi_present_1_good_364,npi_present_1_bad_364,longformer-175_179.parquet,longformer-150_154.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-32.45722961425781,-33.02722930908203,6,6
causative,52,Carl has turned that carriage.,Carl has vanished that carriage.,causative_good_52,causative_bad_52,longformer-230_234.parquet,longformer-305_309.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-36.535369873046875,-41.001609802246094,6,6
determiner_noun_agreement_with_adjective_1,161,The rug had irritated those small banks.,The rug had irritated those small bank.,determiner_noun_agreement_with_adjective_1_good_161,determiner_noun_agreement_with_adjective_1_bad_161,longformer-565_569.parquet,longformer-520_524.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-58.75459671020508,-62.17851257324219,8,8
animate_subject_trans,40,Every man had cured all teachers.,This skateboard had cured all teachers.,animate_subject_trans_good_40,animate_subject_trans_bad_40,longformer-345_349.parquet,longformer-550_554.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-400_599.parquet,-42.729286193847656,-46.41225814819336,7,7
passive_2,419,Renee's employees are referenced.,Renee's employees are profited.,passive_2_good_419,passive_2_bad_419,longformer-360_364.parquet,longformer-260_264.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-41.65177917480469,-44.52953338623047,6,6
animate_subject_trans,44,Cynthia had all stairs.,Politics had all stairs.,animate_subject_trans_good_44,animate_subject_trans_bad_44,longformer-60_64.parquet,longformer-75_79.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-39.12056350708008,-34.123870849609375,5,5
animate_subject_trans,48,The libraries weren't referencing Bethany.,Those steps weren't referencing Bethany.,animate_subject_trans_good_48,animate_subject_trans_bad_48,longformer-640_644.parquet,longformer-580_584.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-400_599.parquet,-47.80241775512695,-43.339195251464844,7,7
existential_there_quantifiers_1,238,There wasn't a cucumber going bad.,There wasn't each cucumber going bad.,existential_there_quantifiers_1_good_238,existential_there_quantifiers_1_bad_238,longformer-375_379.parquet,longformer-480_484.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-400_599.parquet,-37.117637634277344,-48.53929901123047,8,8
tough_vs_raising_1,568,Anne wasn't enjoyable to conceal.,Anne wasn't certain to conceal.,tough_vs_raising_1_good_568,tough_vs_raising_1_bad_568,longformer-320_324.parquet,longformer-255_259.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-36.02484130859375,-34.7957763671875,7,7
superlative_quantifiers_1,548,No company might dislike more than ten books.,No company might dislike at least ten books.,superlative_quantifiers_1_good_548,superlative_quantifiers_1_bad_548,longformer-710_714.parquet,longformer-695_699.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-51.461647033691406,-51.73447036743164,9,9
intransitive,287,A lot of boys can cook.,A lot of boys can find.,intransitive_good_287,intransitive_bad_287,longformer-65_69.parquet,longformer-70_74.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-31.39358901977539,-32.95707702636719,7,7
irregular_past_participle_verbs,303,Melissa ate.,Melissa eaten.,irregular_past_participle_verbs_good_303,irregular_past_participle_verbs_bad_303,longformer-0_4.parquet,longformer-5_9.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-20.385988235473633,-23.650239944458008,3,3
regular_plural_subject_verb_agreement_1,491,Carlos has talked about Anna.,Carlos have talked about Anna.,regular_plural_subject_verb_agreement_1_good_491,regular_plural_subject_verb_agreement_1_bad_491,longformer-220_224.parquet,longformer-235_239.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-200_399.parquet,-30.571346282958984,-31.786243438720703,6,6
determiner_noun_agreement_irregular_2,120,Colleen wasn't returning to this woman.,Colleen wasn't returning to these woman.,determiner_noun_agreement_irregular_2_good_120,determiner_noun_agreement_irregular_2_bad_120,longformer-525_529.parquet,longformer-580_584.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-42.732810974121094,-49.34796905517578,8,8
irregular_plural_subject_verb_agreement_1,314,The synthesis astounds Tiffany.,The synthesis astound Tiffany.,irregular_plural_subject_verb_agreement_1_good_314,irregular_plural_subject_verb_agreement_1_bad_314,longformer-265_269.parquet,longformer-235_239.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-49.7654914855957,-55.7981071472168,5,5
npi_present_1,367,Even a lot of teenagers certainly see.,Even a lot of teenagers ever see.,npi_present_1_good_367,npi_present_1_bad_367,longformer-490_494.parquet,longformer-330_334.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-200_399.parquet,-38.89356994628906,-34.19696044921875,8,8
determiner_noun_agreement_2,100,Stacey hasn't escaped from these teachers.,Stacey hasn't escaped from this teachers.,determiner_noun_agreement_2_good_100,determiner_noun_agreement_2_bad_100,longformer-655_659.parquet,longformer-600_604.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-400_599.parquet,-45.13655471801758,-50.433143615722656,8,8
principle_A_case_2,444,David thinks about himself questioning Amelia.,David thinks about himself questions Amelia.,principle_A_case_2_good_444,principle_A_case_2_bad_444,longformer-730_734.parquet,longformer-695_699.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-47.50156021118164,-48.30264663696289,7,7
anaphor_number_agreement,21,Many patients will visit themselves.,Many patients will visit himself.,anaphor_number_agreement_good_21,anaphor_number_agreement_bad_21,longformer-445_449.parquet,longformer-335_339.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-200_399.parquet,-27.228736877441406,-31.106922149658203,6,6
determiner_noun_agreement_irregular_1,116,Some women arrived at those oases.,Some women arrived at those oasis.,determiner_noun_agreement_irregular_1_good_116,determiner_noun_agreement_irregular_1_bad_116,longformer-380_384.parquet,longformer-370_374.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-41.26298522949219,-40.98821258544922,7,7
left_branch_island_simple_question,340,Whose stairs might Galileo descend?,Whose might Galileo descend stairs?,left_branch_island_simple_question_good_340,left_branch_island_simple_question_bad_340,longformer-420_424.parquet,longformer-405_409.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-46.989776611328125,-50.7601318359375,6,6
existential_there_quantifiers_1,231,There isn't a lake alarming Keith.,There isn't each lake alarming Keith.,existential_there_quantifiers_1_good_231,existential_there_quantifiers_1_bad_231,longformer-370_374.parquet,longformer-470_474.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-400_599.parquet,-46.84213638305664,-58.44098663330078,8,8
wh_island,594,What hadn't William learned he isn't exiting?,What hadn't William learned who isn't exiting?,wh_island_good_594,wh_island_bad_594,longformer-720_724.parquet,longformer-755_759.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-59.46066665649414,-61.594581604003906,10,10
left_branch_island_echo_question,333,Irene has escaped from which men?,Which has Irene escaped from men?,left_branch_island_echo_question_good_333,left_branch_island_echo_question_bad_333,longformer-340_344.parquet,longformer-320_324.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-50.90626907348633,-44.20506286621094,7,7
intransitive,280,Chad wasn't hiding.,Chad wasn't biking to.,intransitive_good_280,intransitive_bad_280,longformer-30_34.parquet,longformer-60_64.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-26.774658203125,-39.792266845703125,5,6
determiner_noun_agreement_with_adj_irregular_1,146,Derek can't care for this employed child.,Derek can't care for this employed children.,determiner_noun_agreement_with_adj_irregular_1_good_146,determiner_noun_agreement_with_adj_irregular_1_bad_146,longformer-620_624.parquet,longformer-690_694.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-49.20075988769531,-52.02778244018555,9,9
determiner_noun_agreement_with_adj_irregular_1,148,Rachelle has hidden this concealed mouse.,Rachelle has hidden this concealed mice.,determiner_noun_agreement_with_adj_irregular_1_good_148,determiner_noun_agreement_with_adj_irregular_1_bad_148,longformer-620_624.parquet,longformer-555_559.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-400_599.parquet,-54.95436477661133,-57.88418960571289,7,7
distractor_agreement_relational_noun,171,The photograph of actresses does hurt Cynthia.,The photograph of actresses do hurt Cynthia.,distractor_agreement_relational_noun_good_171,distractor_agreement_relational_noun_bad_171,longformer-760_764.parquet,longformer-695_699.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-59.6745719909668,-60.078182220458984,8,8
sentential_negation_npi_licensor_present,517,Caroline had not ever kissed Jessica.,Caroline had fortunately ever kissed Jessica.,sentential_negation_npi_licensor_present_good_517,sentential_negation_npi_licensor_present_bad_517,longformer-475_479.parquet,longformer-710_714.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-600_799.parquet,-37.20728302001953,-50.623050689697266,7,7
npi_present_1,365,Even girls will certainly look to joke around.,Even girls will ever look to joke around.,npi_present_1_good_365,npi_present_1_bad_365,longformer-745_749.parquet,longformer-600_604.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-46.32008743286133,-47.478336334228516,9,9
determiner_noun_agreement_2,103,The customers alarm that cashier.,The customers alarm those cashier.,determiner_noun_agreement_2_good_103,determiner_noun_agreement_2_bad_103,longformer-335_339.parquet,longformer-375_379.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-45.28269958496094,-47.326438903808594,6,6
left_branch_island_echo_question,335,Most actors are escaping from what high school?,What are most actors escaping from high school?,left_branch_island_echo_question_good_335,left_branch_island_echo_question_bad_335,longformer-765_769.parquet,longformer-770_774.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-48.51472854614258,-43.42067337036133,9,9
animate_subject_trans,45,Suzanne should lift many stairs.,The cake should lift many stairs.,animate_subject_trans_good_45,animate_subject_trans_bad_45,longformer-300_304.parquet,longformer-330_334.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-47.39769744873047,-44.99458694458008,6,7
wh_island,596,Who had Brian forgotten he knows?,Who had Brian forgotten who knows?,wh_island_good_596,wh_island_bad_596,longformer-315_319.parquet,longformer-395_399.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-46.26079559326172,-47.12138366699219,7,7
superlative_quantifiers_1,546,No waitress saw more than two waitresses.,No waitress saw at least two waitresses.,superlative_quantifiers_1_good_546,superlative_quantifiers_1_bad_546,longformer-630_634.parquet,longformer-585_589.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-400_599.parquet,-44.383968353271484,-46.650474548339844,8,8
irregular_plural_subject_verb_agreement_1,313,The radius has bored that customer.,The radius have bored that customer.,irregular_plural_subject_verb_agreement_1_good_313,irregular_plural_subject_verb_agreement_1_bad_313,longformer-395_399.parquet,longformer-445_449.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-45.49351501464844,-48.28668212890625,7,7
determiner_noun_agreement_irregular_1,111,Maria lifted those fungi.,Maria lifted those fungus.,determiner_noun_agreement_irregular_1_good_111,determiner_noun_agreement_irregular_1_bad_111,longformer-100_104.parquet,longformer-125_129.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-34.05158233642578,-38.662899017333984,5,5
determiner_noun_agreement_with_adj_irregular_2,155,Marcus won't bike to this white oasis.,Marcus won't bike to these white oasis.,determiner_noun_agreement_with_adj_irregular_2_good_155,determiner_noun_agreement_with_adj_irregular_2_bad_155,longformer-505_509.parquet,longformer-545_549.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-58.36414337158203,-62.39491271972656,9,9
animate_subject_trans,49,A lot of guests are listening to Cheryl.,Many cars are listening to Cheryl.,animate_subject_trans_good_49,animate_subject_trans_bad_49,longformer-590_594.parquet,longformer-390_394.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-200_399.parquet,-40.747589111328125,-38.15393829345703,9,7
wh_questions_object_gap,605,These adults notice the ladies that Beth found.,These adults notice who Beth found the ladies.,wh_questions_object_gap_good_605,wh_questions_object_gap_bad_605,longformer-785_789.parquet,longformer-750_754.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-57.44487762451172,-59.39262390136719,9,9
distractor_agreement_relative_clause,184,All teenagers that bother Allison litter.,All teenagers that bother Allison litters.,distractor_agreement_relative_clause_good_184,distractor_agreement_relative_clause_bad_184,longformer-625_629.parquet,longformer-645_649.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-55.755271911621094,-58.704345703125,7,7
principle_A_domain_1,455,Ronald said that Alicia alarmed him.,Ronald said that Alicia alarmed himself.,principle_A_domain_1_good_455,principle_A_domain_1_bad_455,longformer-450_454.parquet,longformer-565_569.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-45.66465759277344,-52.221946716308594,7,7
only_npi_licensor_present,384,Only Sabrina has ever cheered.,Even Sabrina has ever cheered.,only_npi_licensor_present_good_384,only_npi_licensor_present_bad_384,longformer-225_229.parquet,longformer-225_229.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-43.28218460083008,-42.26826477050781,6,6
superlative_quantifiers_2,557,This hospital scared at most ten legislatures.,No hospital scared at most ten legislatures.,superlative_quantifiers_2_good_557,superlative_quantifiers_2_bad_557,longformer-750_754.parquet,longformer-700_704.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-66.317138671875,-62.2205810546875,8,8
left_branch_island_simple_question,347,What slopes was Peter climbing down?,What was Peter climbing down slopes?,left_branch_island_simple_question_good_347,left_branch_island_simple_question_bad_347,longformer-450_454.parquet,longformer-465_469.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-48.6094970703125,-39.100013732910156,7,7
determiner_noun_agreement_irregular_1,114,Karen hated these synopses.,Karen hated these synopsis.,determiner_noun_agreement_irregular_1_good_114,determiner_noun_agreement_irregular_1_bad_114,longformer-150_154.parquet,longformer-155_159.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-43.01664733886719,-45.84552001953125,5,5
irregular_past_participle_verbs,307,Most girls wrote.,Most girls written.,irregular_past_participle_verbs_good_307,irregular_past_participle_verbs_bad_307,longformer-20_24.parquet,longformer-30_34.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-24.457983016967773,-28.343852996826172,4,4
left_branch_island_echo_question,332,Many teachers had helped which patient?,Which had many teachers helped patient?,left_branch_island_echo_question_good_332,left_branch_island_echo_question_bad_332,longformer-525_529.parquet,longformer-540_544.parquet,pythia-160m-step100000-400_599.parquet,pythia-160m-step100000-400_599.parquet,-46.75987243652344,-49.74634552001953,7,7
distractor_agreement_relative_clause,188,Some boys that stunned Christina don't shrug.,Some boys that stunned Christina doesn't shrug.,distractor_agreement_relative_clause_good_188,distractor_agreement_relative_clause_bad_188,longformer-725_729.parquet,longformer-765_769.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-59.346012115478516,-62.02531814575195,9,9
passive_2,411,Most banks weren't alarmed.,Most banks weren't collaborated.,passive_2_good_411,passive_2_bad_411,longformer-140_144.parquet,longformer-310_314.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-200_399.parquet,-30.00897979736328,-37.442543029785156,6,6
left_branch_island_echo_question,337,Gerald can criticize which child?,Which can Gerald criticize child?,left_branch_island_echo_question_good_337,left_branch_island_echo_question_bad_337,longformer-350_354.parquet,longformer-335_339.parquet,pythia-160m-step100000-200_399.parquet,pythia-160m-step100000-200_399.parquet,-48.98044967651367,-51.04283905029297,6,6
irregular_past_participle_verbs,309,Many boys woke up.,Many boys woken up.,irregular_past_participle_verbs_good_309,irregular_past_participle_verbs_bad_309,longformer-25_29.parquet,longformer-30_34.parquet,pythia-160m-step100000-0_199.parquet,pythia-160m-step100000-0_199.parquet,-25.06664276123047,-28.531354904174805,5,5
determiner_noun_agreement_with_adjective_1,160,The rug had embarrassed these nice pedestrians.,The rug had embarrassed these nice pedestrian.,determiner_noun_agreement_with_adjective_1_good_160,determiner_noun_agreement_with_adjective_1_bad_160,longformer-795_799.parquet,longformer-755_759.parquet,pythia-160m-step100000-600_799.parquet,pythia-160m-step100000-600_799.parquet,-58.571189880371094,-63.57313919067383,8,8
