fid,frac,n_total,mean_act,modal,bucket,label
346,0.1,46,1.096,suite,q2,
348,0.4,50,1.2730000000000001,",",q2,
350,0.30000000000000004,50,1.328,nothing,q2,
357,0.30000000000000004,19,0.915,and,q1_lowest,
360,0.30000000000000004,50,1.428,",""",q3,
364,0.30000000000000004,50,1.5350000000000001,upon,q3,
365,0.2,50,5.7219999999999995,customer,q4_highest,
367,0.2,50,1.487,came,q3,
368,0.2,17,0.9510000000000001,have,q1_lowest,
376,0.2,50,8.114,20,q4_highest,
381,0.4,50,1.5230000000000001,came,q3,
392,0.2,50,1.5859999999999999,case,q3,
393,0.2,50,1.327,â±,q2,
400,0.4,50,7.241,27,q4_highest,
405,0.30000000000000004,50,1.327,el,q2,
410,0.2,50,1.6520000000000001,respective,q3,
414,0.4,50,5.318,wears,q3,lemma family: wear/wears/wearing/wore — clothing description
415,0.2,10,0.883,emirates,q1_lowest,
419,0.2,23,0.999,to,q1_lowest,
420,0.30000000000000004,28,1.055,")"",",q1_lowest,
422,0.30000000000000004,50,5.999,free,q4_highest,
424,0.30000000000000004,50,1.5270000000000001,other,q3,
432,0.30000000000000004,50,9.085,term,q4_highest,
435,0.2,50,1.091,-,q1_lowest,code-syntax closing-brace symbols + demonstrative 'that/those/kinds'
436,0.0,50,7.502,,q4_highest,
437,0.0,50,6.227,,q4_highest,
439,0.30000000000000004,50,1.576,><,q3,
443,0.30000000000000004,50,1.374,well,q2,
445,0.30000000000000004,50,1.911,second,q3,
448,0.2,50,1.233,depend,q2,
450,0.30000000000000004,50,5.065,transparent,q3,
452,0.4,50,10.984,he,q4_highest,
455,0.2,50,8.025,instead,q4_highest,
456,0.30000000000000004,25,1.231,dir,q2,
458,0.4,50,1.053,season,q1_lowest,
460,0.4,50,1.219,kind,q2,
471,0.1,50,1.23,about,q2,
477,0.30000000000000004,26,1.227,being,q2,
481,0.2,50,1.464,go,q3,
483,0.2,50,7.428,10,q4_highest,
485,0.30000000000000004,24,1.214,person,q2,
489,0.4,50,6.31,to,q4_highest,
490,0.30000000000000004,50,6.464,goodness,q4_highest,
498,0.2,50,8.894,1998,q4_highest,
499,0.30000000000000004,50,5.261,address,q3,
500,0.1,50,1.469,inertia,q3,
501,0.2,50,1.673,gunmen,q3,
502,0.2,50,1.301,the,q2,
507,0.30000000000000004,50,4.532,178,q3,
512,0.4,50,7.463,anything,q4_highest,
516,0.4,50,7.572,employees,q4_highest,
517,0.30000000000000004,49,1.072,physical,q1_lowest,
525,0.4,50,1.471,.,q3,
528,0.30000000000000004,34,1.03,as,q1_lowest,
538,0.1,49,1.064,aunt,q1_lowest,
543,0.2,50,1.446,matter,q3,
545,0.2,50,11.76,6,q4_highest,
547,0.4,12,1.095,league,q2,
550,0.30000000000000004,50,8.754,sure,q4_highest,
556,0.1,10,1.048,be,q1_lowest,
559,0.30000000000000004,50,6.981,you,q4_highest,
560,0.1,50,1.199,last,q2,
566,0.30000000000000004,20,0.979,given,q1_lowest,
567,0.4,50,7.355,feet,q4_highest,
569,0.30000000000000004,50,1.741,jpg,q3,
571,0.30000000000000004,11,1.114,far,q2,
574,0.30000000000000004,38,0.98,ways,q1_lowest,
575,0.2,50,1.014,complete,q1_lowest,
582,0.2,50,1.145,others,q2,
585,0.1,50,15.498,technological,q4_highest,abstract policy/tech-register nouns (technological/protocols/cybersecurity/transparency)
589,0.0,50,7.48,,q4_highest,
591,0.30000000000000004,50,1.5710000000000002,busy,q3,
605,0.30000000000000004,14,0.984,respectively,q1_lowest,
606,0.2,50,4.732,i,q3,
622,0.2,50,1.11,good,q2,
625,0.2,50,1.441,release,q3,
627,0.30000000000000004,50,6.885,rights,q4_highest,
638,0.4,13,0.91,his,q1_lowest,
639,0.2,50,1.041,pointed,q1_lowest,
648,0.4,50,8.249,he,q4_highest,
649,0.4,11,0.914,kilometers,q1_lowest,
656,0.2,50,4.122,also,q3,
657,0.2,50,1.223,way,q2,
669,0.30000000000000004,50,6.126,feng,q4_highest,
671,0.1,50,1.091,dj,q1_lowest,informal conversational tags (Mine/Yeah/Like I said) + pop-culture proper nouns — noisy
672,0.1,50,1.322,'s,q2,
673,0.0,50,6.519,,q4_highest,
678,0.30000000000000004,50,3.348,affect,q3,
683,0.4,50,1.3820000000000001,04,q2,
687,0.2,29,0.992,part,q1_lowest,
688,0.2,50,1.2610000000000001,everyone,q2,
691,0.30000000000000004,13,0.907,you,q1_lowest,
696,0.30000000000000004,50,7.862,recognition,q4_highest,
698,0.30000000000000004,12,0.928,fellow,q1_lowest,
701,0.4,50,5.839,version,q4_highest,
702,0.2,50,5.602,the,q4_highest,
703,0.4,50,1.279,inches,q2,
730,0.30000000000000004,50,1.206,and,q2,
733,0.2,50,1.121,private,q2,
738,0.4,50,1.111,s,q2,
740,0.1,14,0.9410000000000001,-,q1_lowest,
744,0.2,50,1.103,done,q2,
745,0.30000000000000004,50,2.462,emissions,q3,
748,0.2,43,1.042,reader,q1_lowest,
752,0.0,50,12.098,,q4_highest,mid-sentence line-wrap whitespace (tab before a continuation clause) — narrative prose
757,0.2,37,1.005,issue,q1_lowest,
759,0.1,50,1.175,meant,q2,
761,0.2,50,8.127,s,q4_highest,
766,0.2,50,1.763,latter,q3,
767,0.2,27,1.016,latter,q1_lowest,
771,0.2,50,12.532,whole,q4_highest,'as a whole' idiom + generic adjective/quantifier mix (most/sure/poor)
776,0.1,11,0.987,later,q1_lowest,
778,0.30000000000000004,23,0.98,$,q1_lowest,
784,0.30000000000000004,11,0.89,property,q1_lowest,
786,0.4,50,1.2650000000000001,were,q2,
788,0.4,50,5.65,ahead,q4_highest,
790,0.30000000000000004,50,6.627,current,q4_highest,
795,0.4,50,1.218,station,q2,
796,0.1,50,1.215,persons,q2,
797,0.4,18,1.763,top,q3,
801,0.30000000000000004,50,6.952,november,q4_highest,
809,0.2,50,1.157,[[,q2,
814,0.2,10,0.909,de,q1_lowest,
817,0.4,50,7.405,4,q4_highest,
819,0.2,50,1.546,ones,q3,
820,0.1,50,1.359,worse,q2,
826,0.2,34,1.012,saying,q1_lowest,
828,0.1,50,1.438,-,q3,
834,0.30000000000000004,11,1.088,-,q1_lowest,"'region' lemma family (by region, from region to region) + hyphenated compound modifiers"
840,0.2,36,1.052,www,q1_lowest,
847,0.30000000000000004,44,0.996,the,q1_lowest,
859,0.30000000000000004,12,0.922,spite,q1_lowest,
865,0.1,50,1.223,250,q2,
868,0.2,50,10.371,i,q4_highest,
870,0.2,50,1.354,[,q2,
871,0.4,50,6.041,programmer,q4_highest,
872,0.1,14,1.11,ate,q2,
873,0.30000000000000004,48,1.002,-,q1_lowest,
875,0.0,50,8.051,,q4_highest,
879,0.2,33,1.079,"),",q1_lowest,legal register (Whoever/punitive/compensatory damages) — noisy
890,0.2,46,1.06,being,q1_lowest,
900,0.2,50,1.5350000000000001,wearer,q3,
902,0.1,40,1.053,59,q1_lowest,
903,0.30000000000000004,10,0.995,the,q1_lowest,
904,0.2,50,1.127,15,q2,
914,0.30000000000000004,50,6.69,lbs,q4_highest,
918,0.1,14,0.911,arch,q1_lowest,
922,0.30000000000000004,50,1.276,don,q2,
924,0.2,25,0.928,extent,q1_lowest,
927,0.4,14,1.035,communities,q1_lowest,
928,0.2,12,0.891,-,q1_lowest,
930,0.30000000000000004,18,0.9470000000000001,subject,q1_lowest,
940,0.2,25,2.082,weeks,q3,
941,0.2,50,1.2810000000000001,so,q2,
946,0.30000000000000004,43,0.999,also,q1_lowest,
948,0.30000000000000004,50,1.078,once,q1_lowest,
949,0.4,50,1.666,before,q3,
950,0.1,50,1.15,in,q2,
953,0.1,50,0.979,happened,q1_lowest,
955,0.4,50,5.786,days,q4_highest,
960,0.2,44,0.96,bottom,q1_lowest,
961,0.2,50,1.268,c,q2,
962,0.2,12,0.855,going,q1_lowest,
968,0.4,10,1.142,like,q2,
971,0.30000000000000004,50,5.145,digit,q3,
976,0.4,50,8.292,40,q4_highest,
984,0.2,37,1.466,e,q3,
989,0.2,50,1.024,assemble,q1_lowest,
994,0.2,10,0.925,going,q1_lowest,
995,0.2,50,7.3870000000000005,variations,q4_highest,
1003,0.4,50,1.77,"""",q3,
1018,0.2,50,5.057,concept,q3,
1021,0.30000000000000004,50,1.6139999999999999,refresh,q3,
1024,0.2,50,5.652,scenarios,q4_highest,
1025,0.4,50,2.303,trainers,q3,
1030,0.1,30,1.023,hey,q1_lowest,
1036,0.1,50,1.038,tell,q1_lowest,
1039,0.4,31,1.171,a,q2,
1047,0.4,50,6.344,of,q4_highest,
1050,0.4,50,10.14,kind,q4_highest,
1051,0.2,50,4.961,s,q3,
1054,0.2,50,1.2570000000000001,hospitals,q2,
1055,0.2,50,1.438,whether,q3,
1057,0.2,12,0.975,closer,q1_lowest,
1060,0.2,50,1.13,&,q2,
1063,0.30000000000000004,50,1.275,the,q2,
1064,0.4,50,10.805,work,q4_highest,
1072,0.2,35,1.051,into,q1_lowest,
1080,0.2,12,0.935,to,q1_lowest,
1089,0.30000000000000004,50,7.736,the,q4_highest,
1101,0.30000000000000004,50,8.368,previous,q4_highest,
1102,0.2,50,1.167,ensure,q2,
1107,0.30000000000000004,50,7.192,:,q4_highest,
1109,0.30000000000000004,50,1.419,i,q3,
1118,0.4,50,2.467,har,q3,
1120,0.30000000000000004,50,5.49,songs,q4_highest,
1122,0.30000000000000004,50,4.748,king,q3,
1125,0.4,50,6.968,skills,q4_highest,
1127,0.4,50,7.52,?,q4_highest,
1129,0.2,50,1.094,the,q2,
1133,0.4,50,4.28,_,q3,
1136,0.4,50,6.929,derived,q4_highest,
1138,0.2,50,1.436,languages,q3,
1142,0.30000000000000004,13,1.123,wanted,q2,
1156,0.30000000000000004,50,5.945,area,q4_highest,
1170,0.30000000000000004,50,6.289,ana,q4_highest,
1172,0.30000000000000004,50,8.085,the,q4_highest,
1174,0.30000000000000004,50,5.449,responsible,q4_highest,
1175,0.4,50,1.722,sense,q3,
1181,0.2,50,1.204,certain,q2,
1182,0.2,50,1.6099999999999999,christmas,q3,
1185,0.4,50,4.564,metrics,q3,
1194,0.2,50,1.367,instance,q2,
1197,0.2,50,1.619,and,q3,
1199,0.4,50,2.632,microbes,q3,
1200,0.4,50,9.276,is,q4_highest,
1205,0.4,50,5.934,born,q4_highest,
1206,0.4,50,10.112,my,q4_highest,
1207,0.2,50,10.59,âģ¢,q4_highest,
1215,0.30000000000000004,50,1.388,this,q2,"demonstrative 'this'/'an' in code (this.frameWidth) + negation (no longer, weren't)"
1218,0.30000000000000004,50,1.804,odds,q3,
1233,0.2,50,1.667,were,q3,
1236,0.4,13,1.013,23,q1_lowest,
1237,0.2,50,1.318,better,q2,
1239,0.30000000000000004,40,1.028,hour,q1_lowest,
1244,0.2,50,1.5390000000000001,of,q3,
1246,0.2,50,10.579,than,q4_highest,
1259,0.2,50,1.171,in,q2,
1262,0.2,50,3.095,his,q3,
1264,0.30000000000000004,50,1.286,doi,q2,
1265,0.30000000000000004,50,5.641,units,q4_highest,
1267,0.0,50,2.064,,q3,
1275,0.2,50,1.371,newly,q2,
1278,0.2,12,0.964,w,q1_lowest,
1283,0.4,50,1.888,particular,q3,
1286,0.4,50,1.405,.,q2,citation/reference-formatting: bare numbers + 'wikipedia.org' URL-domain dot + geometry (degrees/sides)
1288,0.1,22,0.907,ah,q1_lowest,
1291,0.2,50,6.111,push,q4_highest,
1292,0.1,42,1.106,only,q2,
1294,0.2,19,0.903,11,q1_lowest,
1295,0.4,50,3.073,it,q3,
1302,0.30000000000000004,50,1.8090000000000002,^,q3,
1308,0.30000000000000004,50,7.904,click,q4_highest,
1315,0.30000000000000004,50,3.632,like,q3,
1317,0.2,15,0.909,heard,q1_lowest,
1319,0.4,50,6.549,right,q4_highest,
1320,0.2,50,1.322,open,q2,
1325,0.30000000000000004,50,5.359,providing,q3,synonym lemma family: provide(s)/offer(s)/providing — marketing/product-description verbs
1337,0.2,46,1.071,02,q1_lowest,
1338,0.30000000000000004,21,1.059,click,q1_lowest,
1340,0.2,50,7.341,10,q4_highest,
1348,0.1,50,1.245,percentages,q2,
1349,0.2,38,1.012,were,q1_lowest,
1350,0.30000000000000004,50,1.48,before,q3,
1360,0.2,50,1.17,his,q2,
1368,0.2,25,1.002,expected,q1_lowest,
1374,0.2,50,1.525,--,q3,
1375,0.30000000000000004,50,4.754,plus,q3,
1378,0.2,50,1.5710000000000002,more,q3,
1384,0.2,50,1.178,has,q2,
1387,0.2,28,0.974,>>,q1_lowest,
1388,0.2,18,0.994,fourth,q1_lowest,
1392,0.1,50,1.293,fair,q2,
1393,0.1,26,0.984,latter,q1_lowest,
1394,0.2,50,4.989,reflects,q3,
1395,0.4,50,10.356,being,q4_highest,
1397,0.2,50,1.117,here,q2,
1401,0.4,50,1.206,by,q2,
1403,0.2,50,1.7309999999999999,kinds,q3,
1410,0.1,50,1.076,defendant,q1_lowest,
1412,0.1,50,1.3679999999999999,go,q2,
1414,0.2,50,1.071,how,q1_lowest,
1419,0.2,50,1.222,rank,q2,
1420,0.2,27,0.9590000000000001,ii,q1_lowest,
1436,0.1,50,6.205,445,q4_highest,
1438,0.2,50,1.501,time,q3,
1444,0.4,10,1.384,exists,q2,
1446,0.2,50,1.422,*/,q3,
1449,0.30000000000000004,50,1.129,mean,q2,
1453,0.2,50,3.399,165,q3,
1458,0.1,50,1.149,award,q2,
1462,0.4,50,6.948,the,q4_highest,
1463,0.30000000000000004,50,1.183,all,q2,
1465,0.4,50,5.575,a,q4_highest,
1466,0.1,50,1.068,orchestra,q1_lowest,
1470,0.2,50,1.31,lines,q2,
1475,0.4,50,9.84,the,q4_highest,
1481,0.4,50,7.361,hi,q4_highest,
1483,0.2,50,1.537,quantity,q3,
1485,0.4,50,5.754,iron,q4_highest,
1488,0.30000000000000004,50,8.194,17,q4_highest,
1492,0.30000000000000004,50,1.143,journal,q2,
1494,0.2,10,0.894,36,q1_lowest,
1495,0.4,50,4.909,123,q3,
1497,0.1,50,1.037,",",q1_lowest,
1498,0.4,50,2.668,europe,q3,
1501,0.1,11,0.9460000000000001,"?""",q1_lowest,
1509,0.2,50,1.054,interval,q1_lowest,
1510,0.4,50,5.631,lines,q4_highest,
1511,0.2,50,6.44,70,q4_highest,
1520,0.4,38,1.147,21,q2,
1522,0.2,50,1.54,%),q3,
1523,0.4,24,1.988,g,q3,
1525,0.2,50,1.099,terms,q2,
1526,0.2,11,0.875,__,q1_lowest,
1527,0.1,50,1.151,yesterday,q2,
1534,0.4,50,1.3719999999999999,response,q2,
1542,0.4,50,14.491,he,q4_highest,generic third-person narrative pronouns (he/you/people/I) — recurring generic feature
1547,0.2,50,1.081,annotation,q1_lowest,'@Annotation' (Java) + 'the odds/hands of' idiom — mixed technical/idiomatic
1548,0.0,50,4.3,,q3,
1550,0.4,50,6.407,iv,q4_highest,
1551,0.30000000000000004,50,6.385,'s,q4_highest,
1557,0.4,50,1.286,standards,q2,
1564,0.30000000000000004,50,1.082,scratch,q1_lowest,'from scratch' idiom + abstract-ideal nouns (perfection/ideals/common sense)
1565,0.30000000000000004,50,1.691,to,q3,
1569,0.2,50,1.082,last,q1_lowest,bare year numbers (decade ranges) + transportation vocabulary (driver/flight)
1570,0.2,50,1.116,costs,q2,
1573,0.30000000000000004,19,1.344,reputation,q2,
1576,0.4,50,4.093,repeated,q3,
1577,0.2,21,0.9540000000000001,s,q1_lowest,
1578,0.30000000000000004,11,0.9390000000000001,into,q1_lowest,
1579,0.2,33,0.99,international,q1_lowest,
1586,0.2,11,0.9450000000000001,exists,q1_lowest,
1589,0.2,50,1.223,respectively,q2,
1597,0.30000000000000004,50,5.616,of,q4_highest,
1601,0.2,50,4.875,for,q3,
1602,0.0,50,10.354,,q4_highest,
1603,0.30000000000000004,50,6.474,and,q4_highest,
1606,0.4,19,0.987,"),",q1_lowest,
1607,0.4,15,0.9,couldn,q1_lowest,
1610,0.30000000000000004,50,1.57,$,q3,
1618,0.1,50,1.597,inch,q3,
1624,0.30000000000000004,50,7.113,wednesday,q4_highest,
1625,0.1,50,1.166,earliest,q2,
1627,0.2,50,1.303,consists,q2,
1630,0.2,22,0.9520000000000001,19,q1_lowest,
1632,0.4,50,1.617,32,q3,
1633,0.2,29,1.022,the,q1_lowest,
1637,0.2,50,1.16,level,q2,
1641,0.4,46,1.217,out,q2,
1642,0.2,50,7.881,the,q4_highest,
1644,0.4,14,1.102,may,q2,
1647,0.2,12,0.863,follows,q1_lowest,
1648,0.2,50,5.78,y,q4_highest,
1653,0.1,11,0.907,different,q1_lowest,
1659,0.2,50,1.4060000000000001,awhile,q2,'once in awhile' idiom + opinion/catalog vocabulary
1665,0.2,47,1.036,mapping,q1_lowest,
1668,0.4,50,8.021,interested,q4_highest,
1675,0.4,50,11.81,-,q4_highest,
1676,0.4,50,4.91,is,q3,
1682,0.2,50,1.383,ourselves,q2,
1694,0.2,50,1.387,avg,q2,measurement/statistics abbreviations (acre/dimensional/Avg/$) — listings & figures
1695,0.30000000000000004,50,5.889,ò»,q4_highest,
1696,0.0,50,5.976,,q4_highest,
1698,0.4,50,5.108,///,q3,
1708,0.30000000000000004,50,7.645,it,q4_highest,
1712,0.4,31,1.48,same,q3,
1729,0.1,15,0.9450000000000001,asked,q1_lowest,
1732,0.30000000000000004,50,1.44,ability,q3,
1734,0.4,50,10.768,yourself,q4_highest,
1735,0.2,50,2.676,strategic,q3,
1737,0.4,50,5.94,foundation,q4_highest,
1738,0.2,50,1.284,need,q2,
1739,0.1,50,1.338,spiritual,q2,
1744,0.2,50,5.523,resultdisplayhandle,q4_highest,
1753,0.4,50,8.378,"',",q4_highest,
1758,0.1,50,1.298,chain,q2,
1764,0.4,50,6.88,think,q4_highest,
1768,0.1,11,0.862,such,q1_lowest,
1775,0.2,50,11.477,.,q4_highest,
1776,0.30000000000000004,50,1.47,clear,q3,
1780,0.4,33,1.129,directory,q2,
1805,0.2,44,1.015,instant,q1_lowest,
1807,0.0,50,8.146,,q4_highest,
1810,0.1,50,1.073,adventures,q1_lowest,
1812,0.2,50,1.156,respectively,q2,
1814,0.1,50,1.18,become,q2,
1815,0.2,50,1.017,20,q1_lowest,
1816,0.4,50,5.442,existence,q4_highest,
1819,0.30000000000000004,25,1.361,'m,q2,
1821,0.2,50,1.214,usable,q2,
1823,0.4,50,4.446,5,q3,
1826,0.2,50,1.048,fri,q1_lowest,
1828,0.30000000000000004,50,10.117,emphasis,q4_highest,
1838,0.1,11,0.861,equipment,q1_lowest,
1846,0.30000000000000004,50,1.6640000000000001,just,q3,
1848,0.1,50,1.079,75,q1_lowest,
1850,0.4,25,0.9500000000000001,state,q1_lowest,
1854,0.30000000000000004,50,1.362,technology,q2,
1855,0.1,50,1.081,essays,q1_lowest,academic-content nouns (essays/surveys/gaps) in research-summary prose
1859,0.30000000000000004,50,6.03,of,q4_highest,
1862,0.1,50,5.555,me,q4_highest,
1865,0.2,50,11.392,former,q4_highest,
1867,0.2,50,3.329,15,q3,
1870,0.2,32,1.348,32,q2,
1871,0.30000000000000004,50,1.549,the,q3,
1874,0.30000000000000004,50,1.413,appearance,q3,
1880,0.2,50,1.434,22,q3,
1883,0.2,50,1.327,':,q2,
1891,0.2,50,1.053,granted,q1_lowest,
1893,0.2,50,1.5070000000000001,occasions,q3,
1899,0.1,12,0.922,alley,q1_lowest,
1900,0.30000000000000004,50,2.664,to,q3,
1904,0.2,50,1.395,monkey,q2,"capitalized/Title-Case proper-noun grab-bag (institution & franchise names) — orthographic, not semantic"
1910,0.1,50,1.321,initially,q2,
1915,0.30000000000000004,50,7.322,.,q4_highest,
1921,0.4,50,5.703,i,q4_highest,
1928,0.4,16,1.369,deep,q2,
1933,0.2,50,1.297,he,q2,
1936,0.2,50,4.725,video,q3,
1937,0.4,50,1.639,person,q3,
1938,0.1,18,0.986,employees,q1_lowest,
1941,0.30000000000000004,18,0.969,rate,q1_lowest,
1945,0.2,50,7.046,10,q4_highest,
1947,0.4,50,1.2530000000000001,est,q2,
1952,0.2,10,0.889,may,q1_lowest,
1954,0.30000000000000004,30,1.163,that,q2,
1956,0.30000000000000004,24,0.967,click,q1_lowest,
1957,0.30000000000000004,39,1.052,costs,q1_lowest,
1960,0.0,50,5.301,,q3,HTML table-cell tab/whitespace separator (between numeric <td> cells) — financial tables
1965,0.2,50,1.556,in,q3,
1968,0.4,50,5.985,perimeter,q4_highest,
1969,0.1,50,1.093,:,q1_lowest,sentence-initial demonstrative/discourse words (This/There/That/Another/Finally)
1975,0.2,11,0.9500000000000001,happy,q1_lowest,
1978,0.2,50,1.272,a,q2,
1981,0.2,14,0.981,??,q1_lowest,
1982,0.2,50,1.155,which,q2,
1988,0.30000000000000004,50,1.679,their,q3,
1991,0.2,14,0.893,yeah,q1_lowest,
1992,0.4,50,5.068,contact,q3,
1993,0.0,50,6.088,,q4_highest,
1996,0.0,50,10.195,,q4_highest,
2001,0.4,50,5.275,u,q3,single capital letters in an alphabetical index/sequence (... P Q R S T U ...) — orthographic
2002,0.2,50,1.163,".""",q2,
2003,0.2,50,1.449,0,q3,
2004,0.2,40,1.023,associated,q1_lowest,
2007,0.2,50,1.294,later,q2,
2009,0.30000000000000004,50,1.079,avg,q1_lowest,
2010,0.4,50,8.492,a,q4_highest,
2012,0.2,25,0.98,used,q1_lowest,
2014,0.4,50,2.754,he,q3,
2020,0.30000000000000004,50,1.095,to,q2,
2021,0.1,50,1.298,exhibited,q2,
2024,0.1,17,0.9480000000000001,kilometers,q1_lowest,
2025,0.2,50,0.982,strong,q1_lowest,
2030,0.30000000000000004,50,1.7000000000000002,prevent,q3,
2035,0.30000000000000004,50,1.657,index,q3,
2038,0.30000000000000004,50,7.785,-,q4_highest,
2043,0.2,11,0.889,)),q1_lowest,
2054,0.2,22,0.966,15,q1_lowest,
2055,0.4,50,1.466,*/,q3,
2056,0.1,16,0.9390000000000001,2003,q1_lowest,
2062,0.4,50,7.296,is,q4_highest,
2067,0.30000000000000004,50,4.036,while,q3,
2070,0.30000000000000004,50,8.257,url,q4_highest,
2078,0.30000000000000004,50,8.824,:,q4_highest,
2080,0.30000000000000004,50,1.168,here,q2,
2081,0.0,50,13.604,,q4_highest,paragraph-break whitespace in prose/bibliography text ('.[ ]The next sentence begins...')
2098,0.2,50,1.367,percentage,q2,
2101,0.2,50,7.589,distribute,q4_highest,
2102,0.30000000000000004,50,1.084,million,q1_lowest,large round number 'million' (shared/viral counts) + geographic direction 'West'
2109,0.2,11,0.9560000000000001,83,q1_lowest,
2128,0.2,50,1.25,'s,q2,
2130,0.2,50,1.121,to,q2,
2131,0.30000000000000004,50,5.916,quality,q4_highest,
2132,0.4,50,13.545,works,q4_highest,'Derivative Works' (license boilerplate) + quantitative nouns (ratios/numbers/scales/values)
2133,0.2,50,7.415,15,q4_highest,
2134,0.2,50,1.814,all,q3,
2135,0.30000000000000004,50,5.123,february,q3,
2140,0.2,50,1.124,completely,q2,
2141,0.1,50,1.15,host,q2,
2143,0.30000000000000004,50,7.185,el,q4_highest,
2153,0.2,50,4.731,spread,q3,
2155,0.30000000000000004,14,1.419,now,q3,
2157,0.2,17,0.932,was,q1_lowest,
2164,0.4,50,1.032,with,q1_lowest,
2182,0.30000000000000004,50,1.955,'s,q3,
2183,0.2,50,1.148,little,q2,
2187,0.2,50,1.198,go,q2,
2191,0.0,50,4.73,,q3,
2195,0.2,50,1.477,staff,q3,
2196,0.2,50,1.282,reputation,q2,
2202,0.4,50,3.742,vehicles,q3,
2204,0.4,50,4.879,called,q3,
2210,0.30000000000000004,50,5.331,a,q3,generic preposition/determiner feature (of/a/the/as/with) — product-feature listings
2214,0.2,50,1.2730000000000001,",",q2,
2221,0.1,22,0.982,contacting,q1_lowest,
2226,0.2,50,1.173,determine,q2,
2228,0.2,50,1.268,someone,q2,
2229,0.1,50,1.4060000000000001,her,q2,comparative/demographic words (second/average/adolescent/farther) — descriptive-statistics prose
2234,0.1,50,1.536,st,q3,
2237,0.2,50,1.695,.,q3,
2240,0.30000000000000004,11,0.9490000000000001,9,q1_lowest,
2244,0.2,50,1.514,way,q3,
2247,0.30000000000000004,50,1.609,gains,q3,
2249,0.30000000000000004,28,1.008,million,q1_lowest,
2250,0.1,20,1.203,change,q2,
2251,0.0,50,6.251,,q4_highest,
2254,0.1,50,1.03,offender,q1_lowest,
2255,0.2,11,0.851,no,q1_lowest,
