fid,frac,n_total,mean_act,modal,bucket,label
437,0.30000000000000004,50,4.297,a,q3,
440,0.4,50,12.058,he,q4_highest,
443,0.30000000000000004,50,3.999,twentieth,q3,
450,0.4,50,4.879,essay,q3,
453,0.1,26,0.976,that,q1_lowest,
454,0.2,50,5.993,increase,q4_highest,
456,0.30000000000000004,50,1.231,others,q2,
461,0.4,50,1.4020000000000001,no,q2,
463,0.30000000000000004,19,1.317,a,q2,
464,0.30000000000000004,13,0.839,a,q1_lowest,
466,0.2,50,1.133,stationed,q2,
470,0.2,46,1.075,latter,q2,
473,0.4,33,0.962,for,q1_lowest,
480,0.30000000000000004,50,6.752,first,q4_highest,
489,0.30000000000000004,50,5.773,if,q4_highest,
496,0.30000000000000004,50,1.218,case,q2,
497,0.1,50,1.188,fined,q2,
498,0.30000000000000004,50,8.708,2010,q4_highest,
506,0.1,50,0.988,seems,q1_lowest,
509,0.2,50,1.365,1500,q2,
512,0.2,50,7.246,much,q4_highest,
515,0.2,50,10.631,the,q4_highest,
519,0.2,50,7.53,inception,q4_highest,
521,0.30000000000000004,50,1.62,""");",q3,
527,0.4,11,0.917,fellow,q1_lowest,
530,0.2,50,1.225,best,q2,
531,0.4,15,1.2429999999999999,articles,q2,
536,0.1,50,1.459,goal,q3,
539,0.2,50,1.465,which,q3,
553,0.1,20,0.933,yeah,q1_lowest,
557,0.1,19,0.879,fist,q1_lowest,
558,0.2,50,7.004,to,q4_highest,
561,0.2,50,1.603,a,q3,
562,0.2,40,1.007,the,q1_lowest,
568,0.30000000000000004,50,8.496,17,q4_highest,
573,0.2,50,1.581,that,q3,
577,0.1,50,1.2429999999999999,heroine,q2,
579,0.2,47,1.651,],q3,
585,0.2,50,13.627,firearms,q4_highest,abstract technical/policy nouns (aspects/protocols/algorithms/platforms) — same theme as other families' f585
586,0.30000000000000004,14,0.836,9,q1_lowest,
587,0.30000000000000004,50,4.413,respect,q3,
589,0.0,50,5.482,,q3,
593,0.30000000000000004,22,0.969,how,q1_lowest,
615,0.4,50,1.358,long,q2,
619,0.2,13,0.963,been,q1_lowest,
624,0.30000000000000004,10,0.872,why,q1_lowest,
627,0.30000000000000004,50,4.061,complex,q3,
631,0.30000000000000004,50,6.004,be,q4_highest,
637,0.30000000000000004,17,0.984,units,q1_lowest,
638,0.2,12,0.928,would,q1_lowest,
644,0.2,50,7.377,uses,q4_highest,
652,0.2,50,1.375,latter,q2,
665,0.2,36,1.009,until,q1_lowest,
669,0.1,50,5.802,reinhardt,q4_highest,
673,0.0,50,6.275,,q4_highest,
675,0.2,50,1.4,dated,q2,
681,0.30000000000000004,50,1.569,$,q3,
684,0.30000000000000004,50,6.127,influence,q4_highest,
687,0.2,50,1.774,drop,q3,
692,0.2,12,0.89,name,q1_lowest,
693,0.30000000000000004,50,1.4,every,q2,
697,0.2,50,1.413,right,q2,"corporate-governance nouns (Board, holdings) + 'right now' temporal idiom"
699,0.1,18,1.111,car,q2,
701,0.30000000000000004,50,5.32,area,q3,
703,0.2,50,1.043,.,q1_lowest,'property/properties' + specificity words (specific/particular) — legal/technical prose
706,0.2,36,0.983,about,q1_lowest,
711,0.4,50,3.1390000000000002,announced,q3,
712,0.2,50,1.106,then,q2,
713,0.30000000000000004,50,1.208,",",q2,
724,0.2,50,1.452,deeds,q3,
730,0.1,22,0.917,enzymes,q1_lowest,
737,0.4,50,7.087,ai,q4_highest,
738,0.30000000000000004,50,6.082,70,q4_highest,
741,0.2,50,1.34,](,q2,
745,0.4,50,3.306,2008,q3,
746,0.2,11,0.932,"""""",q1_lowest,
749,0.2,50,1.418,participants,q2,clinical-trial/courtroom vocabulary (participants/trials/components/lawyers)
753,0.2,50,1.084,prevents,q2,
758,0.30000000000000004,47,1.262,young,q2,
759,0.2,10,0.886,league,q1_lowest,
761,0.4,50,9.809,they,q4_highest,
763,0.30000000000000004,50,1.149,day,q2,
767,0.2,12,0.9530000000000001,l,q1_lowest,
769,0.2,20,0.873,instance,q1_lowest,
771,0.2,50,12.303,?,q4_highest,'as a whole'/comparison vocabulary (counterparts/sides/versions/most)
773,0.30000000000000004,50,1.176,groups,q2,
780,0.2,12,0.919,going,q1_lowest,
783,0.2,30,0.929,&&,q1_lowest,
787,0.4,50,5.634,resource,q3,"business 'resource/asset' vocabulary (digital-asset management, patents)"
789,0.1,50,1.264,in,q2,
790,0.2,50,6.061,that,q4_highest,
795,0.30000000000000004,12,0.87,16,q1_lowest,
799,0.1,28,0.93,retention,q1_lowest,
804,0.1,50,1.365,holy,q2,
808,0.1,10,0.889,his,q1_lowest,
809,0.2,13,0.9550000000000001,curious,q1_lowest,
812,0.2,50,1.4,&,q2,
814,0.2,12,1.096,".""",q2,
816,0.30000000000000004,50,1.168,now,q2,
820,0.1,31,1.442,rune,q3,
821,0.1,17,0.937,struct,q1_lowest,
825,0.30000000000000004,50,1.42,times,q2,'in old times'/'Vending Services' — business-listing + archaic-time-phrase noise
839,0.4,50,7.979,what,q4_highest,
840,0.30000000000000004,30,1.031,degree,q1_lowest,
849,0.2,19,0.969,million,q1_lowest,
853,0.30000000000000004,50,5.822,5,q4_highest,
859,0.2,14,0.906,plaintiff,q1_lowest,
873,0.4,50,2.602,.,q3,
882,0.4,50,5.534,security,q3,'security' lemma family + adjacent abstract nouns (safety/culture/knowledge)
884,0.2,50,5.555,kind,q3,abstract-classification vocabulary (kind/factors/qualities/phenomenon) — philosophy-of-mind prose
889,0.30000000000000004,50,1.478,comes,q3,
892,0.30000000000000004,50,1.667,di,q3,
893,0.4,50,7.987,workflow,q4_highest,
897,0.4,50,9.112,seem,q4_highest,
901,0.30000000000000004,50,1.224,$.,q2,
907,0.30000000000000004,50,1.214,like,q2,
915,0.4,50,1.5110000000000001,$$,q3,
916,0.4,50,6.248,participants,q4_highest,
919,0.2,50,1.015,modified,q1_lowest,
928,0.30000000000000004,50,1.3980000000000001,0,q2,
929,0.4,50,1.576,given,q3,
934,0.30000000000000004,13,0.933,=',q1_lowest,
942,0.4,27,1.1219999999999999,note,q2,
945,0.4,50,10.537,s,q4_highest,
949,0.2,50,1.329,thing,q2,
956,0.2,14,0.89,degree,q1_lowest,
960,0.2,23,0.97,thing,q1_lowest,
961,0.2,10,0.843,across,q1_lowest,
962,0.1,12,0.877,jersey,q1_lowest,
965,0.1,50,4.952,parents,q3,
971,0.4,50,4.892,motion,q3,
976,0.4,50,7.771,50,q4_highest,
979,0.1,50,1.22,only,q2,
980,0.30000000000000004,50,6.461,involved,q4_highest,
985,0.2,50,1.348,"),",q2,
987,0.30000000000000004,30,1.314,a,q2,
990,0.4,50,6.682,dedication,q4_highest,
993,0.2,50,1.222,dealt,q2,
995,0.2,50,6.373,intervals,q4_highest,
1004,0.30000000000000004,50,7.142,goal,q4_highest,
1006,0.4,50,8.52,id,q4_highest,
1010,0.2,38,0.992,to,q1_lowest,
1011,0.4,50,6.439,said,q4_highest,
1015,0.2,50,6.918,group,q4_highest,
1017,0.2,25,0.9550000000000001,-,q1_lowest,
1018,0.4,50,6.243,hz,q4_highest,
1024,0.4,50,5.913,importantly,q4_highest,
1026,0.30000000000000004,50,1.462,audience,q3,
1033,0.30000000000000004,50,7.693,2,q4_highest,
1035,0.1,14,0.897,>(,q1_lowest,
1045,0.4,21,1.099,located,q2,
1056,0.4,50,1.166,lords,q2,
1062,0.1,19,0.9380000000000001,load,q1_lowest,
1064,0.2,50,9.541,right,q4_highest,
1065,0.2,50,5.213,-,q3,
1073,0.4,50,7.839,15,q4_highest,
1076,0.1,50,5.867,yu,q4_highest,
1084,0.4,50,7.746,world,q4_highest,
1087,0.4,50,6.802,the,q4_highest,
1089,0.4,50,8.022,the,q4_highest,
1101,0.1,50,12.678,11,q4_highest,comparison words (Most/between/possible) + numbered-list/chapter markers
1103,0.1,11,0.86,twice,q1_lowest,
1107,0.30000000000000004,50,4.759,so,q3,
1120,0.4,50,4.592,sql,q3,
1122,0.4,50,5.518,21,q3,'turn' lemma family (turn/turns/turning/turned) + bracketed citation numbers [21]
1127,0.30000000000000004,50,2.081,`,q3,
1132,0.1,50,6.207,catherine,q4_highest,
1134,0.30000000000000004,11,1.182,weren,q2,
1135,0.2,11,0.843,so,q1_lowest,
1136,0.4,50,6.189,of,q4_highest,
1138,0.2,49,1.038,extent,q1_lowest,
1147,0.2,50,1.548,`,q3,
1149,0.30000000000000004,50,8.925,19,q4_highest,
1152,0.2,50,1.162,');,q2,
1156,0.1,50,12.953,need,q4_highest,"'need(s)' + generic descriptive words (right, sure, hardware) — product-listing prose"
1165,0.30000000000000004,30,1.016,least,q1_lowest,
1168,0.1,18,0.885,earlier,q1_lowest,
1171,0.30000000000000004,50,7.373,thousands,q4_highest,
1174,0.4,50,5.293,cope,q3,
1176,0.4,50,1.7770000000000001,only,q3,
1190,0.2,50,5.62,i,q3,"programming ternary/ternary-operator tokens (i : o, null, Get) — code syntax"
1194,0.1,32,0.962,looking,q1_lowest,
1195,0.2,50,1.576,jury,q3,
1196,0.30000000000000004,50,7.283,directory,q4_highest,
1209,0.2,50,1.172,every,q2,
1214,0.2,50,1.502,',q3,
1218,0.2,28,0.9540000000000001,where,q1_lowest,
1227,0.30000000000000004,50,5.279,?,q3,
1230,0.4,50,7.34,section,q4_highest,
1237,0.1,18,0.893,found,q1_lowest,
1238,0.30000000000000004,50,2.063,#,q3,
1240,0.0,50,7.976,,q4_highest,
1258,0.1,10,0.871,of,q1_lowest,
1259,0.0,50,2.604,,q3,
1262,0.2,50,1.962,great,q3,
1281,0.30000000000000004,21,0.921,-,q1_lowest,
1288,0.30000000000000004,47,1.112,in,q2,
1294,0.2,32,1.016,18,q1_lowest,
1297,0.30000000000000004,41,1.013,and,q1_lowest,
1300,0.2,50,1.5030000000000001,tends,q3,
1302,0.2,15,0.971,consumption,q1_lowest,
1309,0.30000000000000004,18,1.232,depended,q2,
1311,0.4,50,7.13,professional,q4_highest,
1314,0.30000000000000004,11,0.902,others,q1_lowest,
1315,0.30000000000000004,50,5.9350000000000005,",-",q4_highest,
1317,0.4,50,1.554,stared,q3,
1319,0.4,50,6.857,moment,q4_highest,
1321,0.30000000000000004,12,1.505,them,q3,
1326,0.1,10,0.868,newly,q1_lowest,
1328,0.4,50,3.536,rights,q3,
1333,0.2,50,1.171,check,q2,
1336,0.30000000000000004,25,1.013,reserved,q1_lowest,
1340,0.1,50,6.455,29,q4_highest,
1344,0.2,50,1.076,yeah,q2,
1352,0.30000000000000004,50,4.793,contains,q3,
1354,0.4,50,3.239,selection,q3,
1359,0.1,50,3.781,it,q3,
1363,0.2,50,1.484,competition,q3,
1364,0.30000000000000004,38,1.399,into,q2,
1373,0.30000000000000004,50,7.384,09,q4_highest,
1374,0.30000000000000004,14,0.888,regard,q1_lowest,
1375,0.2,50,11.647,centuries,q4_highest,
1378,0.2,12,0.868,?,q1_lowest,
1380,0.4,45,1.556,carolina,q3,
1387,0.2,13,0.922,156,q1_lowest,
1390,0.4,50,14.944,good,q4_highest,moral/value discourse word 'good' + quantifiers (whole/every/same) — same theme as fam1 f1390
1396,0.2,50,1.13,behalf,q2,
1401,0.1,14,0.857,however,q1_lowest,
1404,0.4,50,9.151,but,q4_highest,
1410,0.2,15,1.162,runner,q2,
1411,0.30000000000000004,50,1.286,birth,q2,
1413,0.4,50,4.744,weeks,q3,
1421,0.30000000000000004,50,1.4020000000000001,data,q2,
1424,0.4,50,4.513,drive,q3,
1431,0.2,50,4.486,thu,q3,
1432,0.30000000000000004,15,1.109,among,q2,
1433,0.2,50,1.564,their,q3,
1435,0.30000000000000004,29,0.9410000000000001,âģ¢,q1_lowest,
1437,0.2,21,1.093,operating,q2,
1439,0.2,50,1.139,sees,q2,
1442,0.2,50,1.041,things,q1_lowest,indefinite-pronoun cluster (Things/Nothing/Everything/Most) — 'things to avoid/do' listicle headers
1447,0.1,50,1.023,were,q1_lowest,
1451,0.30000000000000004,50,1.6760000000000002,console,q3,
1468,0.30000000000000004,50,6.682,be,q4_highest,
1469,0.30000000000000004,50,1.354,applicant,q2,
1473,0.4,50,9.176,die,q4_highest,
1476,0.2,50,1.2,${,q2,
1479,0.2,50,1.112,requirements,q2,
1482,0.30000000000000004,50,1.724,his,q3,
1485,0.4,50,5.945,black,q4_highest,
1488,0.1,16,0.888,joint,q1_lowest,
1490,0.1,50,1.262,same,q2,
1492,0.2,13,0.856,),q1_lowest,
1503,0.2,27,1.044,got,q1_lowest,"noisy grab-bag, no clear theme"
1506,0.30000000000000004,50,13.683,with,q4_highest,'in partnering with' / generic preposition feature (with/of) + part-whole words
1510,0.30000000000000004,50,5.839,explore,q4_highest,
1513,0.1,50,1.153,need,q2,
1516,0.1,10,0.864,issue,q1_lowest,
1522,0.4,50,1.134,$$,q2,
1526,0.1,50,0.987,""">",q1_lowest,
1531,0.4,50,1.385,const,q2,
1536,0.2,50,1.294,real,q2,
1542,0.2,50,12.864,first,q4_highest,generic pronoun/discourse words (I/you/first/one) — same recurring generic feature
1543,0.2,50,1.244,hemisphere,q2,
1546,0.30000000000000004,50,1.148,<,q2,
1548,0.2,50,1.479,and,q3,
1556,0.30000000000000004,20,1.003,branches,q1_lowest,
1561,0.4,50,10.716,`,q4_highest,
1563,0.4,12,1.05,meantime,q1_lowest,temporal-connective synonym cluster: meantime/meanwhile/interim
1570,0.2,39,0.972,test,q1_lowest,
1576,0.30000000000000004,50,5.997,came,q4_highest,
1579,0.1,17,0.869,'-,q1_lowest,
1585,0.0,50,6.746,,q4_highest,
1586,0.2,50,1.087,mc,q2,
1591,0.30000000000000004,50,1.18,respectively,q2,
1592,0.4,50,5.663,err,q4_highest,
1593,0.4,50,8.31,your,q4_highest,
1595,0.2,50,1.401,place,q2,
1597,0.4,50,2.608,wedding,q3,
1601,0.4,50,5.943,project,q4_highest,
1606,0.2,50,1.083,as,q2,
1607,0.4,50,2.14,a,q3,
1609,0.2,50,1.2429999999999999,u,q2,
1617,0.2,50,1.433,employees,q3,
1618,0.1,50,1.5230000000000001,later,q3,
1634,0.2,50,7.28,a,q4_highest,
1635,0.2,50,1.3940000000000001,easier,q2,
1642,0.2,50,5.094,finite,q3,
1644,0.1,15,1.2770000000000001,in,q2,
1654,0.2,13,0.9420000000000001,resistance,q1_lowest,
1655,0.4,50,8.688,it,q4_highest,
1659,0.2,17,0.907,why,q1_lowest,
1666,0.4,50,5.731,-,q4_highest,
1669,0.30000000000000004,50,1.091,shall,q2,
1676,0.2,50,6.133,is,q4_highest,
1678,0.2,50,1.442,12,q3,
1681,0.2,50,1.298,?,q2,
1686,0.30000000000000004,50,10.72,4,q4_highest,
1688,0.30000000000000004,50,1.63,community,q3,
1691,0.2,50,1.205,diy,q2,
1696,0.0,50,5.236,,q3,
1703,0.30000000000000004,50,4.7,long,q3,
1711,0.4,11,1.224,protection,q2,
1714,0.1,10,0.862,'t,q1_lowest,
1718,0.2,31,0.878,_,q1_lowest,
1719,0.4,50,1.106,presence,q2,
1720,0.2,50,4.895,problem,q3,
1729,0.2,13,0.883,that,q1_lowest,
1730,0.4,50,6.074,),q4_highest,
1733,0.2,50,1.354,the,q2,
1737,0.30000000000000004,50,4.776,of,q3,
1738,0.2,16,1.002,**,q1_lowest,
1739,0.4,50,9.522,4,q4_highest,
1742,0.4,18,1.197,those,q2,
1744,0.4,50,5.843,the,q4_highest,
1749,0.4,14,0.856,following,q1_lowest,
1753,0.4,50,7.63,"',",q4_highest,
1754,0.4,50,8.615,weather,q4_highest,
1757,0.2,50,1.706,different,q3,
1760,0.2,11,0.892,don,q1_lowest,
1762,0.30000000000000004,50,5.405,&&,q3,
1774,0.4,50,1.4100000000000001,hoped,q2,
1786,0.2,50,6.238,of,q4_highest,
1792,0.2,11,0.8160000000000001,for,q1_lowest,
1796,0.4,25,1.416,station,q2,institution proper-nouns (International Space Station/Academy/Olympic Games) + 'crisis'
1798,0.30000000000000004,50,3.027,54,q3,
1803,0.4,50,7.615,article,q4_highest,
1805,0.30000000000000004,24,1.037,",",q1_lowest,
1807,0.0,50,3.144,,q3,
1808,0.30000000000000004,50,1.307,from,q2,
1818,0.1,27,1.014,vertical,q1_lowest,
1823,0.30000000000000004,50,5.113,89,q3,
1824,0.4,50,1.442,+,q3,
1831,0.1,50,1.408,same,q2,
1833,0.30000000000000004,50,3.908,look,q3,
1839,0.2,50,1.114,brown,q2,
1846,0.2,19,0.932,=],q1_lowest,
1848,0.30000000000000004,23,0.9550000000000001,14,q1_lowest,
1850,0.1,44,0.9400000000000001,for,q1_lowest,
1855,0.30000000000000004,50,1.134,figure,q2,
1862,0.1,50,5.198,bs,q3,
1865,0.30000000000000004,50,13.354,many,q4_highest,quantifier words (many/others/one) + numbered-list items
1871,0.1,18,0.988,d,q1_lowest,
1877,0.4,50,1.135,consider,q2,
1882,0.2,50,1.6440000000000001,impossible,q3,
1884,0.2,50,5.514,theorem,q3,CS/physics theorem & config vocabulary (theorem/option/default/container)
1888,0.30000000000000004,50,1.746,went,q3,
1894,0.1,50,1.312,ages,q2,
1895,0.4,50,1.138,of,q2,
1898,0.4,50,7.153,a,q4_highest,
1903,0.30000000000000004,10,0.916,6,q1_lowest,
1915,0.0,50,6.918,,q4_highest,
1916,0.4,50,7.101,happens,q4_highest,
1923,0.2,50,1.2530000000000001,database,q2,
1924,0.1,50,1.056,doing,q1_lowest,causation-analysis vocabulary (causation/causing/underlying) — legal/testing register
1928,0.4,25,1.127,routine,q2,
1930,0.4,50,1.85,scheme,q3,
1937,0.2,23,0.9390000000000001,midst,q1_lowest,
1939,0.2,50,1.355,""":",q2,
1946,0.1,50,1.557,gave,q3,
1947,0.30000000000000004,50,1.3940000000000001,brighter,q2,
1950,0.2,50,1.5350000000000001,robotic,q3,
1953,0.0,50,6.103,,q4_highest,
1964,0.4,15,0.9580000000000001,to,q1_lowest,
1965,0.1,50,1.348,/>,q2,
1966,0.30000000000000004,50,6.915,74,q4_highest,
1971,0.2,50,1.322,only,q2,
1975,0.1,50,1.084,is,q2,
1990,0.30000000000000004,25,0.9460000000000001,but,q1_lowest,
1996,0.0,50,7.303,,q4_highest,
1999,0.2,12,1.209,102,q2,
2004,0.2,26,1.039,sometimes,q1_lowest,
2014,0.30000000000000004,50,1.4020000000000001,and,q2,
2021,0.1,50,1.5270000000000001,artists,q3,
2025,0.2,50,1.179,writer,q2,
2029,0.2,50,9.931000000000001,provided,q4_highest,
2034,0.30000000000000004,50,1.213,want,q2,
2038,0.4,50,3.771,non,q3,
2044,0.30000000000000004,50,7.436,20,q4_highest,
2045,0.2,15,0.865,in,q1_lowest,
2051,0.30000000000000004,11,0.972,now,q1_lowest,
2055,0.2,29,0.928,and,q1_lowest,
2056,0.30000000000000004,11,0.855,basis,q1_lowest,
2070,0.4,50,9.964,2,q4_highest,
2073,0.2,50,2.922,an,q3,
2074,0.2,50,1.126,named,q2,
2076,0.30000000000000004,50,7.427,ml,q4_highest,
2079,0.2,13,0.884,applicable,q1_lowest,
2080,0.30000000000000004,50,1.117,take,q2,
2081,0.0,50,13.402,,q4_highest,scientific-prose paragraph-break whitespace ('.[ ]The next sentence begins...')
2088,0.30000000000000004,50,1.233,wed,q2,
2098,0.2,10,0.808,without,q1_lowest,
2099,0.1,50,1.358,nearer,q2,
2101,0.2,50,5.779,transfer,q4_highest,
2104,0.1,44,1.333,mouth,q2,
2114,0.1,50,1.007,18,q1_lowest,
2125,0.2,50,1.04,-,q1_lowest,hyphenated 'up-to-date'/'built-in' compound modifiers + generic
2132,0.30000000000000004,50,10.903,activities,q4_highest,
2134,0.2,20,0.976,\\,q1_lowest,
2139,0.30000000000000004,10,0.968,later,q1_lowest,
2140,0.30000000000000004,50,1.445,the,q3,
2143,0.4,50,9.532,que,q4_highest,
2149,0.2,50,1.643,ramadan,q3,
2151,0.30000000000000004,50,5.9879999999999995,host,q4_highest,
2158,0.2,13,0.842,ij,q1_lowest,
2159,0.1,11,0.868,former,q1_lowest,
2160,0.2,50,6.358,holding,q4_highest,
2165,0.30000000000000004,50,4.997,async,q3,
2166,0.30000000000000004,50,1.572,component,q3,
2170,0.30000000000000004,50,1.706,recently,q3,
2175,0.2,50,1.561,the,q3,
2177,0.4,50,3.104,side,q3,
2179,0.2,31,1.262,from,q2,
2183,0.2,13,0.898,accordance,q1_lowest,
2191,0.4,50,3.191,-,q3,
2194,0.4,50,1.423,ensuring,q2,legal-contract vocabulary (terms/ensuring/holding/grounds)
2201,0.2,12,0.919,there,q1_lowest,
2202,0.1,18,1.1400000000000001,link,q2,
2204,0.4,50,6.085,the,q4_highest,
2207,0.30000000000000004,22,0.886,only,q1_lowest,
2210,0.2,50,5.87,should,q4_highest,
2212,0.1,50,1.32,how,q2,
2221,0.2,46,1.867,high,q3,
2222,0.2,50,1.436,who,q3,
2226,0.1,16,0.926,",",q1_lowest,
2231,0.2,50,1.329,metrics,q2,
2232,0.2,50,6.546,there,q4_highest,
2235,0.1,11,1.133,there,q2,
2236,0.30000000000000004,50,7.224,participants,q4_highest,
2244,0.1,50,4.328,also,q3,
2251,0.30000000000000004,50,6.999,âģ¦,q4_highest,
2254,0.2,12,0.855,n,q1_lowest,
2259,0.2,12,0.918,hey,q1_lowest,
2262,0.2,41,0.99,?,q1_lowest,
2274,0.30000000000000004,50,7.345,c,q4_highest,
2276,0.1,43,0.998,09,q1_lowest,
2280,0.2,50,4.283,rise,q3,
2286,0.30000000000000004,50,7.647,is,q4_highest,
2287,0.2,17,1.202,was,q2,
2288,0.2,50,5.394,hello,q3,
2289,0.1,50,1.678,rom,q3,
2295,0.2,50,1.449,she,q3,
2298,0.4,50,4.97,looks,q3,
2303,0.0,50,6.856,,q4_highest,
2307,0.2,50,1.52,midst,q3,
2321,0.2,50,3.031,provider,q3,
2332,0.4,50,6.846,""":",q4_highest,
2334,0.4,50,6.993,non,q4_highest,
2343,0.30000000000000004,50,5.156,well,q3,
2345,0.30000000000000004,50,5.268,version,q3,
2346,0.30000000000000004,50,1.08,mon,q2,
2354,0.2,10,0.8280000000000001,body,q1_lowest,
2356,0.30000000000000004,50,8.148,terms,q4_highest,
2358,0.30000000000000004,32,0.917,the,q1_lowest,
2360,0.4,29,1.445,lo,q3,
2369,0.2,50,1.108,yeah,q2,
2373,0.30000000000000004,50,15.278,old,q4_highest,"age descriptor '-year-old' compound modifier (14-year-old, two-year-old, 9-year-old) — weak grab-bag otherwise"
2374,0.4,50,6.705,the,q4_highest,
2378,0.2,50,7.301,who,q4_highest,
2379,0.2,12,0.922,operating,q1_lowest,
2382,0.1,14,1.082,to,q2,
2388,0.4,50,9.921,$,q4_highest,
2390,0.0,50,6.969,,q4_highest,
2391,0.1,50,1.354,only,q2,
2410,0.30000000000000004,50,5.106,a,q3,
2413,0.30000000000000004,50,6.092,hard,q4_highest,
2414,0.30000000000000004,50,1.649,2,q3,
2415,0.2,19,1.15,1998,q2,
2418,0.4,50,8.742,the,q4_highest,
2420,0.4,39,1.474,transformation,q3,
2421,0.1,50,1.26,our,q2,
2424,0.2,31,1.002,time,q1_lowest,
