fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
1062,0.3,20,0.971,longer,"['yard', 'longer', '139', 'month', '130', 'speed', 'mag', 'longer', 'longer']",q1_lowest,7,0.37466799147209706,"noisy grab-bag, no consistent theme"
1071,0.3,10,0.899,'',"[""''"", '$$', 'others', 'neither', ']:', '$$', ""''"", 'as', ',', ""''""]",q1_lowest,6,0.41272576060173916,"noisy grab-bag, no consistent theme"
1072,0.4,22,1.064,from,"['likes', 'would', 'from', 'no', 'from', 'from', 'whole', 'whole', 'was', 'from']",q1_lowest,11,0.35501611381855686,'home to' idiom (place description) + noisy grab-bag
1086,0.1,50,1.022,dragging,"['dragging', 'farther', '?', '30', 'sole', 'whoever', 'persons', 'oman', 'smoother', 'cared']",q1_lowest,9,0.3097112154141976,noisy grab-bag: finance/business reporting
1097,0.1,11,0.86,set,"['set', '@', 'hit', 'conversion', '31', 'hunt', 'the', 'takes', '1']",q1_lowest,10,0.30760390450925057,"noisy grab-bag, business/tech/media reporting"
1098,0.2,18,0.977,only,"['mundane', 'cases', 'court', 'only', 'commons', 'another', 'and', 'limestone', 'pane', 'only']",q1_lowest,1,0.3348407260663825,'never before existed' + narrative-intensifier grab-bag
1111,0.1,10,0.875,degree,"['degree', 'filed', 'vec', 'persons', 'fellow', 'phd', 'probe']",q1_lowest,13,0.3288251930802731,noisy grab-bag: technical/legal/scientific mix
1129,0.2,50,1.012,23,"['23', '23', '#', 'a', 'long', 'its', 'jury', 'call', 'a', 'to']",q1_lowest,6,0.29863456680798933,"noisy grab-bag, no consistent theme"
1134,0.2,11,0.852,use,"['established', 'âģ¢', 'after', 'finished', 'set', 'use', 'gets', 'program', 'use']",q1_lowest,10,0.3204261106028752,"noisy grab-bag, business/tech/media reporting"
1145,0.3,13,0.863,furthermore,"['furthermore', 'furthermore', ')?', 'e', 'e', ').', 'furthermore', 'depending', 'e', 'which']",q1_lowest,5,0.3893910242258287,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
1146,0.2,13,0.927,11,"['11', 'extent', '/', '11', 'thy', 'cannot', 'et', '&&', 'et', '"",']",q1_lowest,2,0.38864213803558767,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1159,0.2,19,0.994,10,"['no', '10', 'c', 'button', 'c', 'there', 'de', 'when', 'tend', '10']",q1_lowest,12,0.33921350080973445,"noisy grab-bag, no consistent theme"
1228,0.4,50,1.051,ãĺ,"['ãĺ', 'ãĺ', '+', 'than', 'label', 'contact', 'ãĺ', 'format', 'ãĺ', '+']",q1_lowest,3,0.37271684199495086,'once-in-a-lifetime' idiom + 'need'/archaic register mix
1238,0.2,16,0.949,/,"['/', 'own', 'those', 'pace', '08', 'your', '/', 'only', 'those', ',']",q1_lowest,0,0.3041107876657825,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
1239,0.2,25,0.948,terms,"['terms', 'somewhere', 'dec', 'gone', 'ways', 'km', 'terms', 'ways', 'the', 'hour']",q1_lowest,6,0.34889768307225977,"noisy grab-bag, no consistent theme"
1260,0.3,37,1.042,'s,"['.', ""'s"", 'in', 'in', 'a', ""'s"", 'rank', 'favor', '.', ""'s""]",q1_lowest,0,0.3405844174581646,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
1292,0.1,26,0.96,certainly,"['certainly', '46', 'ceo', '2006', 'made', 'deepest', 'only', 'spent', 'and', 'too']",q1_lowest,10,0.33451761228704835,"noisy grab-bag, business/tech/media reporting"
1353,0.2,36,1.042,fractions,"['courtesy', 'sorts', 'fractions', 'conditions', 'while', 'reasonable', '//', 'fractions', 'things', 'processing']",q1_lowest,7,0.38597818708872245,"noisy grab-bag, no consistent theme"
1368,0.2,50,1.058,the,"['promised', 'ratio', 'averaged', 'whole', 'passing', 'the', 'proportional', 'regression', 'the', 'accustomed']",q1_lowest,10,0.36642403385420763,"noisy grab-bag, business/tech/media reporting"
1393,0.2,50,1.067,subscribe,"['004', 'subscribe', 'subscribe', 'duration', '14', 'responds', 'latter', 'recipient', 'previous', 'adhere']",q1_lowest,2,0.4084973183346649,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1410,0.2,42,0.923,3,"['sometimes', '3', 'so', 'need', '3', 'comes', 'so', '0', '13']",q1_lowest,3,0.3262950748534598,'once-in-a-lifetime' idiom + 'need'/archaic register mix
1414,0.3,41,0.965,how,"['up', 'job', 'up', 'how', 'how', 'how', 'for', 'under', 'stayed', 'year']",q1_lowest,6,0.3214672196434655,"noisy grab-bag, no consistent theme"
1421,0.3,15,0.88,behind,"['and', 'a', 'behind', 'the', 'command', 'behind', 'accurate', 'and', 'behind', 'data']",q1_lowest,4,0.4007074764564161,"noisy grab-bag, no consistent theme"
1425,0.3,26,1.058,projected,"['fraction', 'fraction', 'projected', 'projected', 'projected', 'of', '16', 'v', 'of', '21']",q1_lowest,6,0.4143898832016656,"noisy grab-bag, no consistent theme"
1447,0.2,18,0.909,"',","[""',"", '.', ""',"", '2', '|', ',', ',', '|', 'then', 'you']",q1_lowest,0,0.4145143536113827,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
1455,0.1,20,0.927,fourth,"['fourth', 'mayor', 'dated', 'new', 'smoother', 'record', 'withstand', 'each', 'crown', ""';""]",q1_lowest,9,0.3487513567216527,noisy grab-bag: finance/business reporting
1469,0.2,17,1.017,applicant,"['applicant', 'essay', 'others', 'enhancement', '323', 'increase', 'hesitation', 'applicant', 'enhancement', 'argument']",q1_lowest,4,0.3284490414763746,"noisy grab-bag, no consistent theme"
1478,0.2,12,0.882,.,"['.', 'assures', 'scotland', '.', 'before', 'endings', 'fan', 'ans', 'latter', '""/']",q1_lowest,7,0.3574961073640613,"noisy grab-bag, no consistent theme"
1484,0.3,11,0.86,matter,"['matter', 'and', 'beta', 'external', 'matter', 'matter', 'particular', 'goals', 'fundamental', 'note']",q1_lowest,7,0.31897936143507033,"noisy grab-bag, no consistent theme"
1497,0.3,50,1.042,"=""","['unavailable', 'within', '=""', 'a', '=""', 'reached', '=""', 'both', '),', 'various']",q1_lowest,9,0.393035161451153,noisy grab-bag: finance/business reporting
1503,0.3,41,1.06,among,"['unsigned', 'identifying', 'among', 'among', 'subsequent', 'received', 'december', 'prepaid', 'and', 'among']",q1_lowest,13,0.40549150703213627,noisy grab-bag: technical/legal/scientific mix
1505,0.1,18,0.935,dishes,"['dishes', 'aber', 'provinces', 'meetings', 'midst', 'âģ¢', 'agencies', 'respective', '9', 'difference']",q1_lowest,8,0.28974078742652876,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
1509,0.3,50,1.069,interval,"['interval', 'external', '+', 'extends', 'whenever', 'intervals', 'interval', 'vs', 'anniversary', 'interval']",q1_lowest,5,0.41576105840235217,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
1520,0.1,10,0.866,2008,"['2008', '35', 'portuguese', 'fading', '46', 'former', 'latest', '52', 'greatest', 'led']",q1_lowest,2,0.3412725785470243,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1578,0.4,14,0.935,into,"['into', 'into', '21', 'into', '274', 'issue', 'subsistence', 'into', '22', 'org']",q1_lowest,2,0.39939347894969207,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1606,0.2,15,0.954,and,"['and', 'this', '),', 'and', '),', ',', 'which', '8', 'for', 'this']",q1_lowest,2,0.42679305577310706,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1612,0.3,15,0.942,there,"['get', 'there', 'there', '-', 'l', 'there', '2', 'git', 'it', 'them']",q1_lowest,12,0.32677632380780147,"noisy grab-bag, no consistent theme"
1622,0.3,39,1.055,we,"['we', 'was', 'of', 'they', 'we', 'we', ""'"", ""'s"", 'who', 'the']",q1_lowest,0,0.3308373302584698,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
1630,0.2,21,0.947,'s,"['out', ""'s"", 'authorization', 'responsibility', 'yeah', 'offense', 'abandoned', '676', ""'s"", 'dysfunctional']",q1_lowest,7,0.32900633727125894,"noisy grab-bag, no consistent theme"
1651,0.2,26,0.973,wife,"['2004', 'bothering', 'record', 'wife', 'more', 'accents', '221', 'we', 'wife', 'structure']",q1_lowest,9,0.2877043191980292,noisy grab-bag: finance/business reporting
1660,0.4,14,0.857,?,"['to', '?', '});', 'to', '?', '?', 'had', '?', 'virtually', 'and']",q1_lowest,12,0.32788506690454544,"noisy grab-bag, no consistent theme"
1665,0.3,50,1.045,args,"['today', 'origin', 'head', 'args', 'args', 'driven', 'schedule', 'nowhere', 'args', 'causing']",q1_lowest,8,0.3422840487025103,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
1672,0.1,16,0.996,customers,"['customers', 'visible', '),', '$,', '))', 'thunder', '],', 'opposed', 'application', 'the']",q1_lowest,5,0.35052442285904445,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
1714,0.3,50,1.043,order,"['order', 'unable', 'lookout', '#', 'order', 'face', 'order', 'allowed', 'hadn']",q1_lowest,7,0.3930626245906683,"noisy grab-bag, no consistent theme"
1728,0.2,15,1.052,6,"['</', '130', '11', '139', '6', '21', 'see', '6', '13', 'careful']",q1_lowest,2,0.42243464516005313,"citation/reference-list numeric formatting (Volume N, timestamps, number sequences)"
1736,0.2,10,0.841,himself,"['trim', 'hastily', 'tightly', 'even', 'himself', 'routine', '401', 'yourself', 'himself', 'â°']",q1_lowest,9,0.3233016856708005,noisy grab-bag: finance/business reporting
1757,0.2,25,0.921,develop,"['younger', 'definitions', 'enhance', 'develop', ""'"", 'develop', 'officers', 'childhood', 'experience', 'community']",q1_lowest,6,0.31900004780829017,"noisy grab-bag, no consistent theme"
1779,0.2,39,1.026,no,"['no', 'no', 'not', 'ago', 'to', 'probably', 'than', 'âģĵ', 'they', 'ago']",q1_lowest,12,0.2589148077010832,"noisy grab-bag, no consistent theme"
1805,0.3,50,1.017,a,"['every', 'a', '23', 'instant', 'significant', 'a', '-', 'one', 'a']",q1_lowest,10,0.3783635171977784,"noisy grab-bag, business/tech/media reporting"
1815,0.2,50,1.033,association,"['association', 'association', 'reach', '80', 'institute', 'amazing', 'america', '80', 'hub', 'size']",q1_lowest,9,0.29708360899126285,noisy grab-bag: finance/business reporting
1850,0.2,33,0.944,mindset,"['fellow', 'mindset', 'till', 'mindset', 'together', 'group', 'vicinity', 'state', 'psyche', 'suit']",q1_lowest,4,0.36903323686932266,"noisy grab-bag, no consistent theme"
1855,0.1,50,0.999,colonial,"['colonial', 'lives', 'numbers', 'temperatures', 'la', 'itself', 'civil', 'six', 'employment', 'lake']",q1_lowest,5,0.31063690493373913,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
1863,0.2,12,0.899,},"['}', 'among', '\\', '}', 'informed', '></', 'province', 'were', 'most', 'in']",q1_lowest,11,0.33310728141611035,'home to' idiom (place description) + noisy grab-bag
1868,0.2,50,1.063,e,"['which', 'individuals', 'only', 'in', 'e', 'collective', 'they', 'every', 'they', 'e']",q1_lowest,1,0.35877963084389464,'never before existed' + narrative-intensifier grab-bag
1882,0.2,11,0.938,existed,"['existed', 'pressed', 'scene', 'nobody', 'existed', 'job', 'exists', 'there', 'available', 'to']",q1_lowest,1,0.2672772749265258,'never before existed' + narrative-intensifier grab-bag
1890,0.1,10,1.03,their,"['their', 'the', 'f', 'capitol', 'association', '][', 'format', 'where', 'have', '#']",q1_lowest,7,0.324714757023129,"noisy grab-bag, no consistent theme"
1899,0.2,11,0.853,thing,"['good', 'is', 'much', 'thing', 'light', 'too', 'thing', 'most', 'look', 'was']",q1_lowest,12,0.3319784110235714,"noisy grab-bag, no consistent theme"
1911,0.1,13,0.94,60,"['60', '66', 'least', 'he', 'advertisers', 'will', '62', '32', 'waves', 'a']",q1_lowest,8,0.4071862602128436,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
1921,0.3,10,0.887,remained,"['remained', 'better', 'remained', 'appeared', 'thought', 'remained', '19', '&', 'images', 'said']",q1_lowest,7,0.4028600868257762,"noisy grab-bag, no consistent theme"
1956,0.2,11,0.871,});,"['there', 'amongst', 'order', 'whereas', 'degree', 'its', '});', '.', 'only', '});']",q1_lowest,7,0.3429784394484662,"noisy grab-bag, no consistent theme"
