fid,frac,n_total,mean_act,modal,bucket,label
209,0.30000000000000004,50,1.147,so,q2,
210,0.30000000000000004,16,1.188,6,q2,
213,0.4,50,7.896,across,q4_highest,
216,0.1,50,1.076,only,q1_lowest,legal/business nouns (jury/agent/property/deal) — noisy
218,0.1,50,1.211,measured,q2,
219,0.30000000000000004,50,9.15,the,q4_highest,
222,0.2,50,5.219,memory,q3,
223,0.2,50,5.162,risk,q3,
224,0.30000000000000004,12,0.892,thought,q1_lowest,
229,0.0,50,6.317,,q4_highest,
235,0.2,15,1.186,tables,q2,
237,0.4,50,8.343,high,q4_highest,
240,0.1,23,0.9460000000000001,reflection,q1_lowest,
249,0.30000000000000004,50,1.275,",",q2,
250,0.30000000000000004,50,6.259,profile,q4_highest,
267,0.2,16,0.926,and,q1_lowest,
269,0.30000000000000004,50,8.041,wrong,q4_highest,
271,0.2,50,10.817,former,q4_highest,
274,0.30000000000000004,50,1.463,another,q3,
280,0.2,50,1.189,â±,q2,
281,0.30000000000000004,50,5.323,solution,q3,
282,0.2,16,0.923,broke,q1_lowest,
284,0.2,10,0.9470000000000001,9,q1_lowest,
291,0.30000000000000004,12,0.886,our,q1_lowest,
293,0.30000000000000004,50,4.671,to,q3,
299,0.4,50,1.541,><,q3,
303,0.4,50,6.963,comes,q4_highest,
307,0.30000000000000004,50,1.249,was,q2,
313,0.1,18,0.9400000000000001,76,q1_lowest,
317,0.2,50,6.041,father,q4_highest,
318,0.1,12,0.86,662,q1_lowest,
319,0.2,50,1.5030000000000001,'s,q3,
322,0.4,50,6.344,top,q4_highest,
325,0.1,13,0.872,sorts,q1_lowest,
326,0.30000000000000004,50,9.284,playing,q4_highest,
328,0.30000000000000004,50,1.417,second,q3,
331,0.30000000000000004,50,1.5710000000000002,especially,q3,
334,0.30000000000000004,50,1.205,learned,q2,
335,0.30000000000000004,50,4.853,-,q3,
339,0.30000000000000004,50,9.449,time,q4_highest,
343,0.4,50,2.312,have,q3,
346,0.30000000000000004,30,1.141,=,q2,
352,0.2,31,0.93,via,q1_lowest,
354,0.2,50,8.983,with,q4_highest,
357,0.1,18,0.88,)),q1_lowest,
361,0.1,50,1.141,acquired,q2,
362,0.2,29,1.1,s,q2,
364,0.30000000000000004,50,1.601,sort,q3,
365,0.1,50,4.424,value,q3,
366,0.2,50,5.805,interesting,q4_highest,
367,0.2,50,1.3940000000000001,held,q3,
368,0.1,11,0.892,have,q1_lowest,
374,0.4,23,1.09,hadn,q2,
380,0.4,50,1.33,label,q2,
393,0.2,50,1.248,â±,q2,
399,0.4,50,10.844,the,q4_highest,
401,0.4,50,7.898,01,q4_highest,
402,0.2,13,0.9500000000000001,plate,q1_lowest,
410,0.4,50,5.985,use,q4_highest,
413,0.30000000000000004,12,0.846,string,q1_lowest,
414,0.2,50,1.423,'s,q3,
422,0.30000000000000004,50,5.647,leader,q3,
424,0.30000000000000004,50,1.63,other,q3,
425,0.2,50,6.589,inserting,q4_highest,
432,0.4,50,8.16,means,q4_highest,
433,0.0,50,5.703,,q3,code-block leading-newline/tab whitespace (start of function bodies)
435,0.2,50,4.412,of,q3,
436,0.0,50,8.82,,q4_highest,
441,0.2,50,6.142,community,q4_highest,
443,0.2,50,1.374,also,q2,generic connective/possessive words (whose/its/also) — formal descriptive prose
448,0.2,50,1.235,%),q2,
450,0.2,50,5.543,column,q3,
454,0.2,50,7.626,increase,q4_highest,
455,0.4,50,7.504,course,q4_highest,
456,0.2,50,1.397,instruction,q3,
459,0.30000000000000004,50,1.458,thing,q3,
465,0.2,18,1.091,sundays,q2,
471,0.2,50,1.137,against,q2,
473,0.4,50,1.355,it,q2,
475,0.4,39,0.984,armed,q1_lowest,
476,0.30000000000000004,50,7.18,non,q4_highest,
477,0.1,15,0.906,which,q1_lowest,
483,0.4,50,7.492,10,q4_highest,
498,0.2,50,8.446,2007,q4_highest,
499,0.2,50,5.539,almost,q3,
501,0.30000000000000004,50,1.834,walks,q3,
502,0.2,50,1.22,estate,q2,
504,0.30000000000000004,50,5.733,âģ¢,q3,mojibake/encoding-artifact tokens — not real words
512,0.4,50,7.553,that,q4_highest,
513,0.1,18,0.9510000000000001,dealing,q1_lowest,
515,0.4,50,10.558,and,q4_highest,
516,0.4,50,7.446,employees,q4_highest,
525,0.2,50,1.389,.,q3,
535,0.1,50,1.076,automobile,q1_lowest,formal business/legal words (accounting/responsibility/behalf/ordered) — policy/ToS prose
543,0.1,50,1.456,most,q3,
545,0.2,50,13.682,8,q4_highest,"numbered-list items + equations ('=','+') + 'founded'"
550,0.4,50,9.23,takes,q4_highest,
559,0.4,50,1.259,const,q2,
561,0.1,50,1.399,known,q3,
562,0.2,18,0.846,m,q1_lowest,
567,0.4,50,7.499,inches,q4_highest,
571,0.4,50,1.131,duty,q2,
581,0.2,19,0.973,risk,q1_lowest,
582,0.4,50,1.022,**,q1_lowest,
583,0.30000000000000004,12,1.064,anniversary,q1_lowest,
585,0.2,50,15.031,disadvantages,q4_highest,abstract policy/regulatory nouns (regulatory/transparency/disadvantages/users) — same theme as fam1 f585
589,0.1,50,4.111,at,q3,
593,0.2,50,1.282,was,q2,
595,0.4,50,1.315,would,q2,
606,0.4,50,5.04,the,q3,
609,0.1,15,0.935,duration,q1_lowest,
621,0.2,50,1.195,addition,q2,
622,0.30000000000000004,50,5.821,52,q4_highest,
625,0.1,50,1.37,field,q2,goal-oriented abstract nouns (purpose/aim/priority/demand) — policy/marketing prose
633,0.30000000000000004,50,1.264,layer,q2,
634,0.30000000000000004,50,6.448,next,q4_highest,
641,0.30000000000000004,50,6.755,)</,q4_highest,
651,0.2,50,5.627,legal,q3,
654,0.2,50,1.3820000000000001,relation,q3,
669,0.1,50,5.319,120,q3,
672,0.2,50,1.249,old,q2,
679,0.1,50,0.99,proceedings,q1_lowest,
683,0.1,50,1.318,4,q2,
684,0.30000000000000004,50,5.779,activity,q3,physics/systems-dynamics vocabulary (force/friction/impact/input/activity)
693,0.2,50,1.298,were,q2,
695,0.30000000000000004,50,1.166,said,q2,
696,0.2,50,6.885,estimation,q4_highest,
698,0.30000000000000004,17,0.912,neuron,q1_lowest,
700,0.30000000000000004,50,1.023,/,q1_lowest,
701,0.2,50,5.089,section,q3,
703,0.2,50,1.131,into,q2,
709,0.2,50,0.972,&,q1_lowest,
710,0.30000000000000004,12,1.075,r,q1_lowest,"letter 'R' as abbreviation (R-Nev. political affiliation, footnote refs, Raspberry Pi) — orthographic"
724,0.4,26,0.994,lifting,q1_lowest,
728,0.30000000000000004,50,1.059,3,q1_lowest,
730,0.2,50,1.109,explore,q2,
736,0.4,50,8.258,much,q4_highest,
738,0.2,50,1.05,_.,q1_lowest,
744,0.4,25,1.039,ceo,q1_lowest,
745,0.30000000000000004,50,1.379,-,q3,
748,0.2,50,1.037,gpa,q1_lowest,
752,0.4,50,6.709,m,q4_highest,
759,0.1,50,1.101,gives,q2,
761,0.4,50,7.93,a,q4_highest,
762,0.2,50,5.799,160,q4_highest,
765,0.30000000000000004,50,9.231,case,q4_highest,
766,0.2,50,1.7269999999999999,latter,q3,
767,0.2,48,1.061,',q1_lowest,
769,0.1,50,1.083,character,q2,
771,0.2,50,10.573,entire,q4_highest,
772,0.2,11,0.88,those,q1_lowest,
778,0.1,21,0.911,husband,q1_lowest,
779,0.30000000000000004,10,0.931,ratio,q1_lowest,
780,0.1,10,0.8310000000000001,"]),",q1_lowest,
781,0.4,50,7.141,are,q4_highest,
785,0.1,11,0.916,out,q1_lowest,
786,0.2,50,1.201,were,q2,
787,0.1,50,5.796,common,q3,abstract technical/policy nouns (capability/variance/infrastructure/identity/constant)
788,0.2,50,4.94,",",q3,
790,0.30000000000000004,50,6.813,current,q4_highest,
793,0.4,50,6.941,a,q4_highest,
795,0.30000000000000004,50,1.2610000000000001,=,q2,
796,0.1,50,1.258,wish,q2,
797,0.2,50,1.6219999999999999,human,q3,
800,0.30000000000000004,50,7.202,thy,q4_highest,
801,0.4,50,6.783,with,q4_highest,
804,0.2,50,1.329,per,q2,
808,0.4,50,1.357,|,q2,code/table pipe-delimiter '|' formatting + 'intervals' (scheduling/shipping contexts)
809,0.30000000000000004,50,1.134,that,q2,
810,0.2,50,3.141,mission,q3,
819,0.2,50,1.509,in,q3,
820,0.2,50,1.379,so,q3,
830,0.4,50,9.286,it,q4_highest,
837,0.2,50,10.155,her,q4_highest,
840,0.1,50,1.068,many,q1_lowest,"'of X memories/teams' — collective-group nouns, mixed/noisy"
845,0.30000000000000004,50,10.816,the,q4_highest,
851,0.1,35,1.0,brought,q1_lowest,
853,0.30000000000000004,50,6.077,a,q4_highest,
856,0.30000000000000004,50,6.12,objectives,q4_highest,
857,0.30000000000000004,50,1.461,equals,q3,
858,0.2,16,0.899,the,q1_lowest,
859,0.2,50,1.7000000000000002,004,q3,
870,0.2,50,1.392,after,q3,
871,0.1,50,4.8629999999999995,moist,q3,
872,0.2,50,1.425,were,q3,
879,0.2,44,1.027,"),",q1_lowest,
890,0.2,50,1.071,there,q1_lowest,existential/copula verbs (appears/seems/there was) — hedged reporting
892,0.1,20,1.206,blogs,q2,
895,0.2,50,1.061,adaptation,q1_lowest,
897,0.30000000000000004,50,7.516,has,q4_highest,
902,0.2,50,0.9490000000000001,9,q1_lowest,
904,0.2,41,0.985,respectively,q1_lowest,
917,0.30000000000000004,50,1.443,and,q3,
919,0.4,50,7.869,give,q4_highest,
922,0.2,50,1.256,back,q2,
923,0.30000000000000004,19,0.899,watched,q1_lowest,
924,0.2,29,0.9410000000000001,send,q1_lowest,
926,0.2,22,0.919,/**,q1_lowest,
933,0.30000000000000004,50,6.004,binds,q4_highest,
936,0.30000000000000004,50,7.434,lasted,q4_highest,
938,0.1,39,1.074,"),",q1_lowest,negation contractions (aren't/don't) + bare year numbers in reference lists
946,0.2,50,1.043,so,q1_lowest,
948,0.2,50,1.145,then,q2,
955,0.4,50,5.241,day,q3,
965,0.30000000000000004,50,4.66,state,q3,
970,0.1,50,1.272,without,q2,
978,0.4,50,5.849,",",q4_highest,
981,0.30000000000000004,11,1.162,line,q2,
983,0.2,20,0.9570000000000001,40,q1_lowest,
985,0.2,17,0.9470000000000001,audiences,q1_lowest,
987,0.2,12,0.883,once,q1_lowest,
988,0.2,50,1.407,/>,q3,
989,0.1,50,1.066,z,q1_lowest,
994,0.2,11,0.88,said,q1_lowest,
995,0.2,50,7.877,np,q4_highest,
1000,0.4,30,1.046,in,q1_lowest,
1001,0.4,50,1.397,use,q3,
1006,0.30000000000000004,50,14.229,return,q4_highest,programming/math notation vocabulary (return/=/interpret/value)
1008,0.2,50,1.5150000000000001,guys,q3,
1010,0.2,13,0.906,cumulative,q1_lowest,
1016,0.30000000000000004,50,1.38,an,q3,
1018,0.2,50,5.806,hz,q4_highest,
1028,0.2,10,0.838,wake,q1_lowest,
1030,0.2,10,0.857,ponytail,q1_lowest,
1034,0.2,50,4.816,otherwise,q3,
1036,0.30000000000000004,50,1.088,.,q2,
1041,0.2,50,1.08,and,q2,
1042,0.30000000000000004,50,8.453,you,q4_highest,
1051,0.30000000000000004,50,4.734,review,q3,
1052,0.2,50,1.327,want,q2,
1054,0.2,50,1.141,town,q2,
1058,0.4,50,8.8,the,q4_highest,
1062,0.30000000000000004,20,0.971,longer,q1_lowest,
1063,0.4,50,1.3,the,q2,
1064,0.2,50,8.479,labor,q4_highest,
1071,0.30000000000000004,10,0.899,'',q1_lowest,
1072,0.4,22,1.064,from,q1_lowest,
1076,0.0,50,8.558,,q4_highest,
1081,0.4,50,6.404,consult,q4_highest,
1086,0.1,50,1.022,dragging,q1_lowest,
1089,0.2,50,8.963,a,q4_highest,
1096,0.2,50,1.258,given,q2,
1097,0.1,11,0.86,set,q1_lowest,
1098,0.2,18,0.977,only,q1_lowest,
1101,0.2,50,7.458,features,q4_highest,
1103,0.4,50,1.397,trying,q3,
1111,0.1,10,0.875,degree,q1_lowest,
1116,0.2,50,1.278,from,q2,
1117,0.1,50,3.3,021,q3,
1120,0.4,50,8.915,music,q4_highest,
1125,0.2,50,5.582,work,q3,
1127,0.30000000000000004,50,7.396,?,q4_highest,
1129,0.2,50,1.012,23,q1_lowest,
1134,0.2,11,0.852,use,q1_lowest,
1138,0.2,50,1.298,disabled,q2,
1145,0.30000000000000004,13,0.863,furthermore,q1_lowest,
1146,0.2,13,0.927,11,q1_lowest,
1148,0.30000000000000004,50,8.496,allow,q4_highest,
1150,0.4,50,8.817,the,q4_highest,
1156,0.30000000000000004,50,10.328,target,q4_highest,
1159,0.2,19,0.994,10,q1_lowest,
1170,0.30000000000000004,50,4.76,place,q3,
1171,0.30000000000000004,50,8.515,which,q4_highest,
1172,0.4,50,8.118,saw,q4_highest,
1178,0.4,50,6.057,).,q4_highest,
1181,0.30000000000000004,50,1.22,certain,q2,
1182,0.30000000000000004,50,1.474,units,q3,
1185,0.30000000000000004,50,4.406,explain,q3,
1190,0.2,50,3.133,65,q3,
1191,0.30000000000000004,50,7.175,l,q4_highest,
1197,0.2,50,1.572,and,q3,
1208,0.30000000000000004,50,1.491,gears,q3,
1212,0.2,45,1.135,over,q2,
1215,0.2,50,1.418,unique,q3,
1228,0.4,50,1.051,ãĺ,q1_lowest,
1230,0.4,50,7.465,chapter,q4_highest,
1233,0.30000000000000004,50,1.716,ensuring,q3,
1236,0.2,50,1.583,various,q3,
1237,0.2,50,1.377,before,q2,"comparative-epistemic words (known/before/thought) — same cluster as fam1 f1237, recurs across families"
1238,0.2,16,0.9490000000000001,/,q1_lowest,
1239,0.2,25,0.9480000000000001,terms,q1_lowest,
1240,0.0,50,7.6690000000000005,,q4_highest,
1242,0.4,50,7.087,the,q4_highest,
1244,0.30000000000000004,50,1.462,while,q3,
1246,0.4,50,12.541,another,q4_highest,comparative-quantifier words (another/only/more/less)
1260,0.30000000000000004,37,1.042,'s,q1_lowest,
1263,0.4,50,7.393,room,q4_highest,
1265,0.30000000000000004,50,4.838,system,q3,
1277,0.4,26,1.4809999999999999,â»,q3,
1286,0.2,50,1.33,-,q2,
1289,0.4,11,1.116,share,q2,
1292,0.1,26,0.96,certainly,q1_lowest,
1293,0.4,50,7.745,believe,q4_highest,
1300,0.30000000000000004,50,1.164,given,q2,
1308,0.4,50,4.527,c,q3,
1315,0.1,50,1.203,tunnels,q2,
1320,0.1,50,1.303,established,q2,
1329,0.30000000000000004,10,1.196,fantastic,q2,
1332,0.4,50,5.106,",",q3,
1333,0.30000000000000004,50,1.324,which,q2,
1349,0.4,50,10.565,haven,q4_highest,
1353,0.2,36,1.042,fractions,q1_lowest,
1356,0.30000000000000004,50,7.033,really,q4_highest,
1359,0.2,50,4.635,you,q3,
1362,0.4,50,6.618,/,q4_highest,
1367,0.4,50,5.111,situation,q3,
1368,0.2,50,1.058,the,q1_lowest,
1369,0.1,50,1.284,with,q2,
1374,0.2,50,1.58,mind,q3,
1375,0.2,50,4.983,served,q3,
1378,0.30000000000000004,50,1.603,yeah,q3,
1382,0.30000000000000004,44,1.205,pick,q2,
1384,0.30000000000000004,50,6.273,of,q4_highest,
1386,0.2,50,1.401,had,q3,
1389,0.1,50,1.411,cutting,q3,
1390,0.4,50,9.205,good,q4_highest,
1392,0.2,50,1.322,if,q2,
1393,0.2,50,1.067,subscribe,q1_lowest,newsletter/subscription vocabulary (subscribe/recipient/duration) + clinical patient counts
1394,0.2,50,3.425,encompasses,q3,
1397,0.2,50,1.084,by,q2,
1398,0.2,11,1.1280000000000001,1998,q2,
1401,0.4,50,1.3559999999999999,by,q2,
1410,0.2,42,0.923,3,q1_lowest,
1414,0.30000000000000004,41,0.965,how,q1_lowest,
1420,0.4,50,7.841,go,q4_highest,
1421,0.30000000000000004,15,0.88,behind,q1_lowest,
1425,0.30000000000000004,26,1.058,projected,q1_lowest,
1436,0.2,50,5.876,397,q4_highest,
1446,0.2,50,1.447,ages,q3,
1447,0.2,18,0.909,"',",q1_lowest,
1455,0.1,20,0.927,fourth,q1_lowest,
1463,0.1,50,1.121,*,q2,
1466,0.1,50,1.096,something,q2,
1469,0.2,17,1.017,applicant,q1_lowest,
1473,0.4,50,9.453,que,q4_highest,
1478,0.2,12,0.882,.,q1_lowest,
1483,0.30000000000000004,50,1.558,multiple,q3,
1484,0.30000000000000004,11,0.86,matter,q1_lowest,
1485,0.30000000000000004,50,8.998,october,q4_highest,
1492,0.30000000000000004,50,1.1320000000000001,for,q2,
1497,0.30000000000000004,50,1.042,"=""",q1_lowest,
1503,0.30000000000000004,41,1.06,among,q1_lowest,
1505,0.1,18,0.935,dishes,q1_lowest,
1506,0.4,50,6.052,-,q4_highest,
1509,0.30000000000000004,50,1.069,interval,q1_lowest,'interval' lemma family (statistics/math) + technical comparison symbols
1510,0.4,50,4.9879999999999995,a,q3,
1511,0.2,50,6.401,77,q4_highest,
1520,0.1,10,0.866,2008,q1_lowest,
1521,0.30000000000000004,50,5.614,the,q3,
1527,0.2,50,1.086,thought,q2,
1533,0.4,50,6.838,to,q4_highest,
1534,0.2,50,1.3719999999999999,response,q2,business-correspondence & biotech-methods vocabulary (response/device/company/team)
1541,0.4,50,4.7940000000000005,><,q3,
1542,0.30000000000000004,50,14.49,you,q4_highest,generic first/second-person narrative pronouns (you/we/first/people)
1544,0.2,50,1.162,generation,q2,
1547,0.1,50,1.154,obstacles,q2,
1549,0.1,13,1.124,least,q2,
1555,0.4,50,7.378,weight,q4_highest,
1557,0.4,50,1.278,the,q2,
1560,0.4,50,10.958,10,q4_highest,
1564,0.1,50,1.08,38,q2,
1573,0.30000000000000004,50,1.143,part,q2,
1578,0.4,14,0.935,into,q1_lowest,
1581,0.2,50,1.5710000000000002,account,q3,
1582,0.30000000000000004,50,1.576,very,q3,
1589,0.30000000000000004,50,1.197,menu,q2,
1591,0.2,50,1.077,-,q2,
1593,0.4,50,6.225,the,q4_highest,
1600,0.2,50,6.941,to,q4_highest,
1602,0.0,50,12.699,,q4_highest,code-indentation whitespace tokens (same recurring pattern as fam1 f166/f2081)
1604,0.4,50,1.171,credit,q2,
1606,0.2,15,0.9540000000000001,and,q1_lowest,
1610,0.30000000000000004,50,1.5630000000000002,$\,q3,
1612,0.30000000000000004,15,0.9420000000000001,there,q1_lowest,
1614,0.4,50,6.012,to,q4_highest,
1616,0.2,50,1.18,third,q2,
1622,0.30000000000000004,39,1.055,we,q1_lowest,
1627,0.1,50,1.241,away,q2,
1630,0.2,21,0.9470000000000001,'s,q1_lowest,
1637,0.2,50,1.101,to,q2,
1638,0.2,50,5.565,classic,q3,
1641,0.2,50,3.577,most,q3,
1642,0.30000000000000004,50,5.594,designer,q3,
1648,0.4,50,5.133,point,q3,
1649,0.30000000000000004,50,5.946,frame,q4_highest,
1651,0.2,26,0.973,wife,q1_lowest,
1652,0.4,50,3.9290000000000003,his,q3,
1659,0.1,50,1.317,kinds,q2,
1660,0.4,14,0.857,?,q1_lowest,
1665,0.30000000000000004,50,1.045,args,q1_lowest,
1672,0.1,16,0.996,customers,q1_lowest,
1673,0.2,50,4.32,sixty,q3,
1682,0.0,50,5.719,,q3,HTML table-cell tab/whitespace separator (between <td> numeric cells)
1683,0.1,50,1.327,bytes,q2,
1686,0.30000000000000004,50,12.285,described,q4_highest,
1688,0.4,50,4.026,social,q3,
1692,0.2,50,1.225,that,q2,
1698,0.30000000000000004,50,5.419,deciding,q3,
1703,0.30000000000000004,50,5.126,*/,q3,
1706,0.30000000000000004,50,5.819,inputs,q4_highest,
1714,0.30000000000000004,50,1.043,order,q1_lowest,
1718,0.30000000000000004,50,1.3780000000000001,high,q2,evaluative adjective 'high' (quality/quantity) + generic descriptors
1720,0.30000000000000004,50,5.953,section,q4_highest,
1722,0.30000000000000004,50,1.19,way,q2,
1724,0.2,50,10.266,")),",q4_highest,
1728,0.2,15,1.052,6,q1_lowest,
1730,0.4,50,6.985,2,q4_highest,
1732,0.2,50,1.306,.,q2,
1736,0.2,10,0.841,himself,q1_lowest,
1738,0.2,50,1.393,little,q3,
1739,0.1,50,1.224,middle,q2,
1742,0.30000000000000004,50,1.116,'.,q2,
1744,0.4,50,10.076,the,q4_highest,
1747,0.30000000000000004,50,7.084,ceo,q4_highest,
1748,0.4,21,1.3820000000000001,expectancy,q3,
1753,0.0,50,6.723,,q4_highest,
1757,0.2,25,0.921,develop,q1_lowest,
1760,0.2,50,1.365,nearer,q2,proximity/comparative adverbs (nearer/closer/now) — approach-narrative (something drawing near)
1763,0.4,50,1.558,"""""""",q3,
1765,0.2,50,1.442,such,q3,
1771,0.2,50,1.077,22,q2,
1775,0.2,50,10.494,they,q4_highest,
1779,0.2,39,1.026,no,q1_lowest,
1782,0.2,50,1.327,**,q2,
1783,0.30000000000000004,50,1.2770000000000001,*/,q2,
1790,0.4,50,6.477,the,q4_highest,
1798,0.2,50,1.411,players,q3,
1800,0.1,50,1.079,18,q2,
1805,0.30000000000000004,50,1.017,a,q1_lowest,
1807,0.0,50,2.983,,q3,
1815,0.2,50,1.033,association,q1_lowest,
1816,0.4,50,4.74,benefits,q3,
1819,0.30000000000000004,12,1.301,he,q2,
1822,0.2,50,9.748,fields,q4_highest,
1823,0.4,50,6.211,90,q4_highest,
1833,0.30000000000000004,50,6.053,joined,q4_highest,
1834,0.30000000000000004,50,1.251,greek,q2,
1850,0.2,33,0.9440000000000001,mindset,q1_lowest,
1855,0.1,50,0.999,colonial,q1_lowest,
1859,0.4,50,6.325,a,q4_highest,
1862,0.1,50,6.792,therefore,q4_highest,
1863,0.2,12,0.899,},q1_lowest,
1865,0.1,50,13.861,first,q4_highest,comparison/ordinal words (first/former/latter/highest/one)
1868,0.2,50,1.063,e,q1_lowest,
1871,0.30000000000000004,50,1.467,the,q3,
1873,0.4,50,1.113,such,q2,
1874,0.1,50,1.317,that,q2,
1882,0.2,11,0.9380000000000001,existed,q1_lowest,
1887,0.4,11,1.17,by,q2,
1890,0.1,10,1.03,their,q1_lowest,
1893,0.30000000000000004,50,1.569,backgrounds,q3,
1898,0.4,50,7.588,color,q4_highest,
1899,0.2,11,0.853,thing,q1_lowest,
1901,0.2,50,1.871,took,q3,
1904,0.2,50,1.389,the,q3,
1910,0.0,50,1.841,,q3,
1911,0.1,13,0.9400000000000001,60,q1_lowest,
1917,0.2,50,1.45,moment,q3,
1920,0.30000000000000004,50,4.405,into,q3,
1921,0.30000000000000004,10,0.887,remained,q1_lowest,
1926,0.1,50,1.102,celsius,q2,
1931,0.30000000000000004,50,1.3940000000000001,this,q3,
1937,0.2,50,1.492,people,q3,
1946,0.1,11,1.099,foster,q2,
1947,0.4,50,1.268,in,q2,
1950,0.30000000000000004,50,1.216,ample,q2,
1956,0.2,11,0.871,});,q1_lowest,
1957,0.2,50,1.143,costs,q2,
1958,0.0,50,1.9849999999999999,,q3,
1960,0.1,50,6.852,*/,q4_highest,
1967,0.30000000000000004,12,0.912,grew,q1_lowest,
1968,0.30000000000000004,50,5.273,discount,q3,
1969,0.4,50,1.102,a,q2,
1972,0.30000000000000004,50,5.965,find,q4_highest,
1974,0.4,50,1.6480000000000001,have,q3,
1979,0.30000000000000004,50,8.714,prevent,q4_highest,
1988,0.2,50,1.667,those,q3,
1989,0.2,50,1.106,to,q2,
1992,0.30000000000000004,50,5.475,looking,q3,
1993,0.2,20,0.9500000000000001,duration,q1_lowest,
1996,0.0,50,8.973,,q4_highest,
2002,0.30000000000000004,50,1.22,and,q2,
2003,0.2,50,1.391,0,q3,
2006,0.2,50,1.538,administrator,q3,
2009,0.2,36,1.006,9999,q1_lowest,
2012,0.2,24,0.936,addition,q1_lowest,
2024,0.2,22,1.015,points,q1_lowest,
2026,0.2,12,0.9550000000000001,outer,q1_lowest,
2029,0.2,50,6.118,product,q4_highest,
2030,0.2,50,1.689,task,q3,
2042,0.4,50,8.513,thousand,q4_highest,
2043,0.2,17,0.9490000000000001,former,q1_lowest,
2045,0.2,50,1.25,1000,q2,
2048,0.30000000000000004,50,5.983,01,q4_highest,
2049,0.2,50,1.103,""",""",q2,
2052,0.30000000000000004,50,1.5350000000000001,are,q3,
2055,0.30000000000000004,50,1.5110000000000001,fruition,q3,
2059,0.2,31,0.9520000000000001,implied,q1_lowest,
2072,0.30000000000000004,50,6.357,functions,q4_highest,
2080,0.2,50,1.052,here,q1_lowest,
2081,0.0,50,12.213,,q4_highest,
2086,0.2,10,0.886,huh,q1_lowest,
2088,0.2,50,1.268,void,q2,
2091,0.4,50,6.349,2,q4_highest,
2098,0.2,50,1.403,procedure,q3,
2099,0.1,50,1.57,bury,q3,
2101,0.30000000000000004,50,7.38,stores,q4_highest,
2106,0.4,50,7.835,case,q4_highest,
2126,0.2,10,0.902,at,q1_lowest,
2130,0.4,50,1.172,sec,q2,
2131,0.2,50,6.763,number,q4_highest,
2135,0.1,50,6.186,53,q4_highest,
2138,0.30000000000000004,50,12.264,values,q4_highest,
2139,0.2,50,1.569,feel,q3,
2141,0.2,50,1.205,part,q2,
2143,0.4,50,8.059,que,q4_highest,
2145,0.4,50,8.177,method,q4_highest,
2153,0.30000000000000004,50,4.003,still,q3,
2156,0.2,18,0.875,per,q1_lowest,
2160,0.30000000000000004,50,8.667,the,q4_highest,
