split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
tough_vs_raising_2,575,Janet was unlikely to leave this lake.,Janet was irritating to leave this lake.,tough_vs_raising_2_good_575,tough_vs_raising_2_bad_575,longformer-495_499.parquet,longformer-595_599.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-48.328731536865234,-55.3862190246582,8,8
passive_1,406,Adam's girlfriend wasn't attacked by Kenneth's best friend.,Adam's girlfriend wasn't shouted by Kenneth's best friend.,passive_1_good_406,passive_1_bad_406,longformer-1040_1044.parquet,longformer-1030_1034.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-60.9771614074707,-64.03289031982422,12,12
coordinate_structure_constraint_complex_left_branch,76,Which banks was James boycotting and Jill appreciating?,Which was James boycotting banks and Jill appreciating?,coordinate_structure_constraint_complex_left_branch_good_76,coordinate_structure_constraint_complex_left_branch_bad_76,longformer-980_984.parquet,longformer-985_989.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-91.66128540039062,-91.0390853881836,9,9
inchoative,275,Some light has dimmed.,Some light has lifted.,inchoative_good_275,inchoative_bad_275,longformer-55_59.parquet,longformer-55_59.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-35.75017547607422,-29.111778259277344,5,5
regular_plural_subject_verb_agreement_2,503,The bird worries Sharon.,The birds worries Sharon.,regular_plural_subject_verb_agreement_2_good_503,regular_plural_subject_verb_agreement_2_bad_503,longformer-90_94.parquet,longformer-110_114.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-40.49085998535156,-42.27497863769531,5,5
determiner_noun_agreement_1,91,Thomas can boycott these committees.,Thomas can boycott these committee.,determiner_noun_agreement_1_good_91,determiner_noun_agreement_1_bad_91,longformer-460_464.parquet,longformer-400_404.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-41.76430130004883,-43.19901657104492,6,6
only_npi_scope,396,Only Holly's grandfather who the forks upset ever examines this commentary.,Holly's grandfather who only the forks upset ever examines this commentary.,only_npi_scope_good_396,only_npi_scope_bad_396,longformer-1205_1209.parquet,longformer-1215_1219.parquet,pythia-160m-step512-1200_1399.parquet,pythia-160m-step512-1200_1399.parquet,-102.67535400390625,-108.8258056640625,13,13
irregular_past_participle_adjectives,291,The hidden cars are important.,The hid cars are important.,irregular_past_participle_adjectives_good_291,irregular_past_participle_adjectives_bad_291,longformer-235_239.parquet,longformer-135_139.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-0_199.parquet,-33.20263671875,-37.478057861328125,6,6
principle_A_case_1,439,Kayla thinks that she might drive to this mountain.,Kayla thinks that herself might drive to this mountain.,principle_A_case_1_good_439,principle_A_case_1_bad_439,longformer-890_894.parquet,longformer-990_994.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-63.58462142944336,-68.03059387207031,10,10
npi_present_2,379,The Lutherans also salute.,The Lutherans ever salute.,npi_present_2_good_379,npi_present_2_bad_379,longformer-120_124.parquet,longformer-130_134.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-46.43083953857422,-46.20003128051758,5,5
complex_NP_island,62,Who aren't Jerry's partners that would argue about a lot of boys visiting?,Who aren't a lot of boys visiting Jerry's partners that would argue about?,complex_NP_island_good_62,complex_NP_island_bad_62,longformer-1195_1199.parquet,longformer-1195_1199.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-89.92864990234375,-87.70623016357422,16,16
wh_questions_subject_gap,612,Every teacher forgot a child that hid most cups.,Every teacher forgot what a child hid most cups.,wh_questions_subject_gap_good_612,wh_questions_subject_gap_bad_612,longformer-795_799.parquet,longformer-815_819.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-69.94563293457031,-72.37130737304688,10,10
wh_vs_that_with_gap_long_distance,667,Those museums discover what most tomatoes that baked look like.,Those museums discover that most tomatoes that baked look like.,wh_vs_that_with_gap_long_distance_good_667,wh_vs_that_with_gap_long_distance_bad_667,longformer-1090_1094.parquet,longformer-1095_1099.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-80.48081970214844,-77.76417541503906,11,11
determiner_noun_agreement_1,98,Benjamin isn't praising these cashiers.,Benjamin isn't praising these cashier.,determiner_noun_agreement_1_good_98,determiner_noun_agreement_1_bad_98,longformer-520_524.parquet,longformer-515_519.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-67.57071685791016,-66.91696166992188,7,7
sentential_subject_island,534,Who have a lot of associations' astounding Rebecca disturbed.,Who have a lot of associations' astounding disturbed Rebecca.,sentential_subject_island_good_534,sentential_subject_island_bad_534,longformer-1070_1074.parquet,longformer-1080_1084.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-74.24117279052734,-73.9582748413086,11,11
npi_present_2,375,Natalie has really forgotten about who has read.,Natalie has ever forgotten about who has read.,npi_present_2_good_375,npi_present_2_bad_375,longformer-805_809.parquet,longformer-750_754.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-600_799.parquet,-67.5172119140625,-68.23970031738281,9,9
irregular_past_participle_adjectives,293,The broken carriages were bad.,The broke carriages were bad.,irregular_past_participle_adjectives_good_293,irregular_past_participle_adjectives_bad_293,longformer-240_244.parquet,longformer-195_199.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-44.31559753417969,-45.622806549072266,6,6
coordinate_structure_constraint_object_extraction,86,Who could Derek and Nina observe?,Who can Derek observe and Nina?,coordinate_structure_constraint_object_extraction_good_86,coordinate_structure_constraint_object_extraction_bad_86,longformer-325_329.parquet,longformer-255_259.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-51.3433837890625,-49.361572265625,7,7
wh_questions_object_gap,606,The Lutherans knew a lot of actresses that the patients had aggravated.,The Lutherans knew who the patients had aggravated a lot of actresses.,wh_questions_object_gap_good_606,wh_questions_object_gap_bad_606,longformer-1170_1174.parquet,longformer-1160_1164.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-85.05247497558594,-85.9743423461914,13,13
expletive_it_object_raising,261,The Clintons predict it to be worth mentioning that David might argue.,The Clintons can persuade it to be worth mentioning that David might argue.,expletive_it_object_raising_good_261,expletive_it_object_raising_bad_261,longformer-1165_1169.parquet,longformer-1210_1214.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1200_1399.parquet,-82.56239318847656,-83.97135162353516,13,14
irregular_plural_subject_verb_agreement_2,328,The feet aren't falling.,The foot aren't falling.,irregular_plural_subject_verb_agreement_2_good_328,irregular_plural_subject_verb_agreement_2_bad_328,longformer-75_79.parquet,longformer-85_89.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-34.4258918762207,-34.9149284362793,6,6
anaphor_gender_agreement,12,Martin admires himself.,Martin admires herself.,anaphor_gender_agreement_good_12,anaphor_gender_agreement_bad_12,longformer-60_64.parquet,longformer-60_64.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-29.400606155395508,-30.218521118164062,4,4
determiner_noun_agreement_irregular_2,126,Most teachers escape from these men.,Most teachers escape from this men.,determiner_noun_agreement_irregular_2_good_126,determiner_noun_agreement_irregular_2_bad_126,longformer-445_449.parquet,longformer-410_414.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-35.06462860107422,-39.09955596923828,7,7
determiner_noun_agreement_with_adjective_1,163,Some adults care for this serious guy.,Some adults care for this serious guys.,determiner_noun_agreement_with_adjective_1_good_163,determiner_noun_agreement_with_adjective_1_bad_163,longformer-490_494.parquet,longformer-530_534.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-46.767066955566406,-47.33171081542969,8,8
irregular_plural_subject_verb_agreement_1,310,Some oasis alarms Brett.,Some oasis alarm Brett.,irregular_plural_subject_verb_agreement_1_good_310,irregular_plural_subject_verb_agreement_1_bad_310,longformer-85_89.parquet,longformer-70_74.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-49.2672233581543,-48.04248809814453,5,5
principle_A_domain_2,461,Many teenagers explain Valerie reveals herself.,Many teenagers explain Valerie reveals themselves.,principle_A_domain_2_good_461,principle_A_domain_2_bad_461,longformer-785_789.parquet,longformer-880_884.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-800_999.parquet,-59.49402618408203,-59.005958557128906,7,7
tough_vs_raising_1,563,Kenneth wasn't fun to cure.,Kenneth wasn't likely to cure.,tough_vs_raising_1_good_563,tough_vs_raising_1_bad_563,longformer-145_149.parquet,longformer-245_249.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-200_399.parquet,-41.86811065673828,-41.15913391113281,7,7
determiner_noun_agreement_irregular_1,119,Carrie had aggravated those alumni.,Carrie had aggravated those alumnus.,determiner_noun_agreement_irregular_1_good_119,determiner_noun_agreement_irregular_1_bad_119,longformer-430_434.parquet,longformer-440_444.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-49.56539535522461,-56.25837326049805,6,6
distractor_agreement_relational_noun,174,The mother of those dancers has researched those documentaries.,The mother of those dancers have researched those documentaries.,distractor_agreement_relational_noun_good_174,distractor_agreement_relational_noun_bad_174,longformer-1090_1094.parquet,longformer-1105_1109.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-71.86825561523438,-68.28128051757812,10,10
superlative_quantifiers_1,549,No senator drops by more than four grocery stores.,No senator drops by at least four grocery stores.,superlative_quantifiers_1_good_549,superlative_quantifiers_1_bad_549,longformer-850_854.parquet,longformer-825_829.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-58.45569610595703,-59.31993865966797,10,10
only_npi_licensor_present,380,Only Carol ever argued about Brad.,Even Carol ever argued about Brad.,only_npi_licensor_present_good_380,only_npi_licensor_present_bad_380,longformer-375_379.parquet,longformer-385_389.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-56.103607177734375,-53.46173858642578,7,7
distractor_agreement_relative_clause,181,All teachers that helped Jason disturb Regina.,All teachers that helped Jason disturbs Regina.,distractor_agreement_relative_clause_good_181,distractor_agreement_relative_clause_bad_181,longformer-755_759.parquet,longformer-775_779.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-600_799.parquet,-67.00588989257812,-70.41747283935547,8,8
distractor_agreement_relational_noun,172,The print of many doctors hasn't upset Wendy.,The print of many doctors haven't upset Wendy.,distractor_agreement_relational_noun_good_172,distractor_agreement_relational_noun_bad_172,longformer-705_709.parquet,longformer-740_744.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-600_799.parquet,-72.09947204589844,-70.35791778564453,10,10
existential_there_object_raising,227,An adult is declaring there to be a rug vanishing.,An adult is badgering there to be a rug vanishing.,existential_there_object_raising_good_227,existential_there_object_raising_bad_227,longformer-870_874.parquet,longformer-855_859.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-75.84231567382812,-89.28047943115234,11,11
complex_NP_island,66,Who won't Ruth's girlfriend that does disagree with Brian's friend appreciate?,Who won't Brian's friend appreciate Ruth's girlfriend that does disagree with?,complex_NP_island_good_66,complex_NP_island_bad_66,longformer-1230_1234.parquet,longformer-1230_1234.parquet,pythia-160m-step512-1200_1399.parquet,pythia-160m-step512-1200_1399.parquet,-95.94414520263672,-99.8046875,15,15
drop_argument,194,William wasn't helping.,William wasn't boasting about.,drop_argument_good_194,drop_argument_bad_194,longformer-70_74.parquet,longformer-245_249.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-200_399.parquet,-27.166278839111328,-41.9748420715332,5,6
principle_A_domain_1,459,Lucille imagined that rice was impressing her.,Lucille imagined that rice was impressing herself.,principle_A_domain_1_good_459,principle_A_domain_1_bad_459,longformer-760_764.parquet,longformer-870_874.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-800_999.parquet,-69.20509338378906,-70.11205291748047,8,8
only_npi_scope,397,Only Samuel's dentists who the broccoli shocks ever like to speak up.,Samuel's dentists who only the broccoli shocks ever like to speak up.,only_npi_scope_good_397,only_npi_scope_bad_397,longformer-1155_1159.parquet,longformer-1150_1154.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-100.87999725341797,-108.14234924316406,14,14
principle_A_domain_3,477,Kathleen imagines Benjamin shouldn't admire himself.,Benjamin imagines Kathleen shouldn't admire himself.,principle_A_domain_3_good_477,principle_A_domain_3_bad_477,longformer-905_909.parquet,longformer-905_909.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-77.47888946533203,-68.95269775390625,8,8
principle_A_c_command,421,Many essays that bore Michelle scared themselves.,Many essays that bore Michelle scared herself.,principle_A_c_command_good_421,principle_A_c_command_bad_421,longformer-840_844.parquet,longformer-750_754.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-600_799.parquet,-62.936798095703125,-62.75849533081055,8,8
complex_NP_island,61,Who isn't the nephew of Ella that praises Mitchell curing?,Who isn't Mitchell curing the nephew of Ella that praises?,complex_NP_island_good_61,complex_NP_island_bad_61,longformer-1020_1024.parquet,longformer-1030_1034.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-93.01507568359375,-92.27902221679688,12,12
npi_present_2,374,Catherine has also refused to swallow.,Catherine has ever refused to swallow.,npi_present_2_good_374,npi_present_2_bad_374,longformer-505_509.parquet,longformer-495_499.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-48.60450744628906,-52.40101623535156,7,7
wh_vs_that_no_gap_long_distance,647,These women forget that boys that embarrasses Christine forget Monica.,These women forget who boys that embarrasses Christine forget Monica.,wh_vs_that_no_gap_long_distance_good_647,wh_vs_that_no_gap_long_distance_bad_647,longformer-1165_1169.parquet,longformer-1150_1154.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-93.92962646484375,-97.27975463867188,11,11
wh_vs_that_with_gap,658,Derek is figuring out what an alumnus walks through.,Derek is figuring out that an alumnus walks through.,wh_vs_that_with_gap_good_658,wh_vs_that_with_gap_bad_658,longformer-915_919.parquet,longformer-920_924.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-79.520263671875,-80.66650390625,10,10
npi_present_1,364,Even David had often talked.,Even David had ever talked.,npi_present_1_good_364,npi_present_1_bad_364,longformer-175_179.parquet,longformer-150_154.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-36.29794692993164,-31.886600494384766,6,6
causative,52,Carl has turned that carriage.,Carl has vanished that carriage.,causative_good_52,causative_bad_52,longformer-230_234.parquet,longformer-305_309.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-37.248191833496094,-40.702064514160156,6,6
ellipsis_n_bar_2,211,A picture does look like four shawls and the photographs of Douglas couldn't look like five red shawls.,A picture does look like four blue shawls and the photographs of Douglas couldn't look like five red.,ellipsis_n_bar_2_good_211,ellipsis_n_bar_2_bad_211,longformer-1320_1324.parquet,longformer-1315_1319.parquet,pythia-160m-step512-1200_1399.parquet,pythia-160m-step512-1200_1399.parquet,-149.1901092529297,-137.04684448242188,20,20
wh_vs_that_with_gap,659,Alexander wasn't revealing what girls hadn't worn.,Alexander wasn't revealing that girls hadn't worn.,wh_vs_that_with_gap_good_659,wh_vs_that_with_gap_bad_659,longformer-880_884.parquet,longformer-875_879.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-60.87584686279297,-60.075958251953125,10,10
determiner_noun_agreement_with_adjective_1,161,The rug had irritated those small banks.,The rug had irritated those small bank.,determiner_noun_agreement_with_adjective_1_good_161,determiner_noun_agreement_with_adjective_1_bad_161,longformer-565_569.parquet,longformer-520_524.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-62.01481628417969,-62.894832611083984,8,8
principle_A_c_command,422,The senators that had hugged Deanna cured themselves.,The senators that had hugged Deanna cured herself.,principle_A_c_command_good_422,principle_A_c_command_bad_422,longformer-925_929.parquet,longformer-860_864.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-76.39424896240234,-75.51931762695312,9,9
animate_subject_trans,40,Every man had cured all teachers.,This skateboard had cured all teachers.,animate_subject_trans_good_40,animate_subject_trans_bad_40,longformer-345_349.parquet,longformer-550_554.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-400_599.parquet,-46.183475494384766,-56.53600311279297,7,7
passive_2,419,Renee's employees are referenced.,Renee's employees are profited.,passive_2_good_419,passive_2_bad_419,longformer-360_364.parquet,longformer-260_264.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-51.92535400390625,-55.69490051269531,6,6
animate_subject_trans,44,Cynthia had all stairs.,Politics had all stairs.,animate_subject_trans_good_44,animate_subject_trans_bad_44,longformer-60_64.parquet,longformer-75_79.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-47.3218994140625,-33.74053192138672,5,5
animate_subject_trans,48,The libraries weren't referencing Bethany.,Those steps weren't referencing Bethany.,animate_subject_trans_good_48,animate_subject_trans_bad_48,longformer-640_644.parquet,longformer-580_584.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-400_599.parquet,-61.623291015625,-59.34623718261719,7,7
ellipsis_n_bar_2,214,A lot of students research one organization and all doctors research more popular organization.,A lot of students research one good organization and all doctors research more popular.,ellipsis_n_bar_2_good_214,ellipsis_n_bar_2_bad_214,longformer-1305_1309.parquet,longformer-1280_1284.parquet,pythia-160m-step512-1200_1399.parquet,pythia-160m-step512-1200_1399.parquet,-100.74071502685547,-102.32312774658203,15,15
adjunct_island,8,What does Beth scan without discussing the newspaper article?,What does Beth scan the newspaper article without discussing?,adjunct_island_good_8,adjunct_island_bad_8,longformer-1070_1074.parquet,longformer-1075_1079.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-72.11897277832031,-76.30435180664062,10,10
existential_there_quantifiers_1,238,There wasn't a cucumber going bad.,There wasn't each cucumber going bad.,existential_there_quantifiers_1_good_238,existential_there_quantifiers_1_bad_238,longformer-375_379.parquet,longformer-480_484.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-400_599.parquet,-50.220367431640625,-56.158355712890625,8,8
tough_vs_raising_1,568,Anne wasn't enjoyable to conceal.,Anne wasn't certain to conceal.,tough_vs_raising_1_good_568,tough_vs_raising_1_bad_568,longformer-320_324.parquet,longformer-255_259.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-37.834903717041016,-36.49238967895508,7,7
superlative_quantifiers_1,548,No company might dislike more than ten books.,No company might dislike at least ten books.,superlative_quantifiers_1_good_548,superlative_quantifiers_1_bad_548,longformer-710_714.parquet,longformer-695_699.parquet,pythia-160m-step512-600_799.parquet,pythia-160m-step512-600_799.parquet,-52.50700759887695,-53.60994338989258,9,9
determiner_noun_agreement_with_adj_2,133,Katherine might attack these unemployed waitresses.,Katherine might attack this unemployed waitresses.,determiner_noun_agreement_with_adj_2_good_133,determiner_noun_agreement_with_adj_2_bad_133,longformer-890_894.parquet,longformer-865_869.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-67.72199249267578,-71.37332916259766,7,7
intransitive,287,A lot of boys can cook.,A lot of boys can find.,intransitive_good_287,intransitive_bad_287,longformer-65_69.parquet,longformer-70_74.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-42.5388298034668,-41.20790100097656,7,7
irregular_past_participle_verbs,303,Melissa ate.,Melissa eaten.,irregular_past_participle_verbs_good_303,irregular_past_participle_verbs_bad_303,longformer-0_4.parquet,longformer-5_9.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-0_199.parquet,-22.608989715576172,-23.496715545654297,3,3
complex_NP_island,68,Who was some guy that is referencing Barbara's son talking to?,Who was Barbara's son talking to some guy that is referencing?,complex_NP_island_good_68,complex_NP_island_bad_68,longformer-1080_1084.parquet,longformer-1085_1089.parquet,pythia-160m-step512-1000_1199.parquet,pythia-160m-step512-1000_1199.parquet,-77.68350982666016,-76.11978149414062,13,13
wh_questions_object_gap,608,Tonya researched some books that Kevin does find.,Tonya researched what Kevin does find some books.,wh_questions_object_gap_good_608,wh_questions_object_gap_bad_608,longformer-840_844.parquet,longformer-830_834.parquet,pythia-160m-step512-800_999.parquet,pythia-160m-step512-800_999.parquet,-71.0063247680664,-72.00956726074219,9,9
regular_plural_subject_verb_agreement_1,491,Carlos has talked about Anna.,Carlos have talked about Anna.,regular_plural_subject_verb_agreement_1_good_491,regular_plural_subject_verb_agreement_1_bad_491,longformer-220_224.parquet,longformer-235_239.parquet,pythia-160m-step512-0_199.parquet,pythia-160m-step512-200_399.parquet,-38.07020950317383,-36.84722900390625,6,6
determiner_noun_agreement_irregular_2,120,Colleen wasn't returning to this woman.,Colleen wasn't returning to these woman.,determiner_noun_agreement_irregular_2_good_120,determiner_noun_agreement_irregular_2_bad_120,longformer-525_529.parquet,longformer-580_584.parquet,pythia-160m-step512-400_599.parquet,pythia-160m-step512-400_599.parquet,-50.727718353271484,-55.34042739868164,8,8
irregular_plural_subject_verb_agreement_1,314,The synthesis astounds Tiffany.,The synthesis astound Tiffany.,irregular_plural_subject_verb_agreement_1_good_314,irregular_plural_subject_verb_agreement_1_bad_314,longformer-265_269.parquet,longformer-235_239.parquet,pythia-160m-step512-200_399.parquet,pythia-160m-step512-200_399.parquet,-52.191673278808594,-50.79981231689453,5,5
