Feature ID,Topic,Acquired At,Pearson,Spearman,Description,step_num
2286,Comparative Conjunctions and Relations,pythia-6_9b-step512,0.8220774745519233,0.5107142857142856,"All instances show the word ""as"" functioning as a conjunction in comparative or additive constructions, typically in phrases like ""as well as"" or ""such as"" that introduce additional examples or elements.",512
1262,Academic Abbreviations and Examples,pythia-6_9b-step512,0.8475703493207107,0.457142857142857,"Abbreviations used to introduce examples or clarifications in academic and technical writing (e.g. for ""exempli gratia"" meaning ""for example"" and i.e. for ""id est"" meaning ""that is"").",512
923,Code Comments and Documentation,pythia-6_9b-step512,0.8390896423468762,0.5161323475675108,Spaces that appear before the @ symbol in academic citation lists and code documentation comments.,512
1153,Geographic and Location References,pythia-6_9b-step512,0.8116696822375301,0.5142857142857142,"Abbreviations for ""United States"" appearing in formal or official contexts.",512
224,Data Structure Formatting,pythia-6_9b-step512,0.8411072927685646,0.6321428571428571,JSON property names or keys in structured data formats.,512
2523,Academic Abbreviations and Examples,pythia-6_9b-step512,0.8258646445902719,0.5765999761251577,"Reference markers for figures and sections in academic documents, typically used in citation and cross-referencing systems.",512
1653,Mathematical Questions and Queries,pythia-6_9b-step512,0.8449003942551614,0.5,"The word ""Is"" appearing at the beginning of mathematical questions asking about numerical properties, comparisons, or classifications.",512
583,Technical Documentation Formatting,pythia-6_9b-step512,0.8733513124080298,0.5081287289602953,Colons used as separators in time expressions (hours and minutes).,512
2125,Markup and Configuration Syntax,pythia-6_9b-step512,0.911827182733603,0.5665775274016842,XML self-closing tag syntax markers appearing in configuration or project files.,512
1519,Web URLs and Domain Names,pythia-6_9b-step512,0.9329996518117032,0.5428571428571428,"Top-level domain suffix "".com"" appearing in website URLs and domain names.",512
454,Comparative and Quantitative Terms,pythia-6_9b-step512,0.7668546131223408,0.36785714285714277,Adjectives used in mathematical comparison questions to find the value most similar to a given target number.,512
2511,Data Structure Formatting,pythia-6_9b-step512,0.8487616024214887,0.5987491220175526,"JSON/data structure field names or properties appearing in configuration files, APIs, or structured data formats.",512
592,Mathematical Comparisons and Rankings,pythia-6_9b-step512,0.8198038719857689,0.4464285714285714,LaTeX fraction commands (\frac) used in mathematical expressions and equations.,512
2800,Programming Syntax and Code Structure,pythia-6_9b-step512,0.7903744179786297,0.5178571428571428,"Colons appearing in code documentation and comment blocks, typically marking the end of labels or separating documentation sections.",512
1235,Programming Syntax and Code Structure,pythia-6_9b-step512,0.79487892967657,0.5285714285714286,HTML closing tags and bracket symbols appearing at the end of XML/HTML elements or code blocks.,512
2491,Legal and Judicial Terms,pythia-6_9b-step512,0.8257174684106791,0.5535714285714285,Legal references to trial courts and appellate courts in judicial proceedings and case law.,512
356,Mathematical Problem Statements,pythia-6_9b-step512,0.8929763915508169,0.5178571428571428,Mathematical multiplication operators appearing in algebraic expressions and equations.,512
780,Compound Terms and Hyphenation,pythia-6_9b-step1000,0.9317173592188324,0.6035714285714285,Hyphens used as part of compound adjectives or technical terms that modify nouns.,1000
2794,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.969514567397949,0.48571428571428565,"Function calls and constructor invocations with string literals as arguments, followed by closing parentheses and semicolons",1000
2876,HTML and XML Markup,pythia-6_9b-step1000,0.8984661086703137,0.575,HTML closing div tags appearing in code or markup contexts.,1000
942,Technical Documentation Formatting,pythia-6_9b-step1000,0.9164252491324828,0.48214285714285704,"Spaces that appear before ""p"" in time notations, specifically in sports schedule listings where ""p"" indicates ""p.m.""",1000
1855,Mathematical Questions and Queries,pythia-6_9b-step1000,0.7938448526508942,0.4535714285714285,"Words appearing as question starters in mathematical problem contexts, specifically the word ""What"" beginning mathematical questions.",1000
2788,HTML and XML Markup,pythia-6_9b-step1000,0.9274154640449199,0.561215594965706,HTML shape attributes and table cell tags used in web markup and image maps.,1000
2726,File Extensions and Technical References,pythia-6_9b-step1000,0.9244807268656243,0.5555591241178068,File extensions for HTML documents appearing in documentation links and file references.,1000
1684,Prepositions and Spatial Relations,pythia-6_9b-step1000,0.9608195544393481,0.5214285714285714,"Prepositions that follow verbs in correlational, associational, and relational expressions",1000
335,Academic Abbreviations and Examples,pythia-6_9b-step1000,0.9225740512618178,0.4792987301540374,Numbers appearing in academic citation reference codes within scholarly text.,1000
829,General Reference Terms and Entities,pythia-6_9b-step1000,0.9630676804191362,0.47142857142857136,Contextual reference terms used to indicate specific instances or subjects being discussed,1000
1448,Academic Citations and References,pythia-6_9b-step1000,0.9822267922539025,0.5392857142857141,References to the United States Code (U.S.C.) in legal citations.,1000
1660,Sentence Structure and Punctuation,pythia-6_9b-step1000,0.9318080388161927,0.5428571428571428,Periods marking the end of sentences in journalistic or news article contexts.,1000
1944,Technical Documentation Formatting,pythia-6_9b-step1000,0.961866267499362,0.5,"Commas followed by closing parentheses and asterisks, typically appearing in lists or technical documentation with abbreviated terms.",1000
542,Numerical Values and Mathematics,pythia-6_9b-step1000,0.9828652146492343,0.5107142857142856,Mathematical expressions and calculations involving the decimal number zero or values with leading zeros,1000
2906,Contractions and Informal Language,pythia-6_9b-step1000,0.8890401476135452,0.475,"Contractions of common English verbs (are, is, am, have) with pronouns or other words.",1000
2101,Academic Citations and References,pythia-6_9b-step1000,0.9751884474135981,0.532142857142857,"Numbers appearing in legal citations, footnote references, and academic text formatting within formal documents.",1000
411,General Reference Terms and Entities,pythia-6_9b-step1000,0.9433349795387616,0.5785714285714285,"Words appearing after ""No"" in formal document references, citations, and numbering systems.",1000
1773,Technical Specifications and Data Types,pythia-6_9b-step1000,0.9460355654237143,0.5535714285714285,"Technical documentation references to data type specifications in code, configuration files, and API documentation.",1000
1693,Mathematical Comparisons and Rankings,pythia-6_9b-step1000,0.8865881152404028,0.4892857142857142,Words used in mathematical comparison questions asking which value is closest or nearest to a target number.,1000
2648,Mathematical Comparisons and Rankings,pythia-6_9b-step1000,0.9858435151607795,0.5,"LaTeX commands, markup syntax elements, and HTML/XML tags used in mathematical, document, and web formatting.",1000
2308,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9608539270235099,0.5357142857142856,Code formatting patterns representing closing braces followed by spaces that precede new code blocks or method declarations.,1000
1433,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9058750916443883,0.5357142857142856,Closing curly braces marking the end of code blocks in various programming languages.,1000
564,Mathematical Comparisons and Rankings,pythia-6_9b-step1000,0.9777827141686526,0.5392857142857141,"LaTeX backslash command markers appearing in various document contexts including code snippets, mathematical expressions, and programming output",1000
2380,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9553457611540701,0.5107142857142856,Code snippets containing quoted string values followed by closing quotation marks in various programming and markup contexts.,1000
2857,Programming Variables and Identifiers,pythia-6_9b-step1000,0.9399128795888972,0.5714285714285713,"Words appearing as parameter or field names in configuration files, code, and documentation, typically following a colon or assignment operator.",1000
1532,Text Formatting and Structure,pythia-6_9b-step1000,0.957363017626748,0.48214285714285704,Whitespace tokens or spacing elements that appear to be part of code formatting or structure in programming contexts.,1000
2645,Brackets and Delimiters,pythia-6_9b-step1000,0.9381343668327122,0.5392857142857141,"Opening square brackets used in academic citations, code syntax, and reference formatting.",1000
2766,Mathematical Questions and Queries,pythia-6_9b-step1000,0.9336409227024097,0.5428571428571428,Mathematical comparison questions asking which value is greater or smaller between two options.,1000
533,Single Characters and Symbols,pythia-6_9b-step1000,0.9420726789027429,0.5285714285714286,"Instances of the letter ""n"" appearing in various contexts including mathematical notation, programming code, and formatting markers",1000
361,Sentence Structure and Punctuation,pythia-6_9b-step1000,0.9246808486296129,0.5178571428571428,Question marks appearing at the end of mathematical comparison questions in what appears to be a math problem dataset.,1000
2851,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9477991254419639,0.5178571428571428,"Opening parentheses in function calls, method invocations, and parameter lists across various programming languages.",1000
89,Data Structure Formatting,pythia-6_9b-step1000,0.9299834650900757,0.5071428571428571,"Commas appearing in JSON/configuration file syntax, typically separating key-value pairs or array elements.",1000
2813,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9348069283635179,0.5214285714285714,Semicolons used as statement terminators in programming code across various languages.,1000
1265,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9285106667121559,0.7285714285714285,"Opening quotes or brackets that begin string literals, array access expressions, or other quoted/bracketed constructs in programming code.",1000
1237,Mathematical Comparisons and Rankings,pythia-6_9b-step1000,0.8712031491978204,0.5357142857142856,LaTeX mathematical notation and symbols used in scientific equations and expressions,1000
1629,Programming Variables and Identifiers,pythia-6_9b-step1000,0.9811177719813564,0.4678571428571427,Variable names and function references in mixed mathematical and programming contexts,1000
2209,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.960221409941466,0.5428571428571428,Closing braces followed by spaces that mark the end of code blocks in various programming languages.,1000
396,Academic Abbreviations and Examples,pythia-6_9b-step1000,0.9360234794325442,0.4964285714285714,"All instances represent the abbreviation ""et"" (meaning ""and"") in academic citations following the ""Author et al."" format used in scholarly literature.",1000
1467,Thresholds and Requirements,pythia-6_9b-step1000,0.9261595552241851,0.4892857142857142,"Technical phrase ""at least"" used in patent or scientific documentation to specify minimum quantities or requirements.",1000
1604,Data Structure Formatting,pythia-6_9b-step1000,0.938923407379773,0.5035714285714286,Spaces that appear before pipe characters (|) in table or structured data formatting.,1000
2371,Clarification and Exemplification Markers,pythia-6_9b-step1000,0.907930109926918,0.5178571428571428,"Abbreviations and variations of ""i.e."" (id est) used to introduce clarifications or examples in formal and technical writing",1000
292,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9402510162560686,0.5357142857142856,"Programming code snippets and mathematical expressions containing closing punctuation marks (parentheses, periods, semicolons) that terminate statements or expressions.",1000
1905,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9599001587926316,0.4964285714285714,"Assignment operators in programming code, specifically the equals sign with spaces used for variable assignment.",1000
1726,Software and Technology Terms,pythia-6_9b-step1000,0.930319930103578,0.48745832825820473,"All instances refer to ""Software"" in software license agreements, specifically appearing in standard MIT or similar open source license text.",1000
2268,Numerical Values and Mathematics,pythia-6_9b-step1000,0.916683181703192,0.5035714285714286,"The word ""000"" appearing as the final three digits in monetary amounts and large numbers.",1000
254,Dialogue and Speech Attribution,pythia-6_9b-step1000,0.9220892062623444,0.5357142857142856,"All instances are the verb ""said"" used in dialogue attribution to indicate who spoke the preceding quoted statement.",1000
1524,Biological and Scientific Terms,pythia-6_9b-step1000,0.9180935568470143,0.5285714285714286,"All instances refer to ""cells"" as a biological term, specifically various types of cells in medical, biological, or scientific contexts.",1000
1909,Comparative and Relational Terms,pythia-6_9b-step1000,0.9316859853879992,0.5035714285714286,"All instances of the word ""than"" used as a comparative conjunction to express relationships of degree, quantity, or preference between two elements.",1000
2981,Prepositions and Spatial Relations,pythia-6_9b-step1000,0.9825330593307612,0.5464285714285714,"All instances show the preposition ""by"" preceded by a space in various technical documentation, code comments, and text contexts.",1000
1254,Programming Syntax and Code Structure,pythia-6_9b-step1000,0.9594031858823746,0.5285714285714286,"Array indexing expressions in programming code, specifically variables or arrays being accessed with bracket notation.",1000
2819,Measurement and Position Terms,pythia-6_9b-step1000,0.9854199823836173,0.5821428571428571,"Words that function as part of compound adjectives or measurements, typically hyphenated with numbers to describe distances, time periods, or positions in sports and legal contexts.",1000
1666,Programming Variables and Functions,pythia-6_9b-step10000,0.9898386396668711,0.532142857142857,"Words appearing after conditional statements in programming languages, typically following ""if"" conditions and introducing the consequent action or code block.",10000
665,Programming Syntax and Code Structure,pythia-6_9b-step10000,0.9846313056990903,0.5285714285714286,"Programming language keywords that define method visibility, return types, and control flow structures in various programming languages",10000
619,Numerical Formatting and Punctuation,pythia-6_9b-step10000,0.9596526985869608,0.532142857142857,"Percentage symbols used in statistical, scientific, and financial contexts to denote proportions, rates, and measurements.",10000
2200,Numerical Values and Mathematics,pythia-6_9b-step10000,0.9152230815082542,0.5285714285714286,"Decimal points appearing in numerical data within statistical, financial, and scientific contexts.",10000
398,Prepositions and Spatial Relations,pythia-6_9b-step10000,0.9754786041864433,0.4964285714285714,"All instances show the preposition ""between"" used to indicate spatial, temporal, or relational positioning connecting two entities or concepts.",10000
1966,Boolean and Logical Values,pythia-6_9b-step10000,0.9157777803855035,0.6785714285714285,Boolean values indicating answers to mathematical questions about number properties (prime/composite status and numerical comparisons),10000
1056,Mathematical Problem Statements,pythia-6_9b-step70000,0.9192231058247069,0.4964285714285714,Mathematical operators and conjunctions used in comparative statements and mathematical expressions,70000
415,Mathematical Problem Statements,pythia-6_9b-step100000,0.9347303037471312,0.532142857142857,Mathematical minus signs or subtraction operators appearing in algebraic expressions and equations.,100000
