feature_group_id,representative_feature_id,description,n_members,acq_checkpoint,final_prob,trend,all_feature_ids
78,2813,"Colons used as delimiters or separators in various text formats including code, mathematical expressions, and structured data.",1,10,0.945683156,increase-stagnate,2813
79,34,"All instances are the word ""example"" preceded by a space, used to introduce illustrative cases or instances in explanatory text.",1,10,0.689661319,increase-stagnate,34
80,2972,XML/HTML closing tags appearing in structured markup code.,1,10,0.97972604,increase-stagnate,2972
81,1497,"Closing punctuation marks and XML/code syntax elements that terminate programming constructs, XML tags, or code blocks.",1,10,0.999034628,increase-stagnate,1497
82,1693,Variable assignment statements in programming code where variables are being assigned values using the equals operator.,1,10,0.956813627,increase-stagnate,1693
83,2794,Code snippets showing closing parentheses and semicolons at the end of programming statements or function calls.,1,10,0.905680561,increase-stagnate,2794
84,2857,"Programming identifiers and field names in code, JSON objects, and database records",1,10,0.964442705,increase-stagnate,2857
85,2980,Punctuation marks (periods and commas) used as decimal separators in numerical values.,1,10,0.950834989,increase-stagnate,2980
86,602,LaTeX commands and syntax elements used in document formatting and mathematical typesetting.,1,10,0.759047969,increase-stagnate,602
87,2953,Words that are parts of HTTP URLs or web addresses.,1,10,0.945660394,increase-stagnate,2953
88,2803,"Mathematical equations using ""for"" to indicate solving for a specific variable, with one unrelated usage about cream for soldiers",1,10,0.997084806,increase-stagnate,2803
89,1944,Percentage symbols used to denote numerical proportions or concentrations in scientific and technical contexts.,1,10,0.886754893,increase-stagnate,1944
90,604,"Instances of the preposition ""by"" used to indicate agency or means in various contexts.",1,10,0.976123666,increase-stagnate,604
91,942,Semicolons appearing at the end of code statements or declarations in various programming languages.,1,10,0.977843713,increase-stagnate,942
92,1302,Technical terms referring to electrical signals in electronic systems and circuits.,1,10,0.853420515,increase-stagnate,1302
93,129,Closing bracket characters appearing in various programming and documentation contexts,1,10,0.900233043,increase-stagnate,129
94,1113,"All instances of ""than"" used as a comparative conjunction to introduce the second element in comparisons.",1,10,0.986854662,increase-stagnate,1113
95,1310,"Closing parentheses that appear at the end of mathematical expressions, references, or technical statements.",1,10,0.951869494,increase-stagnate,1310
96,41,"Legal case citation abbreviation ""v"" (versus) used to separate parties in court case names.",1,11,0.888241028,increase-stagnate,41
97,2667,Words referring to social media marketing contexts with some unrelated technical and biblical terms,1,11,0.810048762,increase-stagnate,2667
98,1183,"All instances of ""well"" function as part of the conjunctive phrase ""as well as"" used to connect and add additional elements or ideas.",1,11,0.476925531,increase-stagnate,1183
99,1587,"The word ""et"" appearing in academic citation formats, specifically in ""et al."" references used in scholarly literature.",1,11,0.704295228,increase-stagnate,1587
100,2215,"The preposition ""with"" used to indicate accompaniment, partnership, collaboration, or cooperation in various contexts.",1,11,0.792780694,increase-stagnate,2215
101,1092,URL protocol prefixes and web domain identifiers used in web addresses and hyperlinks.,1,11,0.480626408,increase-stagnate,1092
102,1042,"Past tense forms of the verb ""to be"" used in passive voice constructions in scientific writing.",1,11,0.652548273,increase-stagnate,1042
103,258,Common words appearing in software license agreements and copyright notices.,1,11,0.947715606,increase-stagnate,258
104,2981,"Temporal prepositions and adverbs indicating time relationships (before, after, basis as in ""regular basis"").",1,11,0.499147353,increase-stagnate,2981
105,753,"Past and present tense forms of auxiliary and linking verbs (be, was, is, been) used in passive voice constructions and other grammatical structures.",1,11,0.553940118,increase-stagnate,753
106,144,"Contracted forms of ""it is"" and personal pronouns with ""be"" verbs (I'm, it's, we're, they're, you'll, I've) used in informal speech and writing.",1,12,0.426148822,increase-stagnate,144
107,1041,"Words appearing in the common phrase ""take/taking into account"" or ""take/taking into consideration"" used to express the inclusion or consideration of various factors in decision-making or analysis.",1,12,0.521311606,increase-stagnate,1041
108,1966,"Sentence-initial function words that introduce clauses, including conditional, temporal, spatial, and interrogative markers",1,13,0.488483583,increase-stagnate,1966
