feature_group_id,representative_feature_id,description,n_members,acq_checkpoint,final_prob,trend,all_feature_ids
90,361,Question marks appearing at the end of mathematical comparison questions in what appears to be a math problem dataset.,1,10,0.999771111,increase-stagnate,361
91,2857,"Words appearing as parameter or field names in configuration files, code, and documentation, typically following a colon or assignment operator.",1,10,0.977857584,increase-stagnate,2857
92,1726,"All instances refer to ""Software"" in software license agreements, specifically appearing in standard MIT or similar open source license text.",1,10,0.999938967,increase-stagnate,1726
93,2813,Semicolons used as statement terminators in programming code across various languages.,1,10,0.992499102,increase-stagnate,2813
94,2380,Code snippets containing quoted string values followed by closing quotation marks in various programming and markup contexts.,1,10,0.996683065,increase-stagnate,2380
95,89,"Commas appearing in JSON/configuration file syntax, typically separating key-value pairs or array elements.",1,10,0.997791352,increase-stagnate,89
96,254,"All instances are the verb ""said"" used in dialogue attribution to indicate who spoke the preceding quoted statement.",1,10,0.944744483,increase-stagnate,254
97,2819,"Words that function as part of compound adjectives or measurements, typically hyphenated with numbers to describe distances, time periods, or positions in sports and legal contexts.",1,10,0.994784854,increase-stagnate,2819
98,2268,"The word ""000"" appearing as the final three digits in monetary amounts and large numbers.",1,10,0.992893028,increase-stagnate,2268
99,1524,"All instances refer to ""cells"" as a biological term, specifically various types of cells in medical, biological, or scientific contexts.",1,10,0.947106825,increase-stagnate,1524
100,2371,"Abbreviations and variations of ""i.e."" (id est) used to introduce clarifications or examples in formal and technical writing",1,10,0.995104445,increase-stagnate,2371
101,1604,Spaces that appear before pipe characters (|) in table or structured data formatting.,1,10,0.987244065,increase-stagnate,1604
102,292,"Programming code snippets and mathematical expressions containing closing punctuation marks (parentheses, periods, semicolons) that terminate statements or expressions.",1,10,0.988011954,increase-stagnate,292
103,1905,"Assignment operators in programming code, specifically the equals sign with spaces used for variable assignment.",1,10,0.984678606,increase-stagnate,1905
104,2981,"All instances show the preposition ""by"" preceded by a space in various technical documentation, code comments, and text contexts.",1,10,0.991336464,increase-stagnate,2981
105,1909,"All instances of the word ""than"" used as a comparative conjunction to express relationships of degree, quantity, or preference between two elements.",1,10,0.998513353,increase-stagnate,1909
106,1254,"Array indexing expressions in programming code, specifically variables or arrays being accessed with bracket notation.",1,10,0.966193188,increase-stagnate,1254
107,1684,"Prepositions that follow verbs in correlational, associational, and relational expressions",1,10,0.913247638,increase-stagnate,1684
108,1666,"Words appearing after conditional statements in programming languages, typically following ""if"" conditions and introducing the consequent action or code block.",1,11,0.974928565,increase-stagnate,1666
109,619,"Percentage symbols used in statistical, scientific, and financial contexts to denote proportions, rates, and measurements.",1,11,0.923064715,increase-stagnate,619
110,2200,"Decimal points appearing in numerical data within statistical, financial, and scientific contexts.",1,11,0.590369725,increase-stagnate,2200
111,665,"Programming language keywords that define method visibility, return types, and control flow structures in various programming languages",1,11,0.950435689,increase-stagnate,665
112,398,"All instances show the preposition ""between"" used to indicate spatial, temporal, or relational positioning connecting two entities or concepts.",1,11,0.584888559,increase-stagnate,398
113,1966,Boolean values indicating answers to mathematical questions about number properties (prime/composite status and numerical comparisons),1,11,0.545942354,increase-stagnate,1966
114,1056,Mathematical operators and conjunctions used in comparative statements and mathematical expressions,1,12,0.499824153,increase-stagnate,1056
115,415,Mathematical minus signs or subtraction operators appearing in algebraic expressions and equations.,1,13,0.494287,increase-stagnate,415
